Name ,Address,City,State,Zip Code,Phone Number,Website,Google Business Page,Facebook,Yelp
West Shore Pregnancy & Family Support,603 E Tinkham Ave,Ludington,Michigan (MI),49431,,www.wspcc.org,,https://www.facebook.com/WSPregFamSup/,
Bethany Christian Services ,18000 W Nine Mile Rd Suite #950,Southfield,Michigan (MI),48075,,https://impregnant.org/ // https://bethany.org/locations/us/michigan/southeast-michigan,"https://www.google.com/maps/place/Bethany+Christian+Services/@42.5173879,-83.1116239,15z/data=!4m5!3m4!1s0x0:0x56d5f891a0baef28!8m2!3d42.5173879!4d-83.1116239",https://www.facebook.com/bethanyfans,
Lighthouse Pregnancy Care Center,215 Maple St,Manistee,Michigan (MI),49660,,https://www.lighthousepcc.org/,,,
Care Clinic,1213 N 3rd St,Marquette,Michigan (MI),49855,(906) 228-2273,www.careclinicmqt.org,,,
Melvindale Crisis Pregnancy Center,17729 Flint,Melvindale,Michigan (MI),48122,,,,,
Pregnancy Aid of Midland Cty,1025 Wheeler St,Midland,Michigan (MI),48642,,,,,
Pregnancy Resource Center of Mid-Michigan,4818 N Saginaw Rd,Midland,Michigan (MI),48640,,www.prcmidland.org,,,
His Love Family Resource (2622),421 Shepard St.,Mio,Michigan (MI),48647,,http://www.mipregnancyresources.org,,,
Heartbeat of Monroe,123 W First St,Monroe,Michigan (MI),48161,,www.heartbeatofmonroe.org,,,
Life Choices of Central Michigan,904 E Preston Street,Mt Pleasant,Michigan (MI),48858,(989) 773-6008,http://www.lifechoicescm.com,,http://www.facebook.com/Life-Choices-of-Central-Michigan-164113563602478,
Bethany Christian Services,175 West Apple Avenue ,Muskegon,Michigan (MI),49440,,https://bethany.org/locations/us/michigan/muskegon /// https://impregnant.org/,"https://www.google.com/maps/place/Bethany+Christian+Services/@43.2339733,-86.2480401,15z/data=!4m5!3m4!1s0x0:0x2315f5191bcd621b!8m2!3d43.2339733!4d-86.2480401",https://www.facebook.com/bethanyfans,
Muskegon Pregnancy Services,1775 Wells Ave,Muskegon,Michigan (MI),49442,,,,,
Insight Pregnancy Services,1007 W Main St ,Fremont,Michigan (MI),49412,(231) 335-2413,www.insightpregnancy.com,https://g.co/kgs/wS89Qt,https://www.facebook.com/InsightPregnancy,https://m.yelp.com/biz/insight-pregnancy-services-fremont
Life Plan,527 E Main St ,Niles,Michigan (MI),49120,,www.pccniles.com,,,
Pregnancy Resource Center,224 N Ball St,Owosso,Michigan (MI),48867,,,,,
Oxford Pregnancy Center,35 N Washington St,Oxford,Michigan (MI),48371,(248) 969-2177,www.oxfordpregnancycenter.org,,https://www.facebook.com/opc35/,https://www.yelp.com/biz/oxford-pregnancy-center-oxford
Pregnancy Care Center of Petoskey,"2206 Mitchell Park Dr, Suite 9",Petoskey,Michigan (MI),49770,,www.petoskeypcc.org,,,
Next Step Women and Teens Crisis Pregnancy Center,263 Cesar E. Chavez,Pontiac,Michigan (MI),48342,,https://womenandteens.org/,,,
Portland Crisis Pregnancy Information,845 Ionia Rd,Portland,Michigan (MI),48875,,,,,
Pregnancy Care Center,25545 5 Mile Rd,Redford,Michigan (MI),48239,,,,,
Redford Pregnancy Care Center,25545 W. Five Mile Rd.,Redford,Michigan (MI),48239,(313) 952-2147,http://www.redfordpcc.com/,,http://none,
ICU Mobile Detroit,2310 Dutton Rd,Rochester,Michigan (MI),48306,,ww.icubirthchoice.com,,,
Cradles of Grace,5821 Arbol Court NE,Rockford,Michigan (MI),49341,,,Adoption- keep,,
"Abortion Alternatives Information, Inc.",705 Hoyt Ave,Saginaw,Michigan (MI),48607,,,,,
Pregnancy Counseling Center,916 Gratiot Ave,Saginaw,Michigan (MI),48602,,,,,
Pregnancy Resource Center of Mid-Michigan - Saginaw,723 Emerson,Saginaw,Michigan (MI),48607,,www.prcmidland.org,,,
Care Net Pregnancy Center of EUP,1420 Ashmun St,Sault St Marie,Michigan (MI),49783,,www.euppregnancyoptions.org,,,
Birthright,8076 21 Mile Rd.,Shelby Township,Michigan (MI),48317,,,"https://www.google.com/maps/place/Birthright+of+Macomb+County/@42.640554,-83.032112,15z/data=!4m5!3m4!1s0x0:0xc04d2f10748b0a1!8m2!3d42.640554!4d-83.032112",,
Mother and Unborn Baby Care,24500 Southfield Rd.,Southfield,Michigan (MI),48075,(248) 559-7440,https://www.maubc.org/,,https://www.facebook.com/motherandunbornbabycare/,
Problem Pregnancy Center,24500 Southfield Road,Southfield,Michigan (MI),48075,,http://www.problempregnancycenter.com/,,,https://www.yelp.com/biz/problem-pregnancy-center-southfield
Northline Women's Health Center,15675 Northline Rd.,Southgate,Michigan (MI),48195,(734) 282-3600,http://www.northlinewomenshealthcenter.com/,,,
Birthright,2700 Niles Ave,St Joseph,Michigan (MI),49085,,,"https://www.google.com/maps/place/Birth+Right/@42.08701,-86.485731,15z/data=!4m5!3m4!1s0x0:0x4bd2fbc5e6ca4bcb!8m2!3d42.08701!4d-86.485731",https://www.facebook.com/pages/Birthright/169585673054993,
Abigayle Ministries,12313 - 19 Mile Rd,Sterling Heights,Michigan (MI),48313,,,,,
Sturgis Pregnancy Helpline,1125 N. Nottawa,Sturgis,Michigan (MI),49091,,,,,
Guiding Hand Pregnancy Refuge,16994 Telegraph Road,Taylor,Michigan (MI),48180,,,,,
Three Rivers Pregnancy Helpline Center,172 E Michigan Ave,Three Rivers,Michigan (MI),49093,,www.pregnancyhelpline.org,,,
Bethany Christian Services - Traverse City,"1055 Carriage Hill Dr, Ste 2",Traverse City,Michigan (MI),49686,,https://impregnant.org/  // https://bethany.org/locations/us/michigan/traverse-city,"https://www.google.com/maps/place/Bethany+Christian+Services/@44.7193603,-85.5966567,15z/data=!4m2!3m1!1s0x0:0x6b12e89105815610?sa=X&ved=2ahUKEwi_jbfNqY_tAhVMSzABHTqUB_QQ_BIwDHoECBUQAw",https://www.facebook.com/bethanyfans,
Thrive Medical Clinic ,"121 S. Garfield, Ste. C",Traverse City,Michigan (MI),49686,,www.pregnancycarecentertc.org,,,
Birth Choice Pregnancy Resource Center,3990 W. Walton Blvd. Ste A,Waterford,Michigan (MI),48329,,,,,
Caring Pregnancy Center ,335 E. Houghton Ave.,West Branch,Michigan (MI),48661,,,,,
Options Resource Clinic/Caring Pregnancy Ctr,"575 Court Street, Ste 4",West Branch,Michigan (MI),48661,,www.chooselifeconnection.org,,,
Pregnancy Resource Center,"2438 28th St SW, #A",Wyoming,Michigan (MI),49519,,www.prcforlife.org,,,
Family Life Services,2950 Packard Rd,Ypsilanti,Michigan (MI),48108,,"www.flscenter.com, http://familylifeservicesclinic.com/",,,
Spero Center (Formerly Blue Water Pregnancy Care Center) ,1211 Griswold St.,Port Huron,Michigan (MI),48060,(810) 985-4673,https://sperocenter.com/,https://web.bluewaterchamber.com/Health-and-Medicine/Spero-Pregnancy-Center-1512,https://www.facebook.com/Spero-Center-102776663093994/,https://www.yelp.com/biz/spero-center-port-huron
Madison Family Planning,26040 John R Rd,Madison Heights,Michigan (MI),48071,(586) 243-0747,,,,
Women's Care Center,621 E Main St,Niles,Michigan (MI),49120,(269) 684-4040,https://supportwomenscarecenter.org/locations/niles/,,,https://www.yelp.com/biz/womens-care-center-niles
Spero Center / Blue Water Babies,1211 Griswold St,Port Huron,Michigan (MI),48060,(810) 985-4673,sperocenter.com,,https://m.facebook.com/100063767160918/,
