Name ,Address,City,State,Zip Code,Phone Number,Website,Google Business Page,Facebook,Yelp
The Caring Place of W Clallam Cty,481 West E Street,Forks,Washington (WA),98331,,,,,
Care Net of Puget Sound,"2727 Hollycroft St, Suite 130",Gig Harbor,Washington (WA),98335,,,,,
Goldendale PRC,120 W Allyn,Goldendale,Washington (WA),98620,,,,,
Care Net of Grand Coulee,402 Burdin Blvd,Grand Coulee,Washington (WA),99133,,,,,
Life Options,301 Division St,Grandview,Washington (WA),98930,,https://life-options.org/,,https://www.facebook.com/Life-Options-444915475705577/,https://www.yelp.com/biz/life-options-grandview-2
Heart & Hands Pregnancy Care Center (Obria),2638 Simpson Ave,Hoquiam,Washington (WA),98550,,https://heartandhandspcc.org/,"https://www.google.com/maps/place/Heart+%26+Hands+Pregnancy+Center/@46.9750137,-123.8631272,15z/data=!4m5!3m4!1s0x0:0x77f6280b5c4f95ea!8m2!3d46.9750137!4d-123.8631272",,
Hope Medical of Washington,7500 W. Arrowhead Avenue,Kennewick,Washington (WA),99336,,,,,
You Medical,5040 W Clearwater Ave,Kennewick,Washington (WA),99336,(509) 491-1101,https://www.youmedical.org/,"https://www.google.com/maps/place/You+Medical/@46.2126383,-119.1918081,17z/data=!4m13!1m7!3m6!1s0x549879a3a12d67fb:0xc1fe542e55dd7f53!2s5040+W+Clearwater+Ave,+Kennewick,+WA+99336!3b1!8m2!3d46.2126645!4d-119.1896528!3m4!1s0x549879a3a12b91ad:0xb2fc4153e42ad9bd!8m2!3d46.212638!4d-119.189619",http://www.facebook.com/youmedical.org/,
Care Net of Puget Sound,"10828 Gravelly Lake Dr SW, Ste 101",Lakewood,Washington (WA),98499,,,,,
Pregnancy Care Clinic,114 6th St,Langley,Washington (WA),98260,,,,,
Caring Pregnancy Ctr of Cowlitz Cty,1010 Fir St,Longview,Washington (WA),98632,,http://www.longviewcaringpregnancycenter.com/,"https://www.google.com/maps/place/Caring+Pregnancy+Center/@46.1310771,-122.9340182,17z/data=!3m1!4b1!4m5!3m4!1s0x54946c868a79a743:0x54f1c623f5dff23d!8m2!3d46.1310771!4d-122.9318295",https://www.facebook.com/Caring-Pregnancy-Center-of-Cowlitz-County-277177845670319/,
Next Step Pregnancy Services,"17602 Hwy 99, Suite 170",Lynnwood,Washington (WA),98036,(425) 329-4569,http://www.nextstepnw.com/,,http://facebook.com/next.step.pregnancy/,
Crossroads Pregnancy Resource Center,1555 S. Pilgrim St. Suite C.,Moses Lake,Washington (WA),98837,,https://pregnancywa.org/,,,
Pregnancy Choices,617 W. Division St,Mt Vernon,Washington (WA),98273,,,,,
Pregnancy Care Clinic,670 SE Midway Blvd,Oak Harbor,Washington (WA),98277,,,,,
Care Net Pregnancy Center of Thurston County,"135 Lilly Road, NE",Olympia,Washington (WA),98506,,,,,
Options Pregnancy Clinic,135 Lilly rd NE,Olympia,Washington (WA),98506,,https://optionspregnancy.com/,,,
Pregnancy Aid of Thurston Cty (Obria),1021 Boundry St SE,Olympia,Washington (WA),98507,,http://www.pregnancyaidwa.org/FindUs.shtml,"https://www.google.com/maps/place/Pregnancy+Aid+Thurston+County/@47.040038,-122.8859182,15z/data=!4m2!3m1!1s0x0:0xcf17fa61a0bc5977?sa=X&ved=2ahUKEwjdlZ2Mw4_tAhUGElkFHRcLA6cQ_BIwCnoECBIQAw",https://www.facebook.com/Pregnancy-Aid-of-Thurston-County-1161866393846473/,https://www.yelp.com/biz/pregnancy-aid-of-thurston-county-olympia
Care Net Pregnancy Center Okanogan,4 South Main St,Omak,Washington (WA),98841,,,,,
Obria (formerly My Choices Pregnancy Medical Resources),824 A East 8th Street,Port Angeles,Washington (WA),98362,,https://www.obria.org/locations/port-angeles-center-wa/,,,
Celebrate Life,510 Dekalb St,Port Orchard,Washington (WA),98366,,,,,
Pregnancy & Family Resource Services,24 Seton Rd,Port Townsend,Washington (WA),98368,,,,,
Care Net of Puget Sound,10215 125th St Ct E ,Puyallup,Washington (WA),98374,,http://www.pregnancyhelppierce.org,,,
Crossroads Pregnancy Resource Center,1309 Central Avenue,Quincy,Washington (WA),98848,,,,,
3W Medical for Women,4528 8th Ave NE #1A,Seattle,Washington (WA),98105,(206) 533-0351,https://www.3wmedical.org/,,,
Life Choices Pregnancy Clinic University District (1376),"4719 University Way NE, Ste 204",Seattle,Washington (WA),98105,,,,,
Obria Medical Clinics PNW,675 N 5th Ave #2b,Sequim,Washington (WA),98382,(360) 681-8725,http://Obria.org,,,
Care Net PC of Mason County,2233 Jefferson St,Shelton,Washington (WA),98584,,,,,
Life Services of Spokane,2659 N Ash St,Spokane,Washington (WA),99205,,https://mychoicespokane.org/,,https://www.facebook.com/MyChoiceSpokane,https://www.yelp.com/biz/ichoice-spokane
My Choice,2659 NORTH ASH STREET,Spokane,Washington (WA),99205,(509) 462-4000,https://mychoicespokane.org/,,,
Path of Life,"103 E. Indiana, Suite B",Spokane,Washington (WA),99207,,http://www.pathoflifespokane.org/,"https://www.google.com/maps/place/Path+Of+Life/@47.6752151,-117.4091568,15z/data=!4m2!3m1!1s0x0:0x2fadeac64b89c8e9?sa=X&ved=0ahUKEwjCg7O0oPnbAhUG11MKHYzGCy4Q_BIIggEwCg",,
Birthright,420 S 7th St,Sunnyside,Washington (WA),98944,,https://birthright.org/sunnyside,"https://www.google.com/maps/place/Birthright/@46.324081,-120.011286,15z/data=!4m5!3m4!1s0x0:0x8d88ff175947b42e!8m2!3d46.324081!4d-120.011286",,
Life Options,1616 E Gregory Ave Ext,Sunnyside,Washington (WA),98944,,,,,
Care Net of Puget Sound,"1924 South Cedar Street, Suite B",Tacoma,Washington (WA),98405,,,,,
CareNet of Pierce Co,1209 6th Ave,Tacoma,Washington (WA),98405,,http://www.pregnancyhelppierce.org,,,
Pregnancy Aid of Tacoma,902 S Market,Tacoma,Washington (WA),98402,,,,,
Birthright,214 E 17th St,Vancouver,Washington (WA),98663,,https://birthrightwa.org/,"https://www.google.com/maps/place/Birthright/@45.6343173,-122.6696148,15z/data=!4m5!3m4!1s0x0:0x7f77ea4da6001a!8m2!3d45.6343173!4d-122.6696148",https://www.facebook.com/birthrightvancouverwa/,https://www.yelp.com/biz/birthright-vancouver-washington-vancouver
Care Net Pregnancy Resource Center,1400 NE 136th Ave,Vancouver,Washington (WA),98661,,,,,
Options 360 Pregnancy Clinic - I-205,"221 Northeast 104th Avenue, Suite #209",Vancouver,Washington (WA),98664,(360) 567-0285,http://options360.org,,,
Pregnancy Resource Ctr of Vancouver,2128 E Mill Plain Blvd,Vancouver,Washington (WA),98661,,,,,
Birthright,609 W Birch St,Walla Walla,Washington (WA),99362,,https://birthright.org/wallawalla/,"https://www.google.com/maps/place/Birthright/@46.0606412,-118.3453117,15z/data=!4m5!3m4!1s0x0:0x32f1b9e7260ad114!8m2!3d46.0606412!4d-118.3453117",https://www.facebook.com/BirthrightWalla/,
Pathways Pregnancy Clinic,2926 E St,Washougal,Washington (WA),98671,(360) 834-2829,http://pathwaysclinic.care/,,http://www.facebook.com/Pathways180/,http://www.yelp.com/biz/pathways-pregnancy-clinic-washougal
Real Options Pregnancy Medical Clinic,504 Orondo Ave,Wenatchee,Washington (WA),98801,(509) 662-0652,http://realoptionsclinic.com,"https://www.google.com/maps/place/Real+Options+Pregnancy+Clinic+of+Wenatchee+Washington/@47.4213585,-120.3142928,15z/data=!4m5!3m4!1s0x0:0xc0c916b42ef8c9ff!8m2!3d47.4213585!4d-120.3142928",http://www.facebook.com/Real-Options-Pregnancy-Medical-Clinic-301901816573953/,
Birthright,313 S 11th Ave A,Yakima,Washington (WA),98902,,https://birthright.org/yakima,"https://www.google.com/maps/place/Birth+Right/@46.5933277,-120.5220576,15z/data=!4m2!3m1!1s0x0:0x2f6c8265d89558d5?sa=X&ved=2ahUKEwiP7YHIm5LkAhXHuVkKHf8HDOoQ_BIwCnoECAoQCA",,
Image Point Mobile Medical Services, 411 S 12th Ave. Suite 4,Yakima,Washington (WA),98902,(509) 452-0511,https://www.imagepointmms.org,,https://www.facebook.com/imagepointmms/,
Care Net of Puget Sound Mobile Medical,Washington Ave N & W Meeker St ,Kent,Washington (WA),98032,(206) 926-7860,https://carenetps.org/,,https://www.facebook.com/carenetofps,
Care Net of Puget Sound Mobile Medical Unit,200 SW Langston Rd,Renton,Washington (WA),98057,(206) 926-7860,https://carenetps.org/,,https://www.facebook.com/carenetofps,
Care Net of Puget Sound Mobile Medical Unit,10510 Stone Ave N,Seattle,Washington (WA),98133,(206) 926-7860,https://carenetps.org/,,https://www.facebook.com/carenetofps,
Care Net of Puget Sound Mobile Medical Unit,3802 S Othello St,Seattle,Washington (WA),98118,(206) 926-7860,https://carenetps.org/,,https://www.facebook.com/carenetofps,
Obria,675 N 5th Ave,Sequim ,Washington (WA),98382,(360) 681-8725,https://obria.org/washington/,,,
Step By Step,"3303 #A, 8th Ave SE",Puyallup,Washington (WA),98372,(253) 896-0903,http://www.stepbystepfamily.org/,,https://www.facebook.com/stepbystepnews/,
Obria,32 Kala Square Place ,Port Townsend,Washington (WA),98368,(360) 379-3333,obria.org,,,
Life Choices Clinic & Care Center,"305 S. 11th Ave., Ste. 1",Yakima,Washington (WA),98902,(509) 248-2273,https://www.lifechoicesyakima.com/,,,
Life Choices of Wenatchee Valley,351 Orondo Ave,Wenatchee,Washington (WA),98801,(509) 662-0652,https://www.lifechoiceswenatchee.org/,,,
Options 360,3700 Main Street,Vancouver,Washington (WA),98663,(360) 567-0285,www.options360.org,https://www.google.com/search?gs_ssp=eJzj4tZP1zcsyTDIzTXNM2C0UjWoMDWxNE1MSzVKSzFMNjYwMLQyqLBMM0wxSbE0sUhOMk5MMrP04s4vKMnMzytWMDYzAABhIxK7&q=options+360&rlz=1C1GCEB_enUS993US993&oq=options+360&aqs=chrome.1.69i59j46i67i175i199j0i512j46i175i199i512j0i512l2j69i60l2.6108j0j7&sourceid=chrome&ie=UTF-8,https://www.facebook.com/options360/,https://www.yelp.com/biz/options360-women-s-clinic-vancouver
Care Net of Puget Sound - Kenmore,"6524 NE 181st St, Suite #9",Kenmore,Washington (WA),98028,(425) 398-5820,https://carenetps.org/,,https://www.facebook.com/carenetofps,https://www.yelp.com/biz/care-net-pregnancy-and-family-services-kenmore
