Name ,Address,City,State,Zip Code,Phone Number,Website,Google Business Page,Facebook,Yelp
Transition Pregnancy Solutions,2960 North Main Street,Danville,Virginia (VA),24540,,https://transitionps.com/,"https://www.google.com/maps/place/Transition+Pregnancy+Solutions/@36.6294078,-79.3854702,15z/data=!4m5!3m4!1s0x0:0xf706394cfa420f8!8m2!3d36.6294078!4d-79.3854702",,
Pregnancy Support Center of Southside VA - Buckingham County,245 Camden ST,Dillwyn,Virginia (VA),23901,,https://pscfarmville.org/,"https://www.google.com/maps/place/Pregnancy+Support+Center/@37.2954667,-78.3801931,15z/data=!4m2!3m1!1s0x0:0x5818899f3e6e8f7?sa=X&ved=2ahUKEwiQidWFl4vwAhUEhOAKHdO_CXQQ_BIwDHoECB8QBQ",https://www.facebook.com/pscfarmville,
Shenandoah County Pregnancy Center,28 Cedarwood Lane,Edinburg,Virginia (VA),22824,,https://hope4future.org/,"https://www.google.com/maps/place/Shenandoah+County+Pregnancy+Center/@38.8207301,-78.5717042,15z/data=!4m2!3m1!1s0x0:0x167f6162dbb7cdd3?sa=X&ved=2ahUKEwi-l5GImYvwAhWrTN8KHZ4gBxYQ_BIwCnoECB4QBQ",https://www.facebook.com/shenandoahcountypregnancy,
Bethany Christian Services - Fairfax,10332 Main St #359,Fairfax,Virginia (VA),22030,,https://impregnant.org/,"https://www.google.com/maps/place/Bethany+Christian+Services/@38.8464042,-77.3057388,17z/data=!3m1!4b1!4m5!3m4!1s0x89b64e96dbf989e3:0x784905fb1f1023d5!8m2!3d38.8464042!4d-77.3035501",https://www.facebook.com/pages/Bethany-Christian-Services/139037822810858,https://www.yelp.com/biz/bethany-christian-services-fairfax
Nova Pregnancy Help Center of Fairfax,"3919 Old Lee Highway, Suite 81-B",Fairfax,Virginia (VA),22030,,https://novapregnancy.org/,"https://www.google.com/maps/place/Nova+Pregnancy+Help+Center+of+Fairfax/@38.8498403,-77.3049549,17z/data=!3m1!4b1!4m5!3m4!1s0x89b64e941eb99dc9:0x46af9eca3140d41c!8m2!3d38.8498403!4d-77.3027662",https://www.facebook.com/SanctityofLifeMinistries/,https://www.yelp.com/biz/nova-pregnancy-help-center-of-fairfax-fairfax
Tepeyac OB/GYN (Abortion Pill Reversal provider),4001 Fair Ridge Drive,Fairfax,Virginia (VA),22033,,https://tepeyacobgyn.com/,"https://www.google.com/maps/place/Tepeyac+OB%2FGYN/@38.8708254,-77.366925,15z/data=!4m5!3m4!1s0x0:0x1efadcbe39b737cd!8m2!3d38.8708254!4d-77.366925",,
A Woman's Choice,"6201 Leesburg Pike, Suite 220",Falls Church,Virginia (VA),22044,(703) 538-4305,http://www.awomanschoicecenter.com/,"https://www.google.com/maps?ll=38.865606,-77.151744&z=13&t=m&hl=en-US&gl=US&mapclient=embed&cid=12082682572280969049",,
Options Care Center (run by Hope in Northern Virginia),"7297 Lee Hwy, Site L",Falls Church,Virginia (VA),22042,,https://optionscarecenter.org/ and https://www.friendsofhopeinnova.org/about/,"https://www.google.com/maps/place/Options+Care+Center/@38.877453,-77.1909534,15z/data=!4m5!3m4!1s0x0:0xb2592c25946205c7!8m2!3d38.877453!4d-77.1909534",https://www.facebook.com/hopeinnova/,
Pregnancy Support Center of Southside VA,2720 Layne St,Farmville,Virginia (VA),23901,,https://pscfarmville.org/,"https://www.google.com/maps/place/Pregnancy+Support+Center/@37.2954667,-78.3801931,15z/data=!4m2!3m1!1s0x0:0x5818899f3e6e8f7?sa=X&ved=2ahUKEwiQidWFl4vwAhUEhOAKHdO_CXQQ_BIwDHoECB8QBQ",https://www.facebook.com/pscfarmville,
Bethany Christian Services - Fredericksburg,5610 Southpointe Centre Blvd #107,Fredericksburg,Virginia (VA),22407,,https://impregnant.org/ /// https://bethany.org/locations/us/virginia/fredericksburg,"https://www.google.com/maps/place/Bethany+Christian+Services/@38.228909,-77.502428,15z/data=!4m5!3m4!1s0x0:0xfee5490334689f18!8m2!3d38.228909!4d-77.502428",https://www.facebook.com/bethanyfans,
Birthright of Fredericksburg,2006 Lafayette Blvd Suite 202,Fredericksburg,Virginia (VA),22401,,http://www.birthrightoffredericksburg.com/,"https://www.google.com/maps/place/Birthright+of+Fredericksburg/@38.2771925,-77.4838132,17z/data=!3m1!4b1!4m5!3m4!1s0x89b6c20530b683d1:0x1baf7efa0c503599!8m2!3d38.2771883!4d-77.4816245",https://www.facebook.com/birthrightoffredericksburg/,
Choices Women's Center,"10008 Southpoint Parkway, Suite #105",Fredericksburg,Virginia (VA),22407,,https://fredericksburgchoices.com/,"https://www.google.com/maps/place/Choices+Women's+Center/@38.2368211,-77.5060886,15z/data=!4m2!3m1!1s0x0:0x9e206256f8587da9?sa=X&ved=2ahUKEwjp69y4iYvwAhVxkuAKHS46AYAQ_BIwEnoECCkQBQ",,
Front Royal Pregnancy Center,11 South Royal Avenue,Front Royal,Virginia (VA),22630,(540) 635-6181,http://frontroyalpregnancy.org/,,http://www.facebook.com/FrontRoyalPregnancyCenter/,http://yelp.com/biz/front-royal-pregnancy-center-front-royal
AVA Care,833 M.L.K. Jr Way,Harrisonburg,Virginia (VA),22801,(540) 434-7528,http://avacareforyou.org,,,
AVA Care of Harrisonburg,"833 Martin Luther King, Jr. Way",Harrisonburg,Virginia (VA),22801,,https://avacareforyou.org/,"https://www.google.com/maps/place/AVA+Care+of+Harrisonburg/@38.4406861,-78.8564825,15z/data=!4m5!3m4!1s0x0:0xfd2fa1337a762d56!8m2!3d38.4406861!4d-78.8564825",(540) 434-7528,
A Woman's Choice,"102 Elden St., Suite 14",Herndon,Virginia (VA),20170,,http://www.awomanschoicecenter.com/,"https://www.google.com/maps?ll=38.966762,-77.366403&z=15&t=m&hl=en-US&gl=US&mapclient=embed&cid=16848824902559428010",,
Mosaic Virginia,"19415 Deerfield Ave, #109",Lansdowne,Virginia (VA),20176,,https://mosaic-virginia.org/,"https://www.google.com/maps/place/Mosaic+Virginia%C2%AE/@39.08721,-77.478319,15z/data=!4m14!1m8!3m7!1s0x89b63c70f30f20a3:0xb6ff7ee724ab5613!2s19415+Deerfield+Ave+STE+109,+Leesburg,+VA+20176!3b1!8m2!3d39.0872099!4d-77.4783195!10e3!3m4!1s0x89b63c7340726e8f:0x8382dd090ea49193!8m2!3d39.079476!4d-77.4774522?hl=en",https://www.facebook.com/mosaicvirginia,
Birthright of Loudon County,16 Royal St. SE,Leesburg,Virginia (VA),20175,(703) 539-2575,http://www.birthrightofloudoun.com/,"https://www.google.com/maps/place/Birthright+of+Loudoun/@39.1134169,-77.564248,15z/data=!4m2!3m1!1s0x0:0xc9cb8dbaed8b8f0?sa=X&ved=2ahUKEwjEyf-c54_kAhUC01kKHd1NDnsQ_BIwCnoECAoQCA",https://www.facebook.com/pages/Birthright/146548612057076,
ComfortCare Women's Health - Lexington,631 Waddell St,Lexington,Virginia (VA),24450,,https://ccwomenshealth.org/ and https://www.supportcc.org/,"https://www.google.com/maps/place/ComfortCare+Women's+Health/@37.7726865,-79.448576,17z/data=!3m1!4b1!4m5!3m4!1s0x884ccb936a6adf47:0x8aed2abbf6223e5!8m2!3d37.7726823!4d-79.4463873",,
The Life Center of Page Valley,21 N Deford Ave,Luray,Virginia (VA),22835,,https://www.lifecenterpageco.org/,"https://www.google.com/maps/place/Life+Center+of+Page+Valley/@38.6663972,-78.4555213,15z/data=!4m2!3m1!1s0x0:0xa9badf4dbced755c?sa=X&ved=2ahUKEwjx2s2FyovwAhXXFFkFHUerBJAQ_BIwCnoECBgQBQ",https://www.facebook.com/The-Life-Center-116349025141310/,https://www.yelp.com/biz/the-life-center-of-page-valley-luray
Blue Ridge Pregnancy Center,3701 Old Forrest Rd,Lynchburg,Virginia (VA),24501,,http://blueridgepc.org/,"https://www.google.com/maps/place/Blue+Ridge+Pregnancy+Center/@37.4173452,-79.1746274,15z/data=!4m5!3m4!1s0x0:0xe5888b5547008761!8m2!3d37.4173452!4d-79.1746274",,
First Care Women's Health,8691 Stonewall Rd Suite B,Manassas,Virginia (VA),20110,,"www.empowered2choose.org, www.voice4life.org, https://firstcarewomen.com/","https://www.google.com/maps/place/First+Care+Women's+Health/@38.7672127,-77.4792495,15z/data=!4m5!3m4!1s0x0:0x466020f987e2b649!8m2!3d38.7672127!4d-77.4792495",,
Abba Care Center,319 South Raleigh Street,Martinsburg,Virginia (VA),22601,,https://abbacare.org/martinsburg,"https://www.google.com/maps/place/AbbaCare/@39.4552307,-77.9696936,15z/data=!4m5!3m4!1s0x0:0x5e89ca5698024127!8m2!3d39.4552307!4d-77.9696936",,
"Pregnancy Care Center of Martinsville and Henry County, Inc.","314 Fairy St. Extension, Suite E",Martinsville,Virginia (VA),24112,,https://pregcc.com/,"https://www.google.com/maps/place/Pregnancy+Care+Center+of+MHC,+Inc./@36.6930228,-79.8592069,15z/data=!4m5!3m4!1s0x0:0xfca77d2a2c44ac33!8m2!3d36.6930228!4d-79.8592069",,
Alcove Health Women's Clinic,"11747 Jefferson Avenue, Suite 3H",Newport News,Virginia (VA),23606,,https://alcovehealth.org/ and https://cnpeninsula.org/,"https://www.google.com/maps/place/Alcove+Health/@37.082815,-76.481401,15z/data=!4m5!3m4!1s0x0:0xef67f300ced35e36!8m2!3d37.0828148!4d-76.481401?hl=en-US",,
Birthright of Norfolk,401 Granby St Unit 201,Norfolk,Virginia (VA),23504,,,"https://www.google.com/maps/place/Birthright+of+Norfolk/@36.8991947,-76.281844,15z/data=!4m5!3m4!1s0x0:0xc0ae04e8b8120b95!8m2!3d36.8991947!4d-76.281844",https://www.facebook.com/pages/Birthright/159671990722044,https://www.yelp.com/biz/birthright-norfolk
The Keim Center of Norfolk,2121 Colonial Avenue,Norfolk,Virginia (VA),23517,,https://keimcenters.com/,"https://www.google.com/maps/place/The+Keim+Centers/@36.8697142,-76.2919132,15z/data=!4m5!3m4!1s0x0:0x41251940fd46e990!8m2!3d36.8697142!4d-76.2919132",,
Women's Pregnancy Support (Accomack-Northampton Pregnancy Center),26064 Onley Road,Onley,Virginia (VA),23418,,https://womenspregnancysupport.org/,"https://www.google.com/maps/place/Accomack-Northampton+Pregnancy+Center,+Inc./@37.687148,-75.721775,15z/data=!4m5!3m4!1s0x0:0xa53c0b83eddeff64!8m2!3d37.687148!4d-75.721775",,
Thrive Central VA - Orange Free Clinic – ThriVe Pop Up,101 C Woodmark St.,Orange,Virginia (VA),22960,,https://thrivecentralva.org/,"https://www.google.com/maps/place/Orange+County+Free+Clinic/@38.2516242,-78.1127147,15z/data=!4m2!3m1!1s0x0:0x763e74ea4f371c36?sa=X&ved=2ahUKEwiS76jA74rwAhUDZd8KHdLODZwQ_BIwFHoECCQQBQ",https://www.facebook.com/ThriVeCVA/,
Pregnancy Support Center of the Tri-Cities,"700 S Sycamore St., Ste 12",Petersburg,Virginia (VA),23803,,https://www.pregnancytricities.org/,"https://www.google.com/maps/place/Pregnancy+Support+Center+Of+The+Tri-Cities,+Inc/@37.2174777,-77.4000399,15z/data=!4m2!3m1!1s0x0:0x6e5023e843391227?sa=X&ved=2ahUKEwimzv2kmIvwAhWTiuAKHccPDQkQ_BIwEnoECCcQBQ",,
The Keim Center of Portsmouth,4224 Portsmouth Blvd,Portsmouth,Virginia (VA),23701,,https://keimcenters.com/,"https://www.google.com/maps/place/The+Keim+Centers/@36.8157265,-76.3594894,17z/data=!3m1!4b1!4m5!3m4!1s0x89baa22f48687b33:0x310e7ab8ea26d919!8m2!3d36.8157222!4d-76.3573007",,
Bethany Christian Services - Richmond,1510 Willow Lawn Dr Unit 203,Richmond,Virginia (VA),23230,,https://impregnant.org/ /// https://bethany.org/locations/us/virginia/richmond,"https://www.google.com/maps/place/Bethany+Christian+Services/@37.6014393,-77.5490369,15z/data=!4m5!3m4!1s0x0:0x5848b91d799e00f8!8m2!3d37.6014393!4d-77.5490369",https://www.facebook.com/bethanyfans,
East End Pregnancy Center,4705 Nine Mile Rd,Richmond,Virginia (VA),23223,,https://www.eastendpreg.org/,"https://www.google.com/maps/place/East+End+Pregnancy+Center/@37.5419461,-77.3711853,15z/data=!4m5!3m4!1s0x0:0x4a632820364cc2af!8m2!3d37.5419461!4d-77.3711853",,
Pregnancy Resource Center of Metro Richmond - Midlothian Turnpike,5501 Midlothian Turnpike,Richmond,Virginia (VA),23225,,https://www.prcrichmond.org/ and https://www.friendsofprcrichmond.org/,"https://www.google.com/maps/place/Pregnancy+Resource+Center+of+Metro+Richmond/@37.5809965,-77.5005693,15z/data=!4m2!3m1!1s0x0:0x4d7697d70302b0b4?sa=X&ved=2ahUKEwjkztKljIvwAhWpl-AKHe_iDGUQ_BIwEnoECC4QBQ",,
Pregnancy Resource Center of Metro Richmond - Willow Lawn,"1510 Willow Lawn Drive, Suite 200",Richmond,Virginia (VA),23230,,https://www.prcrichmond.org/ and https://www.friendsofprcrichmond.org/,"https://www.google.com/maps/place/Pregnancy+Resource+Center+of+Metro+Richmond/@37.5809965,-77.5005693,15z/data=!4m2!3m1!1s0x0:0x4d7697d70302b0b4?sa=X&ved=2ahUKEwjkztKljIvwAhWpl-AKHe_iDGUQ_BIwEnoECC4QBQ",,
Blue Ridge Women's Center,5034 Williamson Rd NW,Roanoke,Virginia (VA),24012,(540) 362-4357,https://www.blueridgewoman.org/,"https://www.google.com/maps/place/Blue+Ridge+Women's+Center/@37.3186747,-79.9556123,15z/data=!4m5!3m4!1s0x0:0x167d0417bbe54425!8m2!3d37.3186747!4d-79.9556123",http://www.facebook.com/BlueRidgeWomensCenter/,https://www.yelp.com/biz/blue-ridge-women-center-rocky-mount
ComfortCare Women’s Health,1020 N Augusta St,Staunton,Virginia (VA),22401,(540) 885-6261,http://ccwomenshealth.org/,,,
The Keim Center of Suffolk,302 N Main St,Suffolk,Virginia (VA),23434,,https://keimcenters.com/,"https://www.google.com/maps/place/The+Keim+Centers/@36.7323434,-76.5836783,17z/data=!3m1!4b1!4m5!3m4!1s0x89b00f118f959aed:0xb3a3f7d9f98966ed!8m2!3d36.7323391!4d-76.5814896",,
Bethany Christian Services - Virginia Beach,"287 Independence Blvd, Ste 241",Virginia Beach,Virginia (VA),23462,,https://impregnant.org/,"https://www.google.com/maps/place/Bethany+Christian+Services/@36.8450559,-76.1384056,15z/data=!4m2!3m1!1s0x0:0x94cf218e9bad952a?sa=X&ved=2ahUKEwiQgcnXu4_tAhXJQTABHfGJAPMQ_BIwE3oECCUQAw",https://www.facebook.com/bethanyfans,
The Keim Center of Virginia Beach,"4356 Bonney Rd, Building 1, Suite #103",Virginia Beach,Virginia (VA),23452,,https://keimcenters.com/,"https://www.google.com/maps/place/The+Keim+Centers/@36.8372502,-76.1272531,17z/data=!3m1!4b1!4m5!3m4!1s0x89baeacbfa202c2f:0xd17926c672defaaf!8m2!3d36.8372459!4d-76.1250644",http://www.facebook.com/thekeimcentervabeach/,http://www.yelp.com/biz/the-keim-center-virginia-beach?osq=The+Keim+Center
Warrenton Pregnancy Center,"400 Holiday Ct, STE 101",Warrenton,Virginia (VA),20186,,https://www.warrentonpregnancycenter.org/,"https://www.google.com/maps/place/Warrenton+Women's+Counseling+Center/@38.7122889,-77.7932567,15z/data=!4m5!3m4!1s0x0:0x3fd315bbed472ef2!8m2!3d38.7122889!4d-77.7932567",,
ComfortCare Women’s Clinic,1305 13th st,Waynesboro,Virginia (VA),22980,(540) 885-6261,http://ccwomenshealth.org/,"https://www.google.com/maps/place/ComfortCare+Women's+Health/@38.0688048,-78.9044173,17z/data=!3m1!4b1!4m5!3m4!1s0x89b363bec997b187:0x9cd22f6edad675cb!8m2!3d38.0688006!4d-78.9022286",,
Hope Pregnancy Care Center,10 Harrison Avenue,Williamsburg,Virginia (VA),23185,,https://www.hopewilliamsburg.org/,"https://www.google.com/maps/place/HOPE+Pregnancy+Care+Center/@37.2517874,-76.7372366,15z/data=!4m5!3m4!1s0x0:0x115042672f3644d8!8m2!3d37.2517874!4d-76.7372366",,"Pregnancy Tests, Ultrasound (Onsite)"
Abba Care Center,200 Weems Lane #3606,Winchester,Virginia (VA),22601,(540) 665-9660,https://abbacare.org/,"https://www.google.com/maps/place/AbbaCare/@39.161813,-78.179348,15z/data=!4m5!3m4!1s0x0:0xe1fe1f50196f843a!8m2!3d39.161813!4d-78.179348",http://m.facebook.com/abbacarecenter/,
Birthright of Woodbridge,4207 Dale Boulevard,Woodbridge,Virginia (VA),22193,,https://www.birthrightofwoodbridge.org/,"https://www.google.com/maps/place/Birthright+of+Woodbridge,+Virginia/@38.6439105,-77.3378479,15z/data=!4m2!3m1!1s0x0:0xef0fd4d3fd7d3bfd?sa=X&ved=2ahUKEwi3n9ue2o_kAhWhzlkKHTBGAXwQ_BIwCnoECAsQCA",,
First Care Women's Health,13198 Centerpoint Way,Woodbridge,Virginia (VA),22193,,"www.empowered2choose.org, www.voice4life.org, https://firstcarewomen.com/","https://www.google.com/maps/place/First+Care+Women's+Health/@38.6669572,-77.3359017,17z/data=!3m1!4b1!4m5!3m4!1s0x89b6566bc634b42b:0x86aed5fb2c261559!8m2!3d38.666953!4d-77.333713",,
AbbaCare,200 Weems Ln #3606,Winchester,Virginia (VA),22601,(540) 665-9660,abbacare.org,,,
Valley Womens Clinic,1016 Fairfax ST ,Radford,Virginia (VA),24141,(540) 838-2138,https://www.valleywomensclinic.org/,"https://www.google.com/maps/place/Valley+Women's+Clinic+-+Radford/@37.1368801,-80.623893,12z/data=!4m9!1m2!2m1!1sValley+Women's+Clinic+-+Radford!3m5!1s0x884dee863712bde7:0x6ef3b4635c0aa190!8m2!3d37.1368801!4d-80.5538552!15sCh9WYWxsZXkgV29tZW4ncyBDbGluaWMgLSBSYWRmb3JkWj4KHXZhbGxleSB3b21lbidzIGNsaW5pYyByYWRmb3JkIh12YWxsZXkgd29tZW4ncyBjbGluaWMgcmFkZm9yZJIBHG9ic3RldHJpY3NfZ3luZWNvbG9neV9jbGluaWM",https://www.facebook.com/valleywomensclinic/,https://www.yelp.com/biz/valley-womens-clinic-radford
Life Spring Central Virginia,1416 Greenbrier,Charlottesville,Virginia (VA),22901,(434) 252-3547,thrivecentralvirginia.org,,https://www.facebook.com/LifeSpringVA,
Life Spring Virginia,618 Forest St. Unit C,Charlottesville,Virginia (VA),22903,(434) 885-0183,thrivecentralva.org,"https://www.google.com/maps/place/ThriVe%C2%AE+Women's+Healthcare+of+Central+Virginia/@38.036664,-78.486871,16z/data=!4m14!1m8!3m7!1s0x89b38631d4aa2f31:0x84695d694af7e35b!2s618+Forest+St,+Charlottesville,+VA+22903!3b1!8m2!3d38.0366641!4d-78.486871!10e3!3m4!1s0x89b38624c9288645:0xf6006e8c323dd952!8m2!3d38.0366641!4d-78.486871?hl=en",https://www.facebook.com/LifeSpringVA,
Life Spring Virginia,18484 Crossroad Parkway,Culpeper,Virginia (VA),22701,(540) 217-3335,thrivecentralva.org,"https://www.google.com/maps/place/ThriVe%C2%AE+Women's+Healthcare+of+Central+Virginia/@38.444279,-78.004362,16z/data=!4m13!1m7!3m6!1s0x89b4214f6c588391:0x3e00054f45d57796!2s18484+Crossroad+Pkwy,+Culpeper,+VA+22701!3b1!8m2!3d38.4442787!4d-78.0043625!3m4!1s0x89b426ad29caa7bf:0xd1358b1e561d0203!8m2!3d38.4442787!4d-78.0043625?hl=en",https://www.facebook.com/LifeSpringVA,https://www.yelp.com/biz/thrive-women-s-healthcare-of-central-virginia-charlottesville?osq=Thrive+Clinic
Samantha Marie Biffle,4705 Nine Mile ,Richmond,Virginia (VA),23223,(804) 564-5852,https://www.eastendpreg.org/,,,
