,token,Total0,Total1,Total2,Total3,Total4,Total5,Total6,Total7
41,abdominal,1.0,0.0,2.0,0.0,0.0,0.0,0.0,2.0
42,ability,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
43,able,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
44,abortion,250.0,8.0,109.0,0.0,173.0,0.0,0.0,109.0
45,abortionalthough,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
46,abortionhow,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
47,abortioninfo,0.0,0.0,2.0,0.0,0.0,0.0,0.0,2.0
48,abortioninformation,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
49,abortions,8.0,1.0,2.0,0.0,8.0,0.0,0.0,2.0
50,abortionsif,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
51,abortionslearn,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
52,abortionsthe,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
53,abortionsvacuum,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
54,abortionswe,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
55,abortionwe,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
56,about,81.0,4.0,79.0,11.0,61.0,0.0,0.0,79.0
57,absolute,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
58,acc,0.0,0.0,19.0,0.0,0.0,0.0,0.0,19.0
59,accept,0.0,0.0,2.0,4.0,0.0,0.0,0.0,2.0
60,acceptable,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
61,accepted,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
62,access,1.0,1.0,7.0,11.0,5.0,0.0,0.0,7.0
63,accessibility,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
64,accessible,0.0,0.0,2.0,0.0,0.0,0.0,0.0,2.0
65,accessing,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0
66,accordance,3.0,0.0,1.0,2.0,4.0,0.0,0.0,1.0
67,accordian,0.0,0.0,18.0,0.0,0.0,0.0,0.0,18.0
68,according,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
69,accordingly,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
70,account,168.0,0.0,7.0,0.0,0.0,0.0,0.0,7.0
71,accountability,0.0,0.0,2.0,0.0,0.0,0.0,0.0,2.0
72,accountenglish,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
73,accounts,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
74,accurate,7.0,0.0,4.0,1.0,28.0,0.0,0.0,4.0
75,accurately,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
76,acerca,0.0,0.0,0.0,20.0,0.0,0.0,0.0,0.0
77,across,0.0,0.0,1.0,4.0,0.0,0.0,0.0,1.0
78,act,0.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0
79,action,29.0,0.0,1.0,4.0,24.0,0.0,0.0,1.0
80,activate,0.0,0.0,37.0,0.0,0.0,0.0,0.0,37.0
81,active,2.0,0.0,22.0,1.0,0.0,0.0,0.0,22.0
82,activities,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0
83,activity,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
84,actual,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
85,actually,2.0,0.0,3.0,1.0,3.0,0.0,0.0,3.0
86,adcreate,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0
87,add,1.0,0.0,2.0,3.0,2.0,0.0,0.0,2.0
88,addbreadcrumb,28.0,0.0,0.0,0.0,22.0,0.0,0.0,0.0
89,added,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0
90,adding,0.0,0.0,19.0,0.0,0.0,0.0,0.0,19.0
91,additional,29.0,1.0,3.0,2.0,23.0,0.0,0.0,3.0
92,address,1.0,0.0,2.0,6.0,1.0,0.0,0.0,2.0
93,addressed,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
94,administered,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0
95,adoption,5.0,1.0,26.0,3.0,10.0,0.0,0.0,26.0
96,adoptioninformation,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
97,adoptions,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
98,adoptionsconsidering,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
99,ads,0.0,2.0,0.0,4.0,0.0,0.0,0.0,0.0
100,adsocial,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
101,advanced,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0
102,advances,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
103,advertise,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
104,advertising,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
105,advice,1.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0
106,advised,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
107,advocate,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
108,advocates,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
109,affect,0.0,0.0,2.0,1.0,0.0,0.0,0.0,2.0
110,affected,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
111,africa,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0
112,african,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
113,africasouth,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
114,after,22.0,1.0,9.0,32.0,17.0,0.0,0.0,9.0
115,again,0.0,0.0,1.0,3.0,0.0,0.0,0.0,1.0
116,against,1.0,0.0,0.0,4.0,1.0,0.0,0.0,0.0
117,age,3.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0
118,agencies,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
119,agent,1.0,0.0,1.0,2.0,0.0,0.0,0.0,1.0
120,agenteckert,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
121,ages,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
122,aggregated,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
123,ago,1.0,0.0,0.0,34.0,0.0,0.0,0.0,0.0
124,agree,0.0,0.0,2.0,3.0,0.0,0.0,0.0,2.0
125,agreeing,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0
126,agreement,0.0,0.0,1.0,2.0,0.0,0.0,0.0,1.0
127,agreements,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
128,algunos,0.0,0.0,0.0,20.0,0.0,0.0,0.0,0.0
129,alive,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0
130,all,176.0,11.0,59.0,81.0,161.0,0.0,0.0,59.0
131,allegedly,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0
132,allergy,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0
133,allow,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
134,allowin,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
135,allows,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
136,alone,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
137,alonewe,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
138,along,15.0,0.0,15.0,4.0,24.0,0.0,0.0,15.0
139,alongside,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
140,already,32.0,1.0,0.0,0.0,25.0,0.0,0.0,0.0
141,also,39.0,0.0,4.0,17.0,31.0,0.0,0.0,4.0
142,alternative,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
143,although,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
144,alumnx,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
145,always,2.0,0.0,5.0,17.0,3.0,0.0,0.0,5.0
146,amazonsmile,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
147,american,0.0,0.0,2.0,2.0,0.0,0.0,0.0,2.0
148,amount,0.0,0.0,11.0,0.0,3.0,0.0,0.0,11.0
149,amountminimum,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
150,amountpercentage,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0
151,amounts,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
152,anal,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
153,animations,0.0,0.0,18.0,0.0,0.0,0.0,0.0,18.0
154,anniversary,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
155,announcements,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0
156,annual,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0
157,anonymous,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
158,another,3.0,0.0,2.0,2.0,0.0,0.0,0.0,2.0
159,answer,8.0,0.0,5.0,1.0,6.0,0.0,0.0,5.0
160,answers,6.0,1.0,3.0,0.0,7.0,0.0,0.0,3.0
161,answersknowing,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
162,antibiotic,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
163,anticipated,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
164,antillesnew,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
165,anxious,0.0,1.0,0.0,2.0,1.0,0.0,0.0,0.0
166,any,134.0,1.0,15.0,71.0,108.0,0.0,0.0,15.0
167,anyone,7.0,0.0,2.0,14.0,1.0,0.0,0.0,2.0
168,anything,2.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
169,anytime,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
170,anywhere,1.0,0.0,1.0,0.0,2.0,0.0,0.0,1.0
171,apikey,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0
172,applicable,3.0,0.0,0.0,2.0,4.0,0.0,0.0,0.0
173,apply,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0
174,appoinmentsthe,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
175,appointment,17.0,0.0,52.0,0.0,65.0,0.0,0.0,52.0
176,appointmentall,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0
177,appointmentbook,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
178,appointmentcentral,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
179,appointmentemergency,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
180,appointmentfridayby,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
181,appointmentno,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
182,appointmentour,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
183,appointmentparenting,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
184,appointmentpregnancy,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
185,appointments,2.0,0.0,5.0,0.0,1.0,0.0,0.0,5.0
186,appointmentsame,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
187,appointmentsaturdayby,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
188,appointmentsthe,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0
189,appointmentthree,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
190,appointmentthursdayby,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
191,appointmenttuesdayby,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
192,appointmentwednesdayby,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
193,appropriate,1.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0
194,approve,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
195,approved,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
196,approximate,2.0,0.0,2.0,0.0,2.0,0.0,0.0,2.0
197,approximately,2.0,0.0,4.0,0.0,2.0,0.0,0.0,4.0
198,april,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
199,arab,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
200,arbitrary,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
201,arc,0.0,0.0,2.0,0.0,0.0,0.0,0.0,2.0
202,archheight,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
203,area,113.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
204,areas,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0
205,aren’t,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0
206,arg,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
207,args,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
208,arising,28.0,0.0,0.0,2.0,22.0,0.0,0.0,0.0
209,armond,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0
210,around,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
211,arrange,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
212,arrangements,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
213,arrno,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
214,arrow,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0
215,arrwithtrailingcomma,28.0,0.0,0.0,0.0,22.0,0.0,0.0,0.0
216,articles,1.0,0.0,2.0,0.0,1.0,0.0,0.0,2.0
217,arts,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
218,ask,1.0,0.0,2.0,0.0,1.0,0.0,0.0,2.0
219,asked,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
220,asking,2.0,0.0,3.0,0.0,2.0,0.0,0.0,3.0
221,aspire,0.0,0.0,16.0,0.0,0.0,0.0,0.0,16.0
222,aspirenow,0.0,0.0,40.0,0.0,0.0,0.0,0.0,40.0
223,assigning,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
224,assignment,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
225,assist,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
226,assistance,1.0,0.0,1.0,4.0,1.0,0.0,0.0,1.0
227,assistancepregnancy,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
228,associated,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
229,astra,0.0,0.0,0.0,31.0,0.0,0.0,0.0,0.0
230,async,28.0,0.0,0.0,0.0,22.0,0.0,0.0,0.0
231,attacks,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
232,attempt,1.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0
233,attend,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
234,attending,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
235,attention,1.0,0.0,1.0,0.0,2.0,0.0,0.0,1.0
236,attribute,0.0,0.0,1.0,27.0,0.0,0.0,0.0,1.0
237,audio,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
238,audit,0.0,0.0,2.0,0.0,0.0,0.0,0.0,2.0
239,august,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
240,authenticated,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
241,author,56.0,0.0,0.0,1.0,44.0,0.0,0.0,0.0
242,authority,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
243,authorizations,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
244,authorize,0.0,0.0,2.0,0.0,0.0,0.0,0.0,2.0
245,authorized,0.0,0.0,1.0,3.0,0.0,0.0,0.0,1.0
246,authors,28.0,0.0,0.0,0.0,22.0,0.0,0.0,0.0
247,auto,10.0,0.0,154.0,1.0,5.0,0.0,0.0,154.0
248,automated,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
249,autoplay,0.0,0.0,2.0,3.0,0.0,0.0,0.0,2.0
250,autopopulate,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
251,availability,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
252,available,37.0,2.0,25.0,30.0,6.0,0.0,0.0,25.0
253,avatar,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0
254,avoid,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
255,avoidancecondoms,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
256,await,28.0,0.0,0.0,0.0,22.0,0.0,0.0,0.0
257,awareness,0.0,0.0,2.0,0.0,0.0,0.0,0.0,2.0
258,away,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0
259,baby,2.0,1.0,1.0,8.0,3.0,0.0,0.0,1.0
260,back,0.0,9.0,3.0,0.0,4.0,0.0,0.0,3.0
261,backspace,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
262,backspacing,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
263,bacteria,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
264,bank,0.0,0.0,6.0,0.0,0.0,0.0,0.0,6.0
265,barimah,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0
266,barrier,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
267,based,2.0,0.0,2.0,0.0,2.0,0.0,0.0,2.0
268,became,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0
269,because,3.0,0.0,6.0,31.0,3.0,0.0,0.0,6.0
270,become,4.0,0.0,1.0,1.0,2.0,0.0,0.0,1.0
271,becoming,0.0,0.0,6.0,0.0,0.0,0.0,0.0,6.0
272,been,5.0,2.0,2.0,8.0,2.0,0.0,0.0,2.0
273,before,11.0,0.0,32.0,0.0,11.0,0.0,0.0,32.0
274,began,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
275,beginnings,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
276,begins,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0
277,behalf,0.0,0.0,2.0,3.0,0.0,0.0,0.0,2.0
278,being,1.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0
279,belief,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
280,believe,29.0,0.0,2.0,2.0,23.0,0.0,0.0,2.0
281,below,0.0,0.0,5.0,2.0,0.0,0.0,0.0,5.0
282,benefit,2.0,0.0,1.0,1.0,2.0,0.0,0.0,1.0
283,benefits,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
284,bennington,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
285,best,4.0,0.0,1.0,3.0,1.0,0.0,0.0,1.0
286,better,0.0,0.0,1.0,1.0,2.0,0.0,0.0,1.0
287,between,2.0,0.0,41.0,1.0,5.0,0.0,0.0,41.0
288,beyond,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
289,beyondbook,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
290,big,0.0,0.0,2.0,0.0,1.0,0.0,0.0,2.0
291,billboard,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
292,billing,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
293,birth,5.0,0.0,2.0,0.0,5.0,0.0,0.0,2.0
294,birthright,0.0,0.0,0.0,388.0,0.0,0.0,0.0,0.0
295,birthrightinternational,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
296,birthright’s,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0
297,black,0.0,0.0,36.0,0.0,0.0,0.0,0.0,36.0
298,bleeding,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0
299,blind,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
300,block,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0
301,blocking,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
302,blockquote,6.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0
303,blog,1.0,1.0,40.0,0.0,1.0,0.0,0.0,40.0
304,blogging,0.0,3.0,0.0,5.0,0.0,0.0,0.0,0.0
305,bloggoogle,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
306,blood,0.0,0.0,2.0,0.0,2.0,0.0,0.0,2.0
307,board,2.0,0.0,1.0,5.0,2.0,0.0,0.0,1.0
308,body,3.0,1.0,39.0,0.0,3.0,0.0,0.0,39.0
309,body',0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0
310,bodycacheable,28.0,0.0,0.0,0.0,22.0,0.0,0.0,0.0
311,bold,56.0,0.0,0.0,0.0,165.0,0.0,0.0,0.0
312,bonus,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
313,book,2.0,0.0,6.0,0.0,2.0,0.0,0.0,6.0
314,booked,0.0,0.0,2.0,0.0,0.0,0.0,0.0,2.0
315,booking,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
316,border,10.0,0.0,0.0,257.0,12.0,0.0,0.0,0.0
317,both,5.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0
318,bother,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
319,bottle,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
320,bottom,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
321,bounceindown,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0
322,bounceoutup,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0
323,box,28.0,0.0,3.0,0.0,1.0,0.0,0.0,3.0
324,boxes,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
325,breach,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0
326,breached,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
327,breaches,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
328,break,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
329,bridge,0.0,0.0,2.0,0.0,0.0,0.0,0.0,2.0
330,bring,5.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0
331,bringing,0.0,0.0,3.0,1.0,0.0,0.0,0.0,3.0
332,broken,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
333,browse,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
334,browser,1.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0
335,browsers,28.0,0.0,0.0,0.0,22.0,0.0,0.0,0.0
336,bsd,28.0,0.0,0.0,0.0,22.0,0.0,0.0,0.0
337,btn,0.0,0.0,2.0,0.0,0.0,0.0,0.0,2.0
338,budget,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0
339,buen,0.0,0.0,0.0,20.0,0.0,0.0,0.0,0.0
340,bug,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
341,build,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
342,burlington,0.0,0.0,0.0,11.0,0.0,0.0,0.0,0.0
343,burning,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
344,bus,0.0,0.0,5.0,1.0,0.0,0.0,0.0,5.0
345,business,1.0,0.0,3.0,4.0,0.0,0.0,0.0,3.0
346,busy,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
347,but,15.0,1.0,7.0,1.0,14.0,0.0,0.0,7.0
348,button,8.0,0.0,26.0,1.0,6.0,0.0,0.0,26.0
349,buttons,0.0,0.0,18.0,0.0,0.0,0.0,0.0,18.0
350,buy,2.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0
351,bypass,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0
352,búsqueda,0.0,0.0,0.0,20.0,0.0,0.0,0.0,0.0
353,caching,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
354,caicos,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
355,calculate,6.0,0.0,10.0,0.0,6.0,0.0,0.0,10.0
356,calculating,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0
357,calculator,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0
358,calculators,1.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0
359,caledonianew,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
360,calendar,0.0,0.0,20.0,0.0,0.0,0.0,0.0,20.0
361,calendars,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
362,call,4.0,6.0,1.0,13.0,9.0,0.0,0.0,1.0
363,calle,0.0,0.0,0.0,40.0,0.0,0.0,0.0,0.0
364,calling,0.0,0.0,1.0,2.0,0.0,0.0,0.0,1.0
365,calls,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
