,token,Total0,Total1,Total2,Total3,Total4,Total5
209,bans,0.0,0.0,15.0,15.0,0.0,15.0
210,basados,0.0,0.0,2.0,2.0,0.0,2.0
211,based,0.0,0.0,2.0,2.0,0.0,2.0
212,basic,0.0,0.0,4.0,4.0,0.0,4.0
213,basics,0.0,0.0,0.0,0.0,1.0,0.0
214,basta,0.0,0.0,1.0,1.0,0.0,1.0
215,bccbid,0.0,0.0,0.0,4.0,0.0,0.0
216,bcload,0.0,0.0,0.0,1.0,0.0,0.0
217,beautiful,0.0,0.0,0.0,0.0,1.0,0.0
218,beautifully,0.0,0.0,0.0,0.0,1.0,0.0
219,because,0.0,0.0,1.0,1.0,2.0,1.0
220,become,0.0,0.0,3.0,3.0,0.0,3.0
221,becomes,0.0,0.0,2.0,2.0,0.0,2.0
222,been,0.0,0.0,4.0,5.0,0.0,4.0
223,before,0.0,0.0,4.0,4.0,2.0,4.0
224,begin,0.0,0.0,0.0,0.0,2.0,0.0
225,being,0.0,0.0,2.0,2.0,0.0,2.0
226,believe,0.0,0.0,0.0,0.0,1.0,0.0
227,below,0.0,0.0,3.0,3.0,0.0,3.0
228,benefits,0.0,0.0,1.0,2.0,0.0,1.0
229,best,0.0,0.0,2.0,3.0,5.0,2.0
230,better,0.0,0.0,0.0,3.0,0.0,0.0
231,between,0.0,0.0,1.0,1.0,1.0,1.0
232,bill,0.0,0.0,1.0,1.0,0.0,1.0
233,bills,0.0,0.0,1.0,1.0,0.0,1.0
234,bind,0.0,0.0,1.0,1.0,0.0,1.0
235,bio,0.0,0.0,0.0,0.0,3.0,0.0
236,birth,0.0,0.0,30.0,31.0,0.0,32.0
237,black,0.0,0.0,1.0,1.0,0.0,1.0
238,block,0.0,0.0,5.0,5.0,0.0,5.0
239,blog,0.0,0.0,12.0,13.0,13.0,12.0
240,bloggers,0.0,0.0,0.0,0.0,1.0,0.0
241,blogs→,0.0,0.0,0.0,0.0,2.0,0.0
242,blog→,0.0,0.0,0.0,0.0,1.0,0.0
243,blue,0.0,0.0,0.0,5.0,0.0,0.0
244,blur,0.0,0.0,1.0,1.0,0.0,1.0
245,board,0.0,0.0,0.0,1.0,0.0,0.0
246,bodies,0.0,0.0,12.0,12.0,0.0,12.0
247,body,0.0,0.0,2.0,2.0,0.0,2.0
248,bodycacheable,0.0,0.0,0.0,1.0,0.0,0.0
249,bogus,0.0,0.0,1.0,1.0,0.0,1.0
250,bold,0.0,0.0,0.0,1.0,0.0,0.0
251,boldchat,0.0,0.0,0.0,10.0,0.0,0.0
252,boldchatevent,0.0,0.0,0.0,1.0,0.0,0.0
253,boldchatintervalid,0.0,0.0,0.0,1.0,0.0,0.0
254,boldchatlinks,0.0,0.0,0.0,1.0,0.0,0.0
255,boldchattimeoutid,0.0,0.0,0.0,1.0,0.0,0.0
256,boldchatwrapper,0.0,0.0,0.0,1.0,0.0,0.0
257,book,0.0,0.0,7.0,10.0,1.0,7.0
258,booking,0.0,0.0,0.0,0.0,1.0,0.0
259,both,0.0,0.0,3.0,3.0,1.0,3.0
260,bothinfo,0.0,0.0,1.0,1.0,0.0,1.0
261,bottom,0.0,0.0,1.0,1.0,0.0,1.0
262,bowien,0.0,0.0,0.0,0.0,1.0,0.0
263,box,0.0,0.0,2.0,2.0,0.0,2.0
264,brand,0.0,0.0,1.0,1.0,8.0,1.0
265,breaking,0.0,0.0,1.0,1.0,0.0,1.0
266,bring,0.0,0.0,1.0,0.0,1.0,0.0
267,brings,0.0,0.0,2.0,2.0,0.0,2.0
268,browse,0.0,0.0,0.0,0.0,4.0,0.0
269,browser,0.0,0.0,1.0,1.0,0.0,1.0
270,browsers,0.0,0.0,0.0,1.0,0.0,0.0
271,brrch,0.0,0.0,0.0,0.0,1.0,0.0
272,bsd,0.0,0.0,0.0,1.0,0.0,0.0
273,bucket,0.0,0.0,1.0,1.0,0.0,1.0
274,budget,0.0,0.0,1.0,1.0,0.0,1.0
275,build,0.0,0.0,1.0,0.0,6.0,1.0
276,builder,0.0,0.0,0.0,0.0,9.0,0.0
277,building,0.0,0.0,0.0,0.0,9.0,0.0
278,business,0.0,0.0,0.0,0.0,8.0,0.0
279,businesses,0.0,0.0,0.0,0.0,1.0,0.0
280,business’s,0.0,0.0,0.0,0.0,1.0,0.0
281,but,0.0,0.0,2.0,2.0,2.0,1.0
282,button,0.0,0.0,9.0,11.0,0.0,9.0
283,buttons,0.0,0.0,4.0,4.0,0.0,4.0
284,buttonsubmit,0.0,0.0,4.0,3.0,0.0,4.0
285,buying,0.0,0.0,0.0,0.0,1.0,0.0
286,cada,0.0,0.0,2.0,2.0,0.0,2.0
287,call,0.0,0.0,20.0,21.0,0.0,20.0
288,campaigns,0.0,0.0,8.0,8.0,5.0,8.0
289,campaignsapplynational,0.0,0.0,1.0,1.0,0.0,1.0
290,campaignshybridpublic,0.0,0.0,1.0,1.0,0.0,1.0
291,campaignspublic,0.0,0.0,1.0,1.0,0.0,1.0
292,can,0.0,0.0,44.0,43.0,17.0,43.0
293,can't,0.0,0.0,1.0,1.0,0.0,1.0
294,cancel,0.0,0.0,0.0,1.0,0.0,0.0
295,cancer,0.0,0.0,5.0,4.0,0.0,5.0
296,candidates,0.0,0.0,1.0,2.0,0.0,1.0
297,cannot,0.0,0.0,2.0,2.0,0.0,2.0
298,can’t,0.0,0.0,1.0,1.0,0.0,1.0
299,captions,0.0,0.0,2.0,2.0,0.0,2.0
300,captureevent,0.0,0.0,0.0,1.0,0.0,0.0
301,captureexception,0.0,0.0,0.0,1.0,0.0,0.0
302,capturemessage,0.0,0.0,0.0,1.0,0.0,0.0
303,capuchón,0.0,0.0,2.0,2.0,0.0,2.0
304,card,0.0,0.0,9.0,9.0,3.0,9.0
305,cards,0.0,0.0,4.0,4.0,0.0,4.0
306,care,0.0,0.0,52.0,49.0,2.0,52.0
307,career,0.0,0.0,0.0,7.0,0.0,0.0
308,careers,0.0,0.0,0.0,5.0,1.0,0.0
309,caregiver's,0.0,0.0,1.0,1.0,0.0,1.0
310,careyou,0.0,0.0,0.0,1.0,0.0,0.0
311,caring,0.0,0.0,0.0,2.0,0.0,0.0
312,cart,0.0,0.0,11.0,11.0,0.0,11.0
313,case,0.0,0.0,4.0,5.0,2.0,4.0
314,cash,0.0,0.0,1.0,1.0,0.0,1.0
315,cat's,0.0,0.0,1.0,1.0,0.0,1.0
316,catch,0.0,0.0,2.0,2.0,0.0,2.0
317,categories,0.0,0.0,1.0,1.0,1.0,1.0
318,cctext,0.0,0.0,1.0,1.0,0.0,1.0
319,center,0.0,0.0,18.0,26.0,5.0,21.0
320,centered,0.0,0.0,1.0,1.0,0.0,1.0
321,centergroupsaboutcreate,0.0,0.0,1.0,1.0,0.0,1.0
322,centerprivacy,0.0,0.0,1.0,1.0,0.0,1.0
323,centers,0.0,0.0,3.0,6.0,0.0,3.0
324,center→,0.0,0.0,0.0,0.0,1.0,0.0
325,central,0.0,0.0,6.0,6.0,0.0,6.0
326,cesar,0.0,0.0,0.0,1.0,0.0,0.0
327,challenging,0.0,0.0,1.0,0.0,0.0,1.0
328,chan,0.0,0.0,0.0,1.0,0.0,0.0
329,change,0.0,0.0,10.0,11.0,0.0,10.0
330,changed,0.0,0.0,1.0,2.0,0.0,1.0
331,changes,0.0,0.0,1.0,1.0,0.0,1.0
332,channel,0.0,0.0,4.0,4.0,0.0,4.0
333,channels,0.0,0.0,0.0,0.0,1.0,0.0
334,charleston,0.0,0.0,15.0,0.0,0.0,0.0
335,chat,0.0,0.0,0.0,12.0,0.0,0.0
336,chatbot,0.0,0.0,3.0,3.0,0.0,3.0
337,chatbuttons,0.0,0.0,0.0,1.0,0.0,0.0
338,chavez,0.0,0.0,0.0,1.0,0.0,0.0
339,check,0.0,0.0,13.0,12.0,0.0,13.0
340,checkbox,0.0,0.0,10.0,10.0,0.0,10.0
341,checkboxes,0.0,0.0,5.0,5.0,0.0,5.0
342,checked,0.0,0.0,2.0,2.0,0.0,2.0
343,chief,0.0,0.0,12.0,12.0,0.0,12.0
344,childcare,0.0,0.0,3.0,0.0,0.0,0.0
345,children,0.0,0.0,2.0,1.0,0.0,0.0
346,chirp,0.0,0.0,1.0,1.0,0.0,1.0
347,choice,0.0,0.0,0.0,0.0,1.0,0.0
348,choicestermshelpcontact,0.0,0.0,1.0,1.0,0.0,1.0
349,choose,0.0,0.0,51.0,51.0,6.0,51.0
350,choosing,0.0,0.0,2.0,2.0,2.0,2.0
351,christmas,0.0,0.0,2.0,1.0,0.0,2.0
352,chunk,0.0,0.0,0.0,2.0,0.0,0.0
353,circle,0.0,0.0,8.0,8.0,1.0,8.0
354,city,0.0,0.0,4.0,3.0,0.0,4.0
355,class,0.0,0.0,4.0,9.0,0.0,4.0
356,classes,0.0,0.0,2.0,3.0,2.0,2.0
357,clean,0.0,0.0,3.0,3.0,0.0,3.0
358,cleanbadfirstname,0.0,0.0,1.0,1.0,0.0,1.0
359,cleanbadlastname,0.0,0.0,1.0,1.0,0.0,1.0
360,cleanbadword,0.0,0.0,1.0,1.0,0.0,1.0
361,clear,0.0,0.0,0.0,1.0,0.0,0.0
362,click,0.0,0.0,2.0,2.0,0.0,2.0
363,clicking,0.0,0.0,5.0,4.0,0.0,5.0
364,clicks,0.0,0.0,1.0,1.0,0.0,1.0
365,client,0.0,0.0,1.0,1.0,0.0,1.0
366,clientid,0.0,0.0,1.0,1.0,0.0,1.0
367,clients,0.0,0.0,0.0,0.0,2.0,0.0
368,clinic,0.0,0.0,5.0,5.0,0.0,5.0
369,clinical,0.0,0.0,0.0,1.0,0.0,0.0
370,clinician,0.0,0.0,1.0,2.0,0.0,0.0
371,clinicians,0.0,0.0,0.0,1.0,0.0,0.0
372,clock,0.0,0.0,0.0,0.0,1.0,0.0
373,close,0.0,0.0,1.0,1.0,2.0,1.0
374,closed,0.0,0.0,7.0,8.0,0.0,7.0
375,closely,0.0,0.0,1.0,1.0,0.0,1.0
376,cms,0.0,0.0,0.0,0.0,1.0,0.0
377,coast,0.0,0.0,3.0,3.0,0.0,3.0
378,code,0.0,0.0,18.0,18.0,0.0,18.0
379,coitus,0.0,0.0,2.0,2.0,0.0,2.0
380,collection,0.0,0.0,1.0,1.0,2.0,1.0
381,color,0.0,0.0,20.0,20.0,1.0,20.0
382,colorado,0.0,0.0,2.0,0.0,0.0,2.0
383,columbia,0.0,0.0,3.0,3.0,0.0,3.0
384,columns,0.0,0.0,0.0,0.0,1.0,0.0
385,come,0.0,0.0,5.0,5.0,1.0,5.0
386,comes,0.0,0.0,2.0,2.0,0.0,2.0
387,comfortable,0.0,0.0,0.0,0.0,1.0,0.0
388,coming,0.0,0.0,2.0,2.0,2.0,2.0
389,comments,0.0,0.0,2.0,2.0,0.0,2.0
390,commerce,0.0,0.0,0.0,0.0,3.0,0.0
391,commitment,0.0,0.0,1.0,1.0,0.0,1.0
392,committee,0.0,0.0,2.0,2.0,0.0,2.0
393,committees,0.0,0.0,1.0,1.0,0.0,1.0
394,common,0.0,0.0,1.0,1.0,1.0,1.0
395,communicationen,0.0,0.0,1.0,1.0,0.0,1.0
396,communications,0.0,0.0,3.0,3.0,1.0,3.0
397,communities,0.0,0.0,1.0,1.0,0.0,1.0
398,community,0.0,0.0,1.0,1.0,3.0,1.0
399,company,0.0,0.0,1.0,1.0,1.0,1.0
400,compare,0.0,0.0,1.0,1.0,0.0,1.0
401,complete,0.0,0.0,1.0,3.0,3.0,1.0
402,completed,0.0,0.0,0.0,0.0,1.0,0.0
403,compliance,0.0,0.0,1.0,1.0,0.0,1.0
404,component,0.0,0.0,0.0,1.0,0.0,0.0
405,componentlist,0.0,0.0,0.0,2.0,0.0,0.0
406,components,0.0,0.0,1.0,3.0,0.0,1.0
407,comprehensive,0.0,0.0,0.0,1.0,0.0,0.0
408,concerned,0.0,0.0,1.0,0.0,0.0,1.0
409,condolences,0.0,0.0,1.0,1.0,0.0,1.0
410,condom,0.0,0.0,7.0,7.0,0.0,7.0
411,condoms,0.0,0.0,1.0,1.0,0.0,1.0
412,condón,0.0,0.0,5.0,5.0,0.0,5.0
413,conferencesfinanceoffice,0.0,0.0,1.0,1.0,0.0,1.0
414,conferencesnyc,0.0,0.0,1.0,1.0,0.0,1.0
415,confidential,0.0,0.0,3.0,3.0,0.0,3.0
416,configurescope,0.0,0.0,0.0,1.0,0.0,0.0
417,confront,0.0,0.0,2.0,2.0,0.0,2.0
418,confuse,0.0,0.0,1.0,1.0,0.0,1.0
419,confusing,0.0,0.0,1.0,0.0,0.0,1.0
420,congressional,0.0,0.0,1.0,1.0,0.0,1.0
421,connect,0.0,0.0,1.0,2.0,2.0,1.0
422,connected,0.0,0.0,1.0,0.0,0.0,1.0
423,connecting,0.0,0.0,0.0,0.0,1.0,0.0
424,connection,0.0,0.0,3.0,4.0,0.0,3.0
425,consent,0.0,0.0,7.0,6.0,0.0,7.0
426,consequential,0.0,0.0,0.0,1.0,0.0,0.0
427,consider,0.0,0.0,1.0,1.0,0.0,1.0
428,consideration,0.0,0.0,2.0,2.0,0.0,2.0
429,console,0.0,0.0,0.0,2.0,1.0,0.0
430,const,0.0,0.0,13.0,13.0,10.0,13.0
431,constitute,0.0,0.0,1.0,1.0,0.0,1.0
432,constitutional,0.0,0.0,1.0,1.0,0.0,1.0
433,constructor,0.0,0.0,0.0,1.0,0.0,0.0
434,consultations,0.0,0.0,0.0,1.0,0.0,0.0
435,contact,0.0,0.0,26.0,27.0,4.0,26.0
436,contain,0.0,0.0,2.0,2.0,0.0,2.0
437,content,0.0,0.0,7.0,7.0,7.0,7.0
438,contentrect,0.0,0.0,0.0,1.0,0.0,0.0
439,contextmenu,0.0,0.0,1.0,1.0,0.0,1.0
440,continue,0.0,0.0,0.0,1.0,0.0,0.0
441,continuing,0.0,0.0,0.0,0.0,1.0,0.0
442,contraception,0.0,0.0,8.0,10.0,0.0,8.0
443,contracts,0.0,0.0,1.0,1.0,0.0,1.0
444,contribution,0.0,0.0,6.0,6.0,0.0,6.0
445,contributions,0.0,0.0,1.0,1.0,0.0,1.0
446,contributors,0.0,0.0,0.0,1.0,0.0,0.0
447,control,0.0,0.0,32.0,32.0,0.0,34.0
448,controlarnos,0.0,0.0,1.0,1.0,0.0,1.0
449,controlreproductive,0.0,0.0,1.0,1.0,0.0,1.0
450,conversion,0.0,0.0,0.0,0.0,1.0,0.0
451,cookie,0.0,0.0,2.0,2.0,0.0,2.0
452,cookiebanner,0.0,0.0,1.0,1.0,0.0,1.0
453,cookies,0.0,0.0,1.0,1.0,1.0,1.0
454,copay,0.0,0.0,1.0,1.0,0.0,1.0
455,copy,0.0,0.0,4.0,4.0,0.0,4.0
456,copycat,0.0,0.0,2.0,2.0,0.0,2.0
457,copying,0.0,0.0,1.0,1.0,0.0,1.0
458,copyright,0.0,0.0,1.0,3.0,0.0,1.0
459,corporate,0.0,0.0,1.0,1.0,0.0,1.0
460,correct,0.0,0.0,2.0,2.0,0.0,2.0
461,correctly,0.0,0.0,1.0,1.0,0.0,1.0
462,corresponding,0.0,0.0,3.0,3.0,0.0,3.0
463,costs,0.0,0.0,1.0,1.0,0.0,1.0
464,could,0.0,0.0,2.0,3.0,0.0,2.0
465,couldn't,0.0,0.0,4.0,3.0,0.0,4.0
466,counsel,0.0,0.0,5.0,5.0,0.0,5.0
467,counselhybridoffice,0.0,0.0,1.0,1.0,0.0,1.0
