,token,Total0,Total1,Total2
88,home,0.0,0.0,9.0
89,metro,0.0,0.0,3.0
90,women's,0.0,0.0,5.0
91,info,0.0,0.0,6.0
92,south,0.0,0.0,9.0
93,suite,0.0,0.0,2.0
94,usa,0.0,0.0,1.0
95,retrieving,0.0,0.0,2.0
96,view,0.0,0.0,6.0
97,hours,0.0,0.0,4.0
98,book,0.0,0.0,4.0
99,about,0.0,0.0,60.0
100,this,0.0,0.0,119.0
101,payments,0.0,0.0,3.0
102,appointments,0.0,0.0,2.0
103,patient,0.0,0.0,11.0
104,resources,0.0,0.0,9.0
105,more,0.0,0.0,45.0
106,offered,0.0,0.0,5.0
107,matter,0.0,0.0,7.0
108,what,0.0,0.0,14.0
109,one,0.0,0.0,10.0
110,nation’s,0.0,0.0,6.0
111,leading,0.0,0.0,3.0
112,providers,0.0,0.0,5.0
113,affordable,0.0,0.0,5.0
114,largest,0.0,0.0,3.0
115,provider,0.0,0.0,19.0
116,sex,0.0,0.0,17.0
117,without,0.0,0.0,8.0
118,can,0.0,0.0,51.0
119,always,0.0,0.0,9.0
120,come,0.0,0.0,6.0
121,language,0.0,0.0,9.0
122,interpreters,0.0,0.0,2.0
123,interpretation,0.0,0.0,2.0
124,telephone,0.0,0.0,2.0
125,available,0.0,0.0,19.0
126,other,0.0,0.0,42.0
127,let,0.0,0.0,43.0
128,know,0.0,0.0,14.0
129,need,0.0,0.0,14.0
130,interpreter,0.0,0.0,2.0
131,when,0.0,0.0,36.0
132,scheduling,0.0,0.0,2.0
133,operated,0.0,0.0,7.0
134,utah,0.0,0.0,15.0
135,everyone,0.0,0.0,2.0
136,deserves,0.0,0.0,1.0
137,don’t,0.0,0.0,5.0
138,medicaid,0.0,0.0,8.0
139,you’re,0.0,0.0,1.0
140,worried,0.0,0.0,1.0
141,how,0.0,0.0,25.0
142,fits,0.0,0.0,1.0
143,not,0.0,0.0,69.0
144,read,0.0,0.0,11.0
145,options,0.0,0.0,1.0
146,out,0.0,0.0,37.0
147,coverage,0.0,0.0,6.0
148,consider,0.0,0.0,1.0
149,choosing,0.0,0.0,2.0
150,following,0.0,0.0,6.0
151,altius,0.0,0.0,1.0
152,blue,0.0,0.0,2.0
153,cross,0.0,0.0,2.0
154,federal,0.0,0.0,10.0
155,cigna,0.0,0.0,1.0
156,coventry,0.0,0.0,1.0
157,healthcare,0.0,0.0,43.0
158,multiplan,0.0,0.0,1.0
159,network,0.0,0.0,3.0
160,traditional,0.0,0.0,2.0
161,non,0.0,0.0,1.0
162,molina,0.0,0.0,1.0
163,choice,0.0,0.0,1.0
164,healthy,0.0,0.0,4.0
165,pcn,0.0,0.0,1.0
166,select,0.0,0.0,13.0
167,med,0.0,0.0,1.0
168,united,0.0,0.0,2.0
169,university,0.0,0.0,1.0
170,wise,0.0,0.0,1.0
171,accept,0.0,0.0,1.0
172,many,0.0,0.0,5.0
173,private,0.0,0.0,4.0
174,public,0.0,0.0,5.0
175,don't,0.0,0.0,9.0
176,see,0.0,0.0,15.0
177,most,0.0,0.0,10.0
178,plans,0.0,0.0,1.0
179,now,0.0,0.0,16.0
180,cover,0.0,0.0,1.0
181,prescription,0.0,0.0,2.0
182,annual,0.0,0.0,4.0
183,screenings,0.0,0.0,1.0
184,some,0.0,0.0,16.0
185,copay,0.0,0.0,1.0
186,company,0.0,0.0,4.0
187,directly,0.0,0.0,6.0
188,make,0.0,0.0,20.0
189,sure,0.0,0.0,7.0
190,covered,0.0,0.0,2.0
191,pocket,0.0,0.0,1.0
192,costs,0.0,0.0,2.0
193,might,0.0,0.0,3.0
194,additional,0.0,0.0,11.0
195,payment,0.0,0.0,15.0
196,information,0.0,0.0,58.0
197,expected,0.0,0.0,1.0
198,time,0.0,0.0,9.0
199,service,0.0,0.0,17.0
200,unless,0.0,0.0,5.0
201,arrangements,0.0,0.0,1.0
202,been,0.0,0.0,8.0
203,cash,0.0,0.0,1.0
204,check,0.0,0.0,16.0
205,major,0.0,0.0,2.0
206,cards,0.0,0.0,4.0
207,money,0.0,0.0,1.0
208,orders,0.0,0.0,1.0
209,bill,0.0,0.0,3.0
210,all,0.0,0.0,43.0
211,even,0.0,0.0,3.0
212,insurer,0.0,0.0,1.0
213,listed,0.0,0.0,1.0
214,‘out,0.0,0.0,1.0
215,network’,0.0,0.0,1.0
216,any,0.0,0.0,98.0
217,may,0.0,0.0,52.0
218,responsible,0.0,0.0,15.0
219,finance,0.0,0.0,1.0
220,department,0.0,0.0,1.0
221,work,0.0,0.0,10.0
222,billing,0.0,0.0,2.0
223,increase,0.0,0.0,1.0
224,people,0.0,0.0,12.0
225,handing,0.0,0.0,1.0
226,disinformation,0.0,0.0,1.0
227,talk,0.0,0.0,3.0
228,handouts,0.0,0.0,1.0
229,anyone,0.0,0.0,2.0
230,outside,0.0,0.0,3.0
231,pulling,0.0,0.0,6.0
232,into,0.0,0.0,7.0
233,driveway,0.0,0.0,1.0
234,parking,0.0,0.0,1.0
235,lot,0.0,0.0,2.0
236,walking,0.0,0.0,1.0
237,staff,0.0,0.0,4.0
238,happy,0.0,0.0,2.0
239,answer,0.0,0.0,1.0
240,questions,0.0,0.0,11.0
241,location,0.0,0.0,1.0
242,help,0.0,0.0,17.0
243,request,0.0,0.0,2.0
244,policies,0.0,0.0,4.0
245,sees,0.0,0.0,1.0
246,patients,0.0,0.0,9.0
247,improve,0.0,0.0,9.0
248,clinics,0.0,0.0,1.0
249,feedback,0.0,0.0,2.0
250,important,0.0,0.0,3.0
251,tool,0.0,0.0,2.0
252,thanks,0.0,0.0,1.0
253,helping,0.0,0.0,2.0
254,serve,0.0,0.0,3.0
255,specialty,0.0,0.0,1.0
256,able,0.0,0.0,1.0
257,pills,0.0,0.0,3.0
258,mailed,0.0,0.0,2.0
259,mail,0.0,0.0,14.0
260,delivers,0.0,0.0,5.0
261,each,0.0,0.0,6.0
262,back,0.0,0.0,9.0
263,top,0.0,0.0,8.0
264,expert,0.0,0.0,1.0
265,offer,0.0,0.0,5.0
266,telehealth,0.0,0.0,6.0
267,day,0.0,0.0,9.0
268,mon,0.0,0.0,1.0
269,tues,0.0,0.0,1.0
270,wed,0.0,0.0,1.0
271,thurs,0.0,0.0,1.0
272,fri,0.0,0.0,1.0
273,sat,0.0,0.0,1.0
274,closed,0.0,0.0,8.0
275,sun,0.0,0.0,1.0
276,note,0.0,0.0,3.0
277,we'll,0.0,0.0,3.0
278,these,0.0,0.0,17.0
279,year's,0.0,0.0,1.0
280,memorial,0.0,0.0,1.0
281,independence,0.0,0.0,1.0
282,labor,0.0,0.0,2.0
283,thanksgiving,0.0,0.0,1.0
284,christmas,0.0,0.0,1.0
285,monday,0.0,0.0,3.0
286,less,0.0,0.0,1.0
287,than,0.0,0.0,12.0
288,weeks,0.0,0.0,1.0
289,centers,0.0,0.0,3.0
290,regional,0.0,0.0,6.0
291,affiliate,0.0,0.0,13.0
292,pricing,0.0,0.0,1.0
293,subject,0.0,0.0,3.0
294,change,0.0,0.0,10.0
295,informational,0.0,0.0,1.0
296,purposes,0.0,0.0,4.0
297,does,0.0,0.0,27.0
298,constitute,0.0,0.0,1.0
299,medical,0.0,0.0,25.0
300,legal,0.0,0.0,11.0
301,further,0.0,0.0,3.0
302,refer,0.0,0.0,1.0
303,terms,0.0,0.0,28.0
304,couldn't,0.0,0.0,4.0
305,access,0.0,0.0,43.0
306,state,0.0,0.0,18.0
307,valid,0.0,0.0,3.0
308,zip,0.0,0.0,9.0
309,code,0.0,0.0,18.0
310,city,0.0,0.0,3.0
311,fill,0.0,0.0,9.0
312,referrals,0.0,0.0,3.0
313,vaccine,0.0,0.0,3.0
314,hiv,0.0,0.0,3.0
315,men's,0.0,0.0,3.0
316,mental,0.0,0.0,3.0
317,pill,0.0,0.0,5.0
318,testing,0.0,0.0,5.0
319,primary,0.0,0.0,3.0
320,std,0.0,0.0,3.0
321,treatment,0.0,0.0,4.0
322,vaccines,0.0,0.0,3.0
323,transgender,0.0,0.0,3.0
324,hormone,0.0,0.0,3.0
325,therapy,0.0,0.0,3.0
326,filter,0.0,0.0,3.0
327,age,0.0,0.0,8.0
328,first,0.0,0.0,15.0
329,last,0.0,0.0,7.0
330,period,0.0,0.0,5.0
331,accurate,0.0,0.0,3.0
332,field,0.0,0.0,21.0
333,sticky,0.0,0.0,8.0
334,promos,0.0,0.0,4.0
335,autopopulate,0.0,0.0,4.0
336,django,0.0,0.0,4.0
337,populates,0.0,0.0,6.0
338,cta,0.0,0.0,4.0
339,exists,0.0,0.0,4.0
340,ctas,0.0,0.0,4.0
341,function,0.0,0.0,50.0
342,form,0.0,0.0,24.0
343,validated,0.0,0.0,4.0
344,error,0.0,0.0,26.0
345,messages,0.0,0.0,8.0
346,focus,0.0,0.0,5.0
347,set,0.0,0.0,21.0
348,const,0.0,0.0,13.0
349,buttonsubmit,0.0,0.0,4.0
350,errorcheck,0.0,0.0,4.0
351,vital,0.0,0.0,4.0
352,reproductive,0.0,0.0,16.0
353,millions,0.0,0.0,4.0
354,federation,0.0,0.0,13.0
355,registered,0.0,0.0,2.0
356,nonprofit,0.0,0.0,2.0
357,under,0.0,0.0,19.0
358,ein,0.0,0.0,2.0
359,donations,0.0,0.0,2.0
360,fullest,0.0,0.0,8.0
361,extent,0.0,0.0,11.0
362,allowable,0.0,0.0,6.0
363,follow,0.0,0.0,27.0
364,toggle,0.0,0.0,21.0
365,who,0.0,0.0,7.0
366,leadership,0.0,0.0,2.0
367,reports,0.0,0.0,2.0
368,local,0.0,0.0,10.0
369,offices,0.0,0.0,2.0
370,global,0.0,0.0,2.0
371,share,0.0,0.0,14.0
372,story,0.0,0.0,5.0
373,volunteer,0.0,0.0,9.0
374,user,0.0,0.0,14.0
375,research,0.0,0.0,21.0
376,recruitment,0.0,0.0,7.0
377,facts,0.0,0.0,4.0
378,figures,0.0,0.0,2.0
379,newsroom,0.0,0.0,2.0
380,press,0.0,0.0,2.0
381,releases,0.0,0.0,2.0
382,quizzes,0.0,0.0,2.0
383,use,0.0,0.0,59.0
384,privacy,0.0,0.0,26.0
385,policy,0.0,0.0,23.0
386,sitemap,0.0,0.0,3.0
387,america,0.0,0.0,6.0
388,modal,0.0,0.0,5.0
389,image,0.0,0.0,4.0
390,leaving,0.0,0.0,5.0
391,clicking,0.0,0.0,4.0
392,directed,0.0,0.0,4.0
393,website,0.0,0.0,7.0
394,independent,0.0,0.0,4.0
395,redirected,0.0,0.0,4.0
396,link,0.0,0.0,11.0
397,target,0.0,0.0,10.0
398,hollow,0.0,0.0,8.0
399,until,0.0,0.0,6.0
400,today,0.0,0.0,2.0
401,weekday,0.0,0.0,1.0
402,var,0.0,0.0,145.0
403,fjs,0.0,0.0,4.0
404,agent,0.0,0.0,5.0
405,development,0.0,0.0,13.0
406,instanceof,0.0,0.0,68.0
407,void,0.0,0.0,4.0
408,fund,0.0,0.0,5.0
409,issues,0.0,0.0,6.0
410,law,0.0,0.0,1.0
411,map,0.0,0.0,2.0
412,bans,0.0,0.0,15.0
413,off,0.0,0.0,16.0
414,bodies,0.0,0.0,12.0
415,store,0.0,0.0,9.0
416,elections,0.0,0.0,4.0
417,attacks,0.0,0.0,9.0
418,equity,0.0,0.0,3.0
419,courts,0.0,0.0,1.0
420,education,0.0,0.0,9.0
421,voting,0.0,0.0,2.0
422,rights,0.0,0.0,17.0
423,actions,0.0,0.0,1.0
424,nationally,0.0,0.0,2.0
425,events,0.0,0.0,3.0
426,officials,0.0,0.0,3.0
427,organizations,0.0,0.0,3.0
428,basta,0.0,0.0,1.0
429,controlarnos,0.0,0.0,1.0
430,letters,0.0,0.0,1.0
431,editor,0.0,0.0,1.0
432,laws,0.0,0.0,6.0
433,medication,0.0,0.0,4.0
434,comes,0.0,0.0,2.0
435,attack,0.0,0.0,2.0
436,sham,0.0,0.0,2.0
437,lawsuit,0.0,0.0,3.0
438,groups,0.0,0.0,2.0
439,gone,0.0,0.0,2.0
440,court,0.0,0.0,4.0
441,seeking,0.0,0.0,4.0
442,ban,0.0,0.0,4.0
443,drug,0.0,0.0,2.0
444,used,0.0,0.0,16.0
445,safely,0.0,0.0,2.0
446,abortions,0.0,0.0,5.0
447,over,0.0,0.0,7.0
448,let’s,0.0,0.0,1.0
449,protect,0.0,0.0,10.0
450,we’ll,0.0,0.0,3.0
451,connect,0.0,0.0,1.0
452,stop,0.0,0.0,10.0
453,bad,0.0,0.0,2.0
454,choose,0.0,0.0,52.0
455,want,0.0,0.0,14.0
456,whenever,0.0,0.0,2.0
457,there’s,0.0,0.0,2.0
458,experience,0.0,0.0,2.0
459,stand,0.0,0.0,3.0
460,commitment,0.0,0.0,1.0
461,min,0.0,0.0,2.0
462,hour,0.0,0.0,1.0
463,defend,0.0,0.0,2.0
464,risk,0.0,0.0,1.0
465,like,0.0,0.0,6.0
466,never,0.0,0.0,6.0
467,provide,0.0,0.0,21.0
468,tiktok,0.0,0.0,1.0
469,fast,0.0,0.0,1.0
470,updates,0.0,0.0,4.0
471,delivered,0.0,0.0,1.0
472,straight,0.0,0.0,1.0
473,team,0.0,0.0,1.0
474,screen,0.0,0.0,18.0
475,tell,0.0,0.0,5.0
476,house,0.0,0.0,1.0
477,member,0.0,0.0,1.0
478,government,0.0,0.0,1.0
479,funding,0.0,0.0,2.0
480,must,0.0,0.0,9.0
481,include,0.0,0.0,6.0
482,speak,0.0,0.0,6.0
483,pink,0.0,0.0,3.0
484,items,0.0,0.0,1.0
485,show,0.0,0.0,12.0
486,support,0.0,0.0,5.0
487,buttons,0.0,0.0,4.0
488,elected,0.0,0.0,2.0
489,them,0.0,0.0,5.0
490,openly,0.0,0.0,1.0
491,feel,0.0,0.0,3.0
492,bills,0.0,0.0,2.0
493,they’ve,0.0,0.0,2.0
494,committees,0.0,0.0,1.0
495,they,0.0,0.0,9.0
496,political,0.0,0.0,4.0
497,contributions,0.0,0.0,1.0
498,received,0.0,0.0,2.0
499,record,0.0,0.0,2.0
500,video,0.0,0.0,38.0
501,write,0.0,0.0,1.0
502,having,0.0,0.0,2.0
503,supporting,0.0,0.0,1.0
504,someone,0.0,0.0,4.0
505,through,0.0,0.0,33.0
506,why,0.0,0.0,3.0
507,fight,0.0,0.0,4.0
508,locally,0.0,0.0,2.0
509,job,0.0,0.0,2.0
510,opportunities,0.0,0.0,1.0
511,across,0.0,0.0,4.0
512,below,0.0,0.0,4.0
513,advocacy,0.0,0.0,12.0
514,event,0.0,0.0,6.0
515,near,0.0,0.0,1.0
516,create,0.0,0.0,10.0
517,educate,0.0,0.0,1.0
518,yourself,0.0,0.0,2.0
519,stay,0.0,0.0,3.0
520,roe,0.0,0.0,1.0
521,wade,0.0,0.0,1.0
522,latest,0.0,0.0,4.0
523,posts,0.0,0.0,2.0
524,years,0.0,0.0,61.0
525,twitter,0.0,0.0,3.0
526,facebook,0.0,0.0,4.0
527,texas,0.0,0.0,2.0
528,files,0.0,0.0,1.0
529,bogus,0.0,0.0,1.0
530,against,0.0,0.0,2.0
531,here’s,0.0,0.0,1.0
532,politicians’,0.0,0.0,1.0
533,stunt,0.0,0.0,1.0
534,shut,0.0,0.0,1.0
535,down,0.0,0.0,8.0
536,means,0.0,0.0,4.0
537,rest,0.0,0.0,1.0
538,such,0.0,0.0,30.0
539,thing,0.0,0.0,1.0
540,abortion”,0.0,0.0,1.0
541,activists,0.0,0.0,2.0
542,term,0.0,0.0,2.0
543,scare,0.0,0.0,1.0
544,confuse,0.0,0.0,1.0
545,defeat,0.0,0.0,1.0
546,gift,0.0,0.0,21.0
547,type,0.0,0.0,1.0
548,monthly,0.0,0.0,5.0
549,amount,0.0,0.0,4.0
550,giving,0.0,0.0,3.0
551,sign,0.0,0.0,11.0
552,email,0.0,0.0,29.0
553,alerts,0.0,0.0,2.0
554,breaking,0.0,0.0,1.0
555,news,0.0,0.0,2.0
556,world,0.0,0.0,3.0
557,including,0.0,0.0,9.0
558,also,0.0,0.0,12.0
559,keep,0.0,0.0,7.0
560,updated,0.0,0.0,1.0
561,decisions,0.0,0.0,1.0
562,address,0.0,0.0,6.0
563,agree,0.0,0.0,10.0
564,receive,0.0,0.0,10.0
565,unsubscribe,0.0,0.0,1.0
566,subscribe,0.0,0.0,4.0
567,thank,0.0,0.0,5.0
568,campaigns,0.0,0.0,8.0
569,advance,0.0,0.0,3.0
570,glad,0.0,0.0,1.0
571,touch,0.0,0.0,1.0
572,soon,0.0,0.0,2.0
573,via,0.0,0.0,3.0
574,text,0.0,0.0,7.0
575,win,0.0,0.0,1.0
576,mobile,0.0,0.0,7.0
577,quit,0.0,0.0,2.0
578,data,0.0,0.0,24.0
579,standard,0.0,0.0,2.0
580,message,0.0,0.0,8.0
581,rates,0.0,0.0,2.0
582,mission,0.0,0.0,3.0
583,statement,0.0,0.0,2.0
584,founded,0.0,0.0,1.0
585,simple,0.0,0.0,1.0
586,body,0.0,0.0,2.0
587,cannot,0.0,0.0,4.0
588,truly,0.0,0.0,1.0
589,free,0.0,0.0,5.0
590,section,0.0,0.0,5.0
591,only,0.0,0.0,15.0
592,users,0.0,0.0,7.0
593,six,0.0,0.0,1.0
594,months,0.0,0.0,9.0
595,storenow,0.0,0.0,2.0
596,undefined,0.0,0.0,1.0
597,expiresess,0.0,0.0,1.0
598,else,0.0,0.0,86.0
599,thisplugin,0.0,0.0,1.0
600,works,0.0,0.0,4.0
601,pressroom,0.0,0.0,1.0
602,tipsheet,0.0,0.0,1.0
603,communities,0.0,0.0,1.0
604,latinos,0.0,0.0,1.0
605,black,0.0,0.0,1.0
606,community,0.0,0.0,1.0
607,generation,0.0,0.0,1.0
608,congressional,0.0,0.0,1.0
609,scorecard,0.0,0.0,1.0
610,recess,0.0,0.0,1.0
611,guide,0.0,0.0,1.0
612,trusted,0.0,0.0,5.0
613,think,0.0,0.0,5.0
614,look,0.0,0.0,4.0
615,pretty,0.0,0.0,3.0
616,good,0.0,0.0,3.0
617,segoe,0.0,0.0,2.0
618,display,0.0,0.0,12.0
619,receiving,0.0,0.0,1.0
620,missing,0.0,0.0,1.0
621,keys,0.0,0.0,3.0
622,locating,0.0,0.0,1.0
623,root,0.0,0.0,1.0
624,usematchviewport,0.0,0.0,1.0
625,ssr,0.0,0.0,2.0
626,payload,0.0,0.0,2.0
627,processing,0.0,0.0,1.0
628,instagram,0.0,0.0,2.0
629,photos,0.0,0.0,2.0
630,videos,0.0,0.0,6.0
631,return,0.0,0.0,44.0
632,transparent,0.0,0.0,1.0
633,solid,0.0,0.0,99.0
634,circle,0.0,0.0,8.0
635,rdpze,0.0,0.0,1.0
636,svg,0.0,0.0,3.0
637,forms,0.0,0.0,11.0
638,isn't,0.0,0.0,2.0
639,enabled,0.0,0.0,2.0
640,file,0.0,0.0,4.0
641,can't,0.0,0.0,2.0
642,enable,0.0,0.0,3.0
643,hear,0.0,0.0,4.0
644,valuable,0.0,0.0,3.0
645,insights,0.0,0.0,3.0
646,digital,0.0,0.0,9.0
647,products,0.0,0.0,13.0
648,chatbot,0.0,0.0,3.0
649,roo,0.0,0.0,3.0
650,google,0.0,0.0,9.0
651,save,0.0,0.0,3.0
652,requiredare,0.0,0.0,1.0
653,willing,0.0,0.0,3.0
654,participate,0.0,0.0,10.0
655,answers,0.0,0.0,5.0
656,remain,0.0,0.0,6.0
657,confidential,0.0,0.0,3.0
658,won't,0.0,0.0,3.0
659,personal,0.0,0.0,18.0
660,selected,0.0,0.0,9.0
661,activity,0.0,0.0,5.0
662,timeno,0.0,0.0,1.0
663,younextclear,0.0,0.0,1.0
664,formnever,0.0,0.0,1.0
665,submit,0.0,0.0,11.0
666,passwords,0.0,0.0,1.0
667,created,0.0,0.0,2.0
668,inside,0.0,0.0,1.0
669,report,0.0,0.0,5.0
670,abuse,0.0,0.0,1.0
671,old,0.0,0.0,4.0
672,permission,0.0,0.0,7.0
673,parent,0.0,0.0,7.0
674,guardian,0.0,0.0,4.0
675,name,0.0,0.0,15.0
676,guardian's,0.0,0.0,2.0
677,optional,0.0,0.0,2.0
678,really,0.0,0.0,4.0
679,match,0.0,0.0,5.0
680,meaningful,0.0,0.0,3.0
681,preferred,0.0,0.0,2.0
682,primarily,0.0,0.0,4.0
683,live,0.0,0.0,4.0
684,urban,0.0,0.0,2.0
685,tracker,0.0,0.0,1.0
686,haven't,0.0,0.0,1.0
687,brings,0.0,0.0,2.0
688,sorry,0.0,0.0,5.0
689,would,0.0,0.0,5.0
690,parent's,0.0,0.0,1.0
691,caregiver's,0.0,0.0,1.0
692,future,0.0,0.0,3.0
693,null,0.0,0.0,3.0
694,enrollment,0.0,0.0,8.0
695,here,0.0,0.0,5.0
696,january,0.0,0.0,2.0
697,enroll,0.0,0.0,1.0
698,those,0.0,0.0,7.0
699,right,0.0,0.0,15.0
700,arrow,0.0,0.0,6.0
701,apply,0.0,0.0,3.0
702,css,0.0,0.0,1.0
703,styles,0.0,0.0,5.0
704,contents,0.0,0.0,2.0
705,uamain,0.0,0.0,2.0
706,div,0.0,0.0,7.0
707,hidden,0.0,0.0,3.0
708,page,0.0,0.0,11.0
709,footer,0.0,0.0,2.0
710,position,0.0,0.0,1.0
711,bottom,0.0,0.0,2.0
712,margin,0.0,0.0,1.0
713,equivalent,0.0,0.0,2.0
714,outerheight,0.0,0.0,1.0
715,conditions,0.0,0.0,8.0
716,portal,0.0,0.0,5.0
717,completed,0.0,0.0,1.0
718,welcome,0.0,0.0,1.0
719,nextgen,0.0,0.0,40.0
720,hideshow,0.0,0.0,2.0
721,false,0.0,0.0,6.0
722,browser,0.0,0.0,7.0
723,newly,0.0,0.0,1.0
724,focused,0.0,0.0,1.0
725,elem,0.0,0.0,1.0
726,before,0.0,0.0,6.0
727,submenulength,0.0,0.0,1.0
728,english,0.0,0.0,1.0
729,简体中文,0.0,0.0,1.0
730,繁體中文,0.0,0.0,1.0
731,times,0.0,0.0,3.0
732,'times,0.0,0.0,1.0
733,creating,0.0,0.0,3.0
734,account,0.0,0.0,14.0
735,using,0.0,0.0,15.0
736,agreeing,0.0,0.0,1.0
737,forth,0.0,0.0,3.0
738,notices,0.0,0.0,2.0
739,located,0.0,0.0,1.0
740,piedmont,0.0,0.0,1.0
741,building,0.0,0.0,1.0
742,their,0.0,0.0,7.0
743,respective,0.0,0.0,1.0
744,subsidiaries,0.0,0.0,2.0
745,affiliates,0.0,0.0,1.0
746,provides,0.0,0.0,1.0
747,explain,0.0,0.0,1.0
748,treat,0.0,0.0,1.0
749,accordance,0.0,0.0,1.0
750,immediately,0.0,0.0,1.0
751,discontinue,0.0,0.0,1.0
752,electronic,0.0,0.0,2.0
753,communications,0.0,0.0,9.0
754,visit,0.0,0.0,3.0
755,send,0.0,0.0,10.0
756,communicating,0.0,0.0,1.0
757,communicate,0.0,0.0,1.0
758,posting,0.0,0.0,1.0
759,disclosures,0.0,0.0,1.0
760,electronically,0.0,0.0,2.0
761,satisfy,0.0,0.0,1.0
762,requirements,0.0,0.0,1.0
763,changes,0.0,0.0,6.0
764,long,0.0,0.0,7.0
765,licenses,0.0,0.0,1.0
766,require,0.0,0.0,7.0
767,compatible,0.0,0.0,1.0
768,device,0.0,0.0,9.0
769,internet,0.0,0.0,6.0
770,well,0.0,0.0,5.0
771,possible,0.0,0.0,1.0
772,software,0.0,0.0,6.0
773,solely,0.0,0.0,4.0
774,applicable,0.0,0.0,4.0
775,fees,0.0,0.0,4.0
776,agreement,0.0,0.0,3.0
777,telecommunications,0.0,0.0,1.0
778,grants,0.0,0.0,2.0
779,limited,0.0,0.0,6.0
780,license,0.0,0.0,9.0
781,download,0.0,0.0,2.0
782,modify,0.0,0.0,1.0
783,portion,0.0,0.0,1.0
784,except,0.0,0.0,7.0
785,tools,0.0,0.0,2.0
786,provided,0.0,0.0,12.0
787,express,0.0,0.0,3.0
788,written,0.0,0.0,5.0
789,resale,0.0,0.0,1.0
790,commercial,0.0,0.0,2.0
791,establish,0.0,0.0,1.0
792,derivative,0.0,0.0,3.0
793,downloading,0.0,0.0,1.0
794,copying,0.0,0.0,2.0
795,benefit,0.0,0.0,2.0
796,another,0.0,0.0,2.0
797,party,0.0,0.0,6.0
798,otherwise,0.0,0.0,9.0
799,allowed,0.0,0.0,1.0
800,similar,0.0,0.0,1.0
801,gathering,0.0,0.0,1.0
802,extraction,0.0,0.0,1.0
803,meta,0.0,0.0,2.0
804,tags,0.0,0.0,1.0
805,utilizing,0.0,0.0,2.0
806,healthcare's,0.0,0.0,1.0
807,trademarks,0.0,0.0,1.0
808,unauthorized,0.0,0.0,1.0
809,terminates,0.0,0.0,1.0
810,granted,0.0,0.0,2.0
811,company's,0.0,0.0,2.0
812,authorization,0.0,0.0,1.0
813,executive,0.0,0.0,1.0
814,logo,0.0,0.0,1.0
815,proprietary,0.0,0.0,3.0
