,token,Total0,Total1,Total2,Total3,Total4,Total5
63,acceptedhome,0.0,0.0,0.0,0.0,1.0,0.0
64,accepting,1.0,1.0,0.0,1.0,0.0,0.0
65,accepts,0.0,0.0,0.0,0.0,0.0,3.0
66,access,25.0,25.0,0.0,25.0,7.0,111.0
67,accessing,0.0,0.0,0.0,0.0,1.0,0.0
68,accessories,1.0,1.0,0.0,1.0,0.0,0.0
69,accidental,0.0,0.0,0.0,0.0,1.0,0.0
70,accompanied,0.0,1.0,0.0,1.0,0.0,1.0
71,accompany,0.0,1.0,0.0,1.0,0.0,0.0
72,accompanying,0.0,0.0,0.0,0.0,1.0,0.0
73,accomplished,0.0,0.0,0.0,0.0,1.0,0.0
74,accordance,0.0,0.0,0.0,0.0,0.0,1.0
75,account,7.0,7.0,0.0,7.0,0.0,371.0
76,account's,0.0,0.0,0.0,0.0,0.0,4.0
77,accounts,0.0,0.0,0.0,0.0,0.0,16.0
78,accounttoggle,1.0,1.0,0.0,1.0,0.0,0.0
79,accurate,4.0,4.0,0.0,4.0,4.0,0.0
80,accurately,0.0,0.0,0.0,0.0,1.0,1.0
81,acc…,0.0,0.0,0.0,0.0,1.0,0.0
82,acetate,0.0,0.0,0.0,0.0,1.0,0.0
83,acetatefor,0.0,0.0,0.0,0.0,1.0,0.0
84,ach,1.0,1.0,0.0,1.0,0.0,0.0
85,achieving,0.0,0.0,0.0,0.0,1.0,0.0
86,acknowledge,0.0,0.0,0.0,0.0,0.0,5.0
87,acneless,0.0,0.0,0.0,0.0,3.0,0.0
88,acoplamientos,0.0,0.0,0.0,0.0,2.0,0.0
89,across,3.0,3.0,0.0,3.0,3.0,0.0
90,act,2.0,2.0,0.0,2.0,0.0,0.0
91,acting,0.0,0.0,0.0,0.0,3.0,0.0
92,action,22.0,22.0,0.0,22.0,9.0,7.0
93,actions,1.0,1.0,0.0,1.0,0.0,0.0
94,actiontag,1.0,1.0,0.0,1.0,0.0,0.0
95,activation,0.0,0.0,0.0,0.0,0.0,2.0
96,active,1.0,1.0,0.0,1.0,2.0,72.0
97,activists,2.0,2.0,0.0,2.0,0.0,0.0
98,activities,0.0,0.0,0.0,0.0,2.0,0.0
99,activity,5.0,5.0,0.0,5.0,1.0,19.0
100,acts,0.0,0.0,0.0,0.0,0.0,4.0
101,actual,0.0,0.0,0.0,0.0,3.0,0.0
102,actually,0.0,0.0,0.0,0.0,1.0,0.0
103,adapts,0.0,0.0,0.0,0.0,1.0,0.0
104,adcreate,1.0,1.0,0.0,1.0,0.0,0.0
105,add,15.0,15.0,0.0,15.0,88.0,36.0
106,added,0.0,0.0,0.0,0.0,0.0,4.0
107,addition,0.0,0.0,0.0,0.0,1.0,1.0
108,additional,7.0,7.0,0.0,7.0,7.0,13.0
109,addms,1.0,1.0,0.0,1.0,0.0,0.0
110,address,5.0,5.0,0.0,5.0,1.0,58.0
111,addresses,1.0,1.0,0.0,1.0,0.0,0.0
112,adds,5.0,5.0,0.0,5.0,0.0,8.0
113,adhere,1.0,1.0,0.0,1.0,0.0,0.0
114,adjust,0.0,0.0,0.0,0.0,1.0,0.0
115,adjustment,0.0,0.0,0.0,0.0,1.0,0.0
116,admin,0.0,0.0,0.0,0.0,0.0,8.0
117,administer,0.0,0.0,0.0,0.0,1.0,0.0
118,administering,0.0,0.0,0.0,0.0,1.0,0.0
119,administrationnew,1.0,1.0,0.0,1.0,0.0,0.0
120,administrator,0.0,0.0,0.0,0.0,0.0,4.0
121,adobe,0.0,0.0,0.0,0.0,3.0,0.0
122,adoption,0.0,0.0,0.0,0.0,2.0,1.0
123,adrenal,0.0,0.0,0.0,0.0,0.0,1.0
124,ads,2.0,2.0,0.0,2.0,0.0,1.0
125,adult,0.0,1.0,0.0,1.0,1.0,1.0
126,advance,2.0,2.0,0.0,2.0,2.0,2.0
127,advanced,1.0,1.0,0.0,1.0,2.0,7.0
128,advances,1.0,1.0,0.0,1.0,1.0,0.0
129,advancing,2.0,2.0,0.0,2.0,0.0,0.0
130,advantage,1.0,1.0,0.0,1.0,2.0,0.0
131,advantages,0.0,0.0,0.0,0.0,9.0,1.0
132,advertise,0.0,0.0,0.0,0.0,1.0,0.0
133,advertising,0.0,0.0,0.0,0.0,3.0,1.0
134,advice,0.0,0.0,0.0,0.0,1.0,1.0
135,advocacy,13.0,13.0,0.0,13.0,0.0,1.0
136,advocate,1.0,1.0,0.0,1.0,0.0,3.0
137,advocates,1.0,1.0,0.0,1.0,0.0,1.0
138,aetna,1.0,1.0,0.0,1.0,0.0,0.0
139,aff,3.0,3.0,0.0,3.0,0.0,0.0
140,affect,0.0,0.0,0.0,0.0,3.0,5.0
141,affected,0.0,0.0,0.0,0.0,2.0,2.0
142,affectionately,0.0,0.0,0.0,0.0,1.0,0.0
143,affects,0.0,0.0,0.0,0.0,2.0,5.0
144,affilate,2.0,2.0,0.0,2.0,0.0,0.0
145,affiliate,12.0,12.0,0.0,12.0,0.0,0.0
146,affiliatecode,2.0,2.0,0.0,2.0,0.0,0.0
147,affiliatecodelocation,1.0,1.0,0.0,1.0,0.0,0.0
148,affiliated,0.0,0.0,0.0,0.0,0.0,1.0
149,affiliateid,4.0,4.0,0.0,4.0,0.0,0.0
150,affiliation,1.0,1.0,0.0,1.0,1.0,0.0
151,affiliations,0.0,0.0,0.0,0.0,3.0,0.0
152,affiliationshome,0.0,0.0,0.0,0.0,2.0,0.0
153,affiliationsnational,0.0,0.0,0.0,0.0,1.0,0.0
154,affiliationspatient,0.0,0.0,0.0,0.0,48.0,0.0
155,affiliationswelcome,0.0,0.0,0.0,0.0,1.0,0.0
156,affirming,2.0,2.0,0.0,2.0,1.0,0.0
157,afford,0.0,0.0,0.0,0.0,0.0,1.0
158,affordable,7.0,7.0,0.0,7.0,1.0,0.0
159,afiliacionescomentarios,0.0,0.0,0.0,0.0,1.0,0.0
160,afiliacionespagothe,0.0,0.0,0.0,0.0,2.0,0.0
161,afraid,0.0,0.0,0.0,0.0,1.0,0.0
162,africa,1.0,1.0,0.0,1.0,0.0,1.0
163,after,10.0,9.0,0.0,9.0,128.0,86.0
164,aftercare,0.0,0.0,0.0,0.0,0.0,3.0
165,afternic,0.0,0.0,0.0,0.0,0.0,4.0
166,after”,0.0,0.0,0.0,0.0,1.0,0.0
167,again,2.0,2.0,0.0,2.0,4.0,99.0
168,against,2.0,2.0,0.0,2.0,12.0,1.0
169,again”“this,0.0,0.0,0.0,0.0,1.0,0.0
170,age,8.0,8.0,0.0,8.0,6.0,2.0
171,agent,5.0,5.0,0.0,5.0,0.0,0.0
172,ago,41.0,41.0,0.0,41.0,1.0,0.0
173,agree,1.0,1.0,0.0,1.0,1.0,30.0
174,agreeing,0.0,0.0,0.0,0.0,0.0,1.0
175,ahead,0.0,0.0,0.0,0.0,0.0,4.0
176,aid,0.0,0.0,0.0,0.0,2.0,0.0
177,akronakron,0.0,0.0,0.0,0.0,1.0,0.0
178,alan,0.0,0.0,0.0,0.0,1.0,0.0
179,alert,0.0,0.0,0.0,0.0,2.0,0.0
180,alerts,2.0,2.0,0.0,2.0,1.0,1.0
181,aleve,0.0,0.0,0.0,0.0,1.0,1.0
182,aliases,0.0,0.0,0.0,0.0,1.0,0.0
183,all,28.0,28.0,0.0,28.0,43.0,60.0
184,allergic,0.0,0.0,0.0,0.0,9.0,0.0
185,allergy,0.0,0.0,0.0,0.0,1.0,0.0
186,allergythey,0.0,0.0,0.0,0.0,1.0,0.0
187,alliance,2.0,2.0,0.0,2.0,0.0,0.0
188,allmapsimagesbooks,0.0,0.0,0.0,0.0,0.0,1.0
189,allnear,0.0,0.0,0.0,0.0,0.0,1.0
190,allow,1.0,1.0,0.0,1.0,3.0,9.0
191,allowable,7.0,7.0,0.0,7.0,0.0,0.0
192,allowed,0.0,0.0,0.0,0.0,5.0,11.0
193,allows,3.0,3.0,0.0,3.0,2.0,9.0
194,almost,0.0,0.0,0.0,0.0,2.0,5.0
195,alone,0.0,0.0,0.0,0.0,3.0,0.0
196,along,0.0,0.0,0.0,0.0,0.0,1.0
197,alongside,0.0,0.0,0.0,0.0,1.0,0.0
198,alpha,0.0,0.0,0.0,0.0,1.0,17.0
199,already,1.0,1.0,0.0,1.0,0.0,62.0
200,also,8.0,8.0,0.0,8.0,34.0,47.0
201,alter,0.0,0.0,0.0,0.0,0.0,1.0
202,alternatives,0.0,0.0,0.0,0.0,2.0,0.0
203,although,0.0,0.0,0.0,0.0,2.0,1.0
204,altogether,0.0,0.0,0.0,0.0,1.0,0.0
205,always,8.0,8.0,0.0,8.0,3.0,6.0
206,amazing,1.0,1.0,0.0,1.0,0.0,1.0
207,amazonsmile,0.0,0.0,0.0,0.0,1.0,0.0
208,ambetter,1.0,1.0,0.0,1.0,0.0,0.0
209,ambiguous,0.0,0.0,0.0,0.0,1.0,0.0
210,ambulance,0.0,0.0,0.0,0.0,0.0,1.0
211,ambulatory,0.0,0.0,0.0,0.0,1.0,0.0
212,america,6.0,6.0,0.0,6.0,6.0,0.0
213,america's,2.0,2.0,0.0,2.0,0.0,0.0
214,american,0.0,0.0,0.0,0.0,1.0,0.0
215,americans,0.0,0.0,0.0,0.0,3.0,0.0
216,america’s,0.0,0.0,0.0,0.0,1.0,0.0
217,among,0.0,0.0,0.0,0.0,1.0,1.0
218,amount,4.0,4.0,0.0,4.0,3.0,0.0
219,analystnyc,1.0,1.0,0.0,1.0,0.0,0.0
220,analytics,2.0,2.0,0.0,2.0,0.0,1.0
221,anatomy,2.0,2.0,0.0,2.0,0.0,0.0
222,ancient,0.0,0.0,0.0,0.0,1.0,0.0
223,anemiafewer,0.0,0.0,0.0,0.0,3.0,0.0
224,anemiaprotects,0.0,0.0,0.0,0.0,1.0,0.0
225,anesthesia,0.0,0.0,0.0,0.0,10.0,0.0
226,anesthesiamedicationsan,0.0,0.0,0.0,0.0,1.0,0.0
227,anesthesiologists,0.0,0.0,0.0,0.0,0.0,1.0
228,anesthetic,0.0,0.0,0.0,0.0,0.0,1.0
229,anesthetist,0.0,0.0,0.0,0.0,1.0,0.0
230,anesthetists,0.0,0.0,0.0,0.0,1.0,0.0
231,anger,0.0,0.0,0.0,0.0,1.0,3.0
232,anillo,2.0,2.0,0.0,2.0,0.0,0.0
233,annual,4.0,4.0,0.0,4.0,5.0,2.0
234,anomalylocal,0.0,0.0,0.0,0.0,2.0,0.0
235,anonymous,2.0,2.0,0.0,2.0,0.0,0.0
236,another,0.0,0.0,0.0,0.0,1.0,38.0
237,answer,2.0,1.0,0.0,1.0,4.0,0.0
238,answered,0.0,0.0,0.0,0.0,1.0,4.0
239,answering,2.0,2.0,0.0,2.0,1.0,4.0
240,answers,4.0,4.0,0.0,4.0,3.0,1.0
241,anthem,4.0,4.0,0.0,4.0,0.0,0.0
242,antibioticibuprofen,0.0,0.0,0.0,0.0,1.0,0.0
243,antibiotics,0.0,0.0,0.0,0.0,1.0,0.0
244,antibortista,0.0,0.0,0.0,0.0,1.0,0.0
245,anticonceptivasotro,0.0,0.0,0.0,0.0,2.0,0.0
246,anticonceptivo,1.0,1.0,0.0,1.0,0.0,0.0
247,any,15.0,14.0,0.0,14.0,23.0,48.0
248,anyone,0.0,0.0,0.0,0.0,1.0,12.0
249,anything,1.0,1.0,0.0,1.0,2.0,1.0
250,anytime,1.0,0.0,0.0,0.0,0.0,0.0
251,apart,0.0,0.0,0.0,0.0,1.0,0.0
252,api,1.0,1.0,0.0,1.0,0.0,1.0
253,apologize,0.0,0.0,0.0,0.0,0.0,2.0
254,app,7.0,7.0,0.0,7.0,0.0,8.0
255,apparel,1.0,1.0,0.0,1.0,0.0,0.0
256,appear,2.0,2.0,0.0,2.0,0.0,1.0
257,appends,2.0,2.0,0.0,2.0,0.0,0.0
258,appetite,0.0,0.0,0.0,0.0,2.0,1.0
259,appetiteheadachesore,0.0,0.0,0.0,0.0,1.0,0.0
260,applaud,0.0,0.0,0.0,0.0,1.0,0.0
261,applause,0.0,0.0,0.0,0.0,1.0,0.0
262,applicable,1.0,1.0,0.0,1.0,0.0,2.0
263,applicant,1.0,1.0,0.0,1.0,0.0,0.0
264,application,0.0,0.0,0.0,0.0,1.0,8.0
265,applicator,0.0,0.0,0.0,0.0,1.0,0.0
266,applied,0.0,0.0,0.0,0.0,2.0,0.0
267,applies,0.0,0.0,0.0,0.0,1.0,0.0
268,apply,1.0,1.0,0.0,1.0,0.0,17.0
269,appointment,12.0,9.0,0.0,9.0,8.0,27.0
270,appointments,2.0,2.0,0.0,2.0,1.0,4.0
271,appointmentspersonalized,0.0,0.0,0.0,0.0,3.0,0.0
272,appointment»,0.0,0.0,0.0,0.0,0.0,17.0
273,appreciate,0.0,0.0,0.0,0.0,4.0,0.0
274,appreciated,0.0,0.0,0.0,0.0,0.0,1.0
275,approach,0.0,0.0,0.0,0.0,2.0,0.0
276,appropriate,0.0,0.0,0.0,0.0,1.0,17.0
277,approval,0.0,0.0,0.0,0.0,2.0,0.0
278,approved,0.0,0.0,0.0,0.0,0.0,3.0
279,approximately,0.0,0.0,0.0,0.0,9.0,1.0
280,apps,0.0,0.0,0.0,0.0,0.0,1.0
281,app”,0.0,0.0,0.0,0.0,0.0,1.0
282,arab,0.0,0.0,0.0,0.0,0.0,4.0
283,archived,1.0,1.0,0.0,1.0,0.0,0.0
284,area,0.0,0.0,0.0,0.0,2.0,1.0
285,areas,0.0,0.0,0.0,0.0,1.0,4.0
286,arecredentialswomen’s,0.0,0.0,0.0,0.0,1.0,0.0
287,arememberships,0.0,0.0,0.0,0.0,1.0,0.0
288,aren't,0.0,0.0,0.0,0.0,0.0,1.0
289,areoverviewwe,0.0,0.0,0.0,0.0,1.0,0.0
290,arepatient,0.0,0.0,0.0,0.0,1.0,0.0
291,arephysiciansmartin,0.0,0.0,0.0,0.0,1.0,0.0
292,args,0.0,0.0,0.0,0.0,1.0,0.0
293,arm,3.0,3.0,0.0,3.0,1.0,0.0
294,around,0.0,0.0,0.0,0.0,0.0,8.0
295,arrange,0.0,0.0,0.0,0.0,0.0,4.0
296,arrangement,0.0,0.0,0.0,0.0,0.0,1.0
297,arrangements,1.0,1.0,0.0,1.0,0.0,0.0
298,array,5.0,5.0,0.0,5.0,0.0,0.0
299,arrival,0.0,0.0,0.0,0.0,1.0,0.0
300,arrive,0.0,0.0,0.0,0.0,1.0,5.0
301,arrow,6.0,6.0,0.0,6.0,0.0,0.0
302,art,1.0,1.0,0.0,1.0,0.0,0.0
303,articles,0.0,0.0,0.0,0.0,2.0,0.0
304,asi,0.0,0.0,0.0,0.0,1.0,0.0
305,ask,5.0,5.0,0.0,5.0,8.0,7.0
306,asked,5.0,5.0,0.0,5.0,1.0,10.0
307,asking,0.0,0.0,0.0,0.0,0.0,4.0
308,asks,0.0,0.0,0.0,0.0,1.0,0.0
309,aspects,0.0,0.0,0.0,0.0,1.0,0.0
310,aspiration,0.0,0.0,0.0,0.0,0.0,4.0
311,aspirin,0.0,0.0,0.0,0.0,1.0,0.0
312,assault,6.0,6.0,0.0,6.0,0.0,0.0
313,assigned,0.0,0.0,0.0,0.0,0.0,17.0
314,assist,0.0,0.0,0.0,0.0,5.0,1.0
315,assistance,1.0,1.0,0.0,1.0,5.0,2.0
316,assistancepaymentwhat’s,0.0,0.0,0.0,0.0,48.0,0.0
317,assistancewomen’s,0.0,0.0,0.0,0.0,1.0,0.0
318,assistants,0.0,0.0,0.0,0.0,0.0,1.0
319,assisted,0.0,0.0,0.0,0.0,1.0,0.0
320,assoc,2.0,2.0,0.0,2.0,0.0,0.0
321,associated,0.0,0.0,0.0,0.0,2.0,30.0
322,association,0.0,0.0,0.0,0.0,1.0,0.0
323,associationhome,0.0,0.0,0.0,0.0,1.0,0.0
324,assured,1.0,1.0,0.0,1.0,0.0,0.0
325,asustar,0.0,0.0,0.0,0.0,1.0,0.0
326,atlantic,5.0,5.0,0.0,5.0,0.0,0.0
327,attaches,0.0,0.0,0.0,0.0,0.0,2.0
328,attack,2.0,2.0,0.0,2.0,1.0,0.0
329,attacks,9.0,9.0,0.0,9.0,0.0,0.0
330,attempt,0.0,0.0,0.0,0.0,0.0,5.0
331,attempted,0.0,0.0,0.0,0.0,1.0,0.0
332,attempts,0.0,0.0,0.0,0.0,0.0,8.0
333,attention,0.0,0.0,0.0,0.0,4.0,1.0
334,attentionwelcome,0.0,0.0,0.0,0.0,3.0,0.0
335,attitude,0.0,0.0,0.0,0.0,1.0,4.0
336,attitudes,0.0,0.0,0.0,0.0,0.0,5.0
337,attorney,0.0,0.0,0.0,0.0,3.0,0.0
338,attorneynyc,1.0,1.0,0.0,1.0,0.0,0.0
339,attract,0.0,0.0,0.0,0.0,1.0,0.0
340,attributefilter,1.0,1.0,0.0,1.0,0.0,0.0
341,attributes,1.0,1.0,0.0,1.0,0.0,0.0
342,auth,2.0,2.0,0.0,2.0,0.0,4.0
343,authenticate,0.0,0.0,0.0,0.0,0.0,4.0
344,authentication,0.0,0.0,0.0,0.0,0.0,4.0
345,authenticator,0.0,0.0,0.0,0.0,0.0,16.0
346,authorized,0.0,0.0,0.0,0.0,1.0,4.0
347,auto,2.0,2.0,0.0,2.0,6.0,104.0
348,autofocus,1.0,1.0,0.0,1.0,0.0,0.0
349,automatic,2.0,2.0,0.0,2.0,0.0,2.0
350,automatically,0.0,0.0,0.0,0.0,0.0,1.0
351,autopopulate,4.0,4.0,0.0,4.0,0.0,0.0
352,availability,0.0,0.0,0.0,0.0,1.0,0.0
353,available,9.0,8.0,0.0,8.0,12.0,49.0
354,availableadditional,0.0,0.0,0.0,0.0,0.0,1.0
355,availablesurgical,0.0,0.0,0.0,0.0,0.0,2.0
356,ave,0.0,0.0,0.0,1.0,0.0,0.0
357,average,0.0,0.0,0.0,0.0,2.0,0.0
358,avoid,0.0,0.0,0.0,0.0,7.0,2.0
359,avoiding,0.0,0.0,0.0,0.0,0.0,4.0
360,awake,0.0,0.0,0.0,0.0,2.0,0.0
361,awareness,0.0,0.0,0.0,0.0,1.0,0.0
362,away,0.0,0.0,0.0,0.0,0.0,2.0
363,awesome,0.0,0.0,0.0,0.0,1.0,0.0
364,awhile,0.0,0.0,0.0,0.0,1.0,0.0
365,ayudarte,1.0,1.0,0.0,1.0,0.0,0.0
366,baby,0.0,0.0,0.0,0.0,0.0,2.0
367,back,9.0,9.0,0.0,9.0,1.0,10.0
368,background,25.0,25.0,0.0,25.0,0.0,0.0
369,backup,0.0,0.0,0.0,0.0,2.0,20.0
370,bad,2.0,2.0,0.0,2.0,0.0,4.0
371,badword,3.0,3.0,0.0,3.0,0.0,0.0
372,badwordfilter,1.0,1.0,0.0,1.0,0.0,0.0
373,badwords,1.0,1.0,0.0,1.0,0.0,0.0
374,bahasa,0.0,0.0,0.0,0.0,0.0,1.0
375,balance,0.0,0.0,0.0,0.0,1.0,0.0
376,balanced,0.0,0.0,0.0,0.0,2.0,0.0
377,ballot,0.0,0.0,0.0,0.0,1.0,0.0
378,ban,3.0,3.0,0.0,3.0,2.0,0.0
379,banding,0.0,0.0,0.0,0.0,1.0,0.0
380,bank,2.0,2.0,0.0,2.0,1.0,0.0
381,banned,0.0,0.0,0.0,0.0,1.0,0.0
382,bans,15.0,15.0,0.0,15.0,0.0,0.0
383,barcode,0.0,0.0,0.0,0.0,0.0,4.0
384,barrier,0.0,0.0,0.0,0.0,1.0,0.0
385,basados,2.0,2.0,0.0,2.0,0.0,0.0
386,basan,0.0,0.0,0.0,0.0,1.0,0.0
387,based,2.0,2.0,0.0,2.0,7.0,7.0
388,basic,4.0,4.0,0.0,4.0,1.0,0.0
389,basis,1.0,1.0,0.0,1.0,1.0,0.0
390,basta,1.0,1.0,0.0,1.0,0.0,0.0
391,bcbs,1.0,1.0,0.0,1.0,0.0,0.0
392,became,0.0,0.0,0.0,0.0,1.0,0.0
393,because,2.0,2.0,0.0,2.0,10.0,8.0
394,become,3.0,3.0,0.0,3.0,28.0,3.0
395,becomes,2.0,2.0,0.0,2.0,1.0,0.0
396,becoming,0.0,0.0,0.0,0.0,3.0,0.0
397,been,4.0,4.0,0.0,4.0,14.0,53.0
398,before,4.0,4.0,0.0,4.0,24.0,47.0
399,began,0.0,0.0,0.0,0.0,0.0,1.0
400,begin,0.0,0.0,0.0,0.0,1.0,2.0
401,beginning,0.0,0.0,0.0,0.0,2.0,0.0
402,begins,0.0,0.0,0.0,0.0,1.0,1.0
403,behalf,0.0,0.0,0.0,0.0,0.0,2.0
404,behave,0.0,0.0,0.0,0.0,1.0,0.0
405,behavior,0.0,0.0,0.0,0.0,44.0,0.0
406,being,2.0,2.0,0.0,2.0,5.0,11.0
407,believe,0.0,0.0,0.0,0.0,8.0,0.0
408,below,3.0,3.0,0.0,3.0,2.0,14.0
409,bend,0.0,0.0,0.0,0.0,1.0,0.0
410,benefits,2.0,1.0,0.0,1.0,1.0,0.0
411,bennett,0.0,0.0,0.0,0.0,0.0,2.0
412,best,2.0,2.0,0.0,2.0,56.0,7.0
413,betrayed,0.0,0.0,0.0,0.0,0.0,1.0
414,better,0.0,0.0,0.0,0.0,5.0,0.0
415,between,1.0,1.0,0.0,1.0,6.0,20.0
416,beyond,0.0,0.0,0.0,0.0,0.0,1.0
417,biblical,0.0,0.0,0.0,0.0,1.0,0.0
418,bill,3.0,2.0,0.0,2.0,0.0,0.0
419,billing,0.0,0.0,0.0,0.0,0.0,1.0
420,bills,1.0,1.0,0.0,1.0,0.0,0.0
421,bind,1.0,1.0,0.0,1.0,0.0,0.0
422,biologically,0.0,0.0,0.0,0.0,1.0,0.0
423,birth,32.0,29.0,0.0,29.0,62.0,11.0
424,birthright,0.0,0.0,0.0,0.0,1.0,0.0
425,birthrightcrisis,0.0,0.0,0.0,0.0,1.0,0.0
426,birthrightfaith,0.0,0.0,0.0,0.0,1.0,0.0
427,birthrightheart,0.0,0.0,0.0,0.0,1.0,0.0
428,birthrightpregnancy,0.0,0.0,0.0,0.0,1.0,0.0
429,birthrightsouth,0.0,0.0,0.0,0.0,1.0,0.0
430,bit,0.0,0.0,0.0,0.0,2.0,10.0
431,black,1.0,1.0,0.0,1.0,0.0,0.0
432,blackburn,0.0,0.0,0.0,0.0,0.0,1.0
433,bladder,0.0,0.0,0.0,0.0,1.0,0.0
434,blame,0.0,0.0,0.0,0.0,1.0,0.0
435,bleeding,0.0,0.0,0.0,0.0,6.0,8.0
436,bleedingserious,0.0,0.0,0.0,0.0,1.0,0.0
437,block,5.0,5.0,0.0,5.0,1.0,0.0
438,blocked,0.0,0.0,0.0,0.0,2.0,0.0
439,blockers,0.0,0.0,0.0,0.0,0.0,5.0
440,blocking,0.0,0.0,0.0,0.0,3.0,1.0
441,blocks,0.0,0.0,0.0,0.0,2.0,2.0
442,blog,13.0,13.0,0.0,13.0,1.0,4.0
443,blogsupportyelp,0.0,0.0,0.0,0.0,0.0,1.0
444,blood,0.0,0.0,0.0,0.0,11.0,5.0
445,bloodcertain,0.0,0.0,0.0,0.0,3.0,0.0
446,bloodstream,0.0,0.0,0.0,0.0,1.0,0.0
447,bloomington,0.0,0.0,0.0,3.0,0.0,0.0
448,bloomingtoncrisis,0.0,0.0,0.0,0.0,1.0,0.0
449,blue,2.0,2.0,0.0,2.0,0.0,0.0
450,blur,1.0,1.0,0.0,1.0,0.0,0.0
451,board,0.0,0.0,0.0,0.0,4.0,1.0
452,boards,0.0,0.0,0.0,0.0,1.0,0.0
453,bodies,12.0,12.0,0.0,12.0,0.0,0.0
454,body,2.0,2.0,0.0,2.0,50.0,21.0
455,bogus,1.0,1.0,0.0,1.0,0.0,0.0
456,bombard,0.0,0.0,0.0,0.0,1.0,0.0
457,bond,0.0,0.0,0.0,0.0,1.0,0.0
458,bone,0.0,0.0,0.0,0.0,1.0,0.0
459,book,8.0,8.0,0.0,8.0,0.0,0.0
460,booklet,0.0,0.0,0.0,0.0,1.0,0.0
461,both,3.0,3.0,0.0,3.0,14.0,30.0
462,bothinfo,1.0,1.0,0.0,1.0,0.0,0.0
