,token,Total0,Total1,Total2,Total3,Total4,Total5,Total6,Total7,Total8
48,able,0.0,0.0,0.0,13.0,0.0,0.0,0.0,3.0,3.0
49,aborted,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
50,abortion,0.0,58.0,23.0,1283.0,0.0,58.0,9.0,154.0,111.0
51,abortionask,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
52,abortioncan,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
53,abortionclick,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
54,abortionists,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
55,abortionmedication,0.0,0.0,0.0,27.0,0.0,0.0,0.0,0.0,0.0
56,abortionmust,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
57,abortionoptions,0.0,0.0,0.0,27.0,0.0,0.0,0.0,0.0,0.0
58,abortions,0.0,6.0,3.0,21.0,0.0,6.0,4.0,27.0,8.0
59,abortionsfriendly,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0
60,abortion—surgical,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
61,abortion”,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
62,aborto,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0
63,abortos,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0
64,about,0.0,45.0,64.0,91.0,0.0,45.0,50.0,45.0,63.0
65,above,0.0,2.0,8.0,0.0,0.0,2.0,1.0,2.0,3.0
66,absolutely,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0
67,absorb,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
68,absorbent,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
69,absorbs,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
70,abstinence,0.0,2.0,0.0,0.0,0.0,2.0,0.0,0.0,2.0
71,abuse,0.0,1.0,2.0,0.0,0.0,1.0,1.0,0.0,1.0
72,accept,0.0,2.0,6.0,2.0,0.0,1.0,4.0,5.0,0.0
73,acceptedhome,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
74,access,0.0,26.0,0.0,8.0,0.0,26.0,0.0,7.0,26.0
75,accessible,0.0,0.0,0.0,28.0,0.0,0.0,0.0,0.0,0.0
76,accessing,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
77,accessories,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
78,accidental,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
79,accommodate,0.0,0.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0
80,accommodated,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
81,accompanied,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
82,accompany,0.0,1.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0
83,accompanying,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
84,accomplished,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
85,accordance,0.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0
86,account,0.0,7.0,2.0,224.0,0.0,7.0,2.0,0.0,7.0
87,accountability,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0
88,accounts,0.0,0.0,0.0,57.0,0.0,0.0,0.0,0.0,0.0
89,accounttoggle,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
90,accreditation,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
91,accredited,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
92,accurate,0.0,3.0,0.0,1.0,0.0,3.0,0.0,4.0,5.0
93,accurately,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
94,acc…,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
95,acetate,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
96,acetatefor,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
97,ach,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
98,achieving,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
99,acknowledging,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0
100,aclu,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0
101,acneless,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0
102,acoplamientos,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0
103,across,0.0,2.0,1.0,2.0,0.0,2.0,1.0,3.0,2.0
104,act,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,1.0
105,acting,0.0,0.0,0.0,1.0,0.0,0.0,0.0,3.0,0.0
106,action,0.0,24.0,0.0,29.0,0.0,24.0,0.0,9.0,25.0
107,actions,0.0,1.0,2.0,0.0,0.0,1.0,2.0,0.0,1.0
108,actionsprioritizing,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
109,actiontag,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
110,active,0.0,1.0,0.0,56.0,0.0,1.0,0.0,2.0,1.0
111,activists,0.0,2.0,0.0,2.0,0.0,2.0,0.0,0.0,3.0
112,activities,0.0,0.0,1.0,1.0,0.0,0.0,1.0,2.0,0.0
113,activity,0.0,5.0,0.0,6.0,0.0,5.0,0.0,1.0,5.0
114,actual,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0
115,actually,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0
116,adapts,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
117,adcreate,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0
118,add,0.0,16.0,0.0,56.0,0.0,16.0,0.0,88.0,15.0
119,addbreadcrumb,0.0,0.0,0.0,28.0,0.0,0.0,0.0,0.0,0.0
120,added,0.0,0.0,0.0,56.0,0.0,0.0,0.0,0.0,0.0
121,adding,0.0,0.0,2.0,0.0,0.0,0.0,2.0,0.0,0.0
122,addition,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
123,additional,0.0,8.0,18.0,33.0,0.0,8.0,3.0,7.0,10.0
124,addms,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
125,address,0.0,5.0,3.0,3.0,0.0,5.0,3.0,1.0,5.0
126,addresses,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
127,addressing,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
128,adds,0.0,5.0,0.0,0.0,0.0,5.0,0.0,0.0,5.0
129,adhere,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
130,adjust,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
131,adjustment,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
132,administer,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
133,administered,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
134,administering,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
135,administrationnew,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
136,administrator​,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
137,adobe,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0
138,adoption,0.0,0.0,1.0,1.0,0.0,0.0,1.0,2.0,1.0
139,ads,0.0,2.0,0.0,0.0,0.0,2.0,0.0,0.0,2.0
140,adult,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0
141,advance,0.0,2.0,0.0,1.0,0.0,2.0,0.0,2.0,4.0
142,advanced,0.0,2.0,0.0,57.0,0.0,2.0,0.0,2.0,1.0
143,advances,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0
144,advancing,0.0,2.0,0.0,1.0,0.0,2.0,0.0,0.0,2.0
145,advantage,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0
146,advantages,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,0.0
147,advertise,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
148,advertising,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0
149,advice,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
150,advise,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
151,advocacy,0.0,12.0,0.0,3.0,0.0,12.0,0.0,0.0,12.0
152,advocate,0.0,1.0,1.0,61.0,0.0,1.0,1.0,0.0,1.0
153,advocates,0.0,1.0,0.0,9.0,0.0,1.0,0.0,0.0,0.0
154,advocating,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
155,aff,0.0,3.0,0.0,0.0,0.0,3.0,0.0,0.0,3.0
156,affect,0.0,0.0,0.0,2.0,0.0,0.0,0.0,3.0,2.0
157,affected,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0
158,affectionately,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
159,affects,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,0.0
160,affilate,0.0,2.0,0.0,0.0,0.0,2.0,0.0,0.0,2.0
161,affiliate,0.0,13.0,3.0,0.0,0.0,13.0,2.0,0.0,11.0
162,affiliatecode,0.0,2.0,0.0,0.0,0.0,2.0,0.0,0.0,2.0
163,affiliatecodelocation,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
164,affiliated,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
165,affiliateid,0.0,4.0,0.0,0.0,0.0,4.0,0.0,0.0,4.0
166,affiliation,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0
167,affiliations,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0
168,affiliationshome,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0
169,affiliationsnational,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
170,affiliationspatient,0.0,0.0,0.0,0.0,0.0,0.0,0.0,48.0,0.0
171,affiliationswelcome,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
172,affirm,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
173,affirming,0.0,0.0,0.0,57.0,0.0,0.0,0.0,1.0,0.0
174,afford,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0
175,affordable,0.0,5.0,0.0,2.0,0.0,5.0,0.0,1.0,1.0
176,afiliacionescomentarios,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
177,afiliacionespagothe,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0
178,afraid,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
179,africa,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
180,after,0.0,10.0,6.0,88.0,0.0,9.0,3.0,128.0,14.0
181,afterward,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
182,after”,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
183,again,0.0,2.0,1.0,2.0,0.0,2.0,0.0,4.0,2.0
184,against,0.0,3.0,0.0,7.0,0.0,3.0,0.0,12.0,3.0
185,again”“this,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
186,age,0.0,6.0,4.0,2.0,0.0,6.0,2.0,6.0,7.0
187,agencies,0.0,0.0,2.0,0.0,0.0,0.0,2.0,0.0,0.0
188,agent,0.0,5.0,0.0,0.0,0.0,5.0,0.0,0.0,5.0
189,aggie,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
190,ago,0.0,41.0,0.0,0.0,0.0,41.0,0.0,1.0,42.0
191,agree,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0
192,agreement,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
193,aid,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0
194,air,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0
195,akimboå,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
196,akron,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
197,akronakron,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
198,alan,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
199,alcohol,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0
200,alert,0.0,0.0,0.0,56.0,0.0,0.0,0.0,2.0,0.0
201,alerts,0.0,2.0,0.0,0.0,0.0,2.0,0.0,1.0,2.0
202,aleve,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
203,aliases,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
204,alignment,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
205,all,0.0,30.0,20.0,493.0,0.0,32.0,19.0,43.0,31.0
206,allegheny,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
207,allentown,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
208,allergic,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,0.0
209,allergy,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
210,allergythey,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
211,allies,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
212,alliesannual,0.0,0.0,0.0,27.0,0.0,0.0,0.0,0.0,0.0
213,allow,0.0,1.0,0.0,2.0,0.0,1.0,1.0,3.0,1.0
214,allowable,0.0,6.0,0.0,0.0,0.0,6.0,0.0,0.0,7.0
215,allowed,0.0,1.0,2.0,58.0,0.0,2.0,1.0,5.0,0.0
216,allowing,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
217,allows,0.0,3.0,0.0,56.0,0.0,3.0,0.0,2.0,3.0
218,almost,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,0.0
219,alone,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,1.0
220,along,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
221,alongside,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
222,aloud,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
223,alpha,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
224,already,0.0,1.0,1.0,28.0,0.0,1.0,1.0,0.0,1.0
225,also,0.0,9.0,3.0,75.0,0.0,9.0,3.0,34.0,19.0
226,alternatives,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0
227,although,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0
228,altogether,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
229,always,0.0,9.0,0.0,4.0,0.0,9.0,0.0,3.0,8.0
230,amazing,0.0,2.0,0.0,0.0,0.0,2.0,0.0,0.0,1.0
231,amazonsmile,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
232,ambiguous,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
233,ambulatory,0.0,0.0,0.0,30.0,0.0,0.0,0.0,1.0,0.0
234,america,0.0,6.0,0.0,2.0,0.0,6.0,0.0,6.0,7.0
235,america's,0.0,2.0,0.0,0.0,0.0,2.0,0.0,0.0,2.0
236,american,0.0,0.0,0.0,4.0,0.0,0.0,0.0,1.0,0.0
237,americans,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0
238,america’s,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
239,among,0.0,0.0,0.0,2.0,0.0,0.0,0.0,1.0,0.0
240,amount,0.0,5.0,2.0,57.0,0.0,5.0,2.0,3.0,4.0
241,analystnyc,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
242,analytics,0.0,2.0,0.0,56.0,0.0,2.0,0.0,0.0,2.0
243,anatomy,0.0,2.0,0.0,0.0,0.0,2.0,0.0,0.0,2.0
244,ancient,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
245,anemia,0.0,0.0,2.0,3.0,0.0,0.0,0.0,0.0,0.0
246,anemiafewer,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0
247,anemiaprotects,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
248,anesthesia,0.0,0.0,0.0,3.0,0.0,0.0,0.0,10.0,0.0
249,anesthesiamedicationsan,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
250,anesthetic,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
251,anesthetist,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
252,anesthetists,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
253,anger,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
254,anillo,0.0,2.0,0.0,0.0,0.0,2.0,0.0,0.0,2.0
255,animals,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
256,anniversary,0.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0
257,announced,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
258,annoying,0.0,0.0,0.0,56.0,0.0,0.0,0.0,0.0,0.0
259,annual,0.0,6.0,0.0,2.0,0.0,6.0,0.0,5.0,3.0
260,anomaly,0.0,0.0,0.0,11.0,0.0,0.0,0.0,0.0,0.0
261,anomalyabortion,0.0,0.0,0.0,27.0,0.0,0.0,0.0,0.0,0.0
262,anomalylocal,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0
263,anonymous,0.0,2.0,0.0,0.0,0.0,2.0,0.0,0.0,2.0
264,another,0.0,0.0,0.0,4.0,0.0,0.0,0.0,1.0,6.0
265,another’s,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
266,answer,0.0,1.0,0.0,5.0,0.0,1.0,0.0,4.0,4.0
267,answered,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
268,answering,0.0,2.0,0.0,0.0,0.0,2.0,0.0,1.0,2.0
269,answers,0.0,5.0,0.0,0.0,0.0,5.0,0.0,3.0,3.0
270,antibioticibuprofen,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
271,antibiotics,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0
272,antibortista,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
273,anticonceptivasotro,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0
274,anticonceptivo,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
275,anxiety,0.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0
276,any,0.0,17.0,15.0,400.0,0.0,15.0,8.0,23.0,18.0
277,anyone,0.0,0.0,2.0,0.0,0.0,0.0,1.0,1.0,0.0
278,anything,0.0,1.0,0.0,2.0,0.0,1.0,0.0,2.0,1.0
279,anytime,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
280,anywhere,0.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0
281,apart,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
282,api,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
283,app,0.0,7.0,0.0,56.0,0.0,7.0,0.0,0.0,9.0
284,apparel,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
285,appear,0.0,2.0,1.0,0.0,0.0,2.0,1.0,0.0,2.0
286,appears,0.0,0.0,4.0,0.0,0.0,0.0,2.0,0.0,0.0
287,appends,0.0,2.0,0.0,0.0,0.0,2.0,0.0,0.0,2.0
288,appetite,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0
289,appetiteheadachesore,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
290,applaud,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
291,applause,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
292,applicable,0.0,0.0,3.0,0.0,0.0,0.0,3.0,0.0,0.0
293,applicant,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
294,application,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
295,applicator,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
296,applied,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,0.0
297,applies,0.0,0.0,2.0,0.0,0.0,0.0,1.0,1.0,0.0
298,apply,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0
299,appointment,0.0,20.0,71.0,23.0,0.0,18.0,50.0,8.0,19.0
300,appointments,0.0,4.0,3.0,4.0,0.0,4.0,4.0,1.0,3.0
301,appointmentschedule,0.0,0.0,14.0,0.0,0.0,0.0,12.0,0.0,0.0
302,appointmentspersonalized,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0
303,appointmentsto,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
304,appointment—not,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
305,appreciate,0.0,1.0,2.0,0.0,0.0,1.0,2.0,4.0,0.0
306,appreciation,0.0,0.0,0.0,56.0,0.0,0.0,0.0,0.0,0.0
307,approach,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0
308,appropriate,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
309,approval,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,0.0
310,approximately,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,0.0
311,apps,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
312,april,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
313,archived,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
314,area,0.0,0.0,10.0,114.0,0.0,0.0,7.0,2.0,0.0
315,areas,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
316,arecredentialswomen’s,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
317,arejobs,0.0,0.0,0.0,27.0,0.0,0.0,0.0,0.0,0.0
318,arememberships,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
319,areoverviewwe,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
320,arepatient,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
321,arephysiciansmartin,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
322,arewe,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
323,args,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
324,arising,0.0,0.0,0.0,28.0,0.0,0.0,0.0,0.0,0.0
325,arm,0.0,3.0,0.0,0.0,0.0,3.0,0.0,1.0,3.0
326,around,0.0,0.0,1.0,7.0,0.0,0.0,1.0,0.0,0.0
327,arrange,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
328,arranged,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
