index,url,urls_visited,token1,count1,token2,count2,token3,count3,token4,count4,token5,count5,token6,count6,token7,count7,token8,count8,token9,count9,token10,count10,token11,count11,token12,count12,token13,count13,token14,count14,token15,count15,token16,count16,token17,count17,token18,count18,token19,count19,token20,count20,token21,count21,token22,count22,token23,count23,token24,count24,token25,count25,token26,count26,token27,count27,token28,count28,token29,count29,token30,count30,token31,count31,token32,count32,token33,count33,token34,count34,token35,count35,token36,count36,token37,count37,token38,count38,token39,count39,token40,count40,token41,count41,token42,count42,token43,count43,token44,count44,token45,count45,token46,count46,token47,count47,token48,count48,token49,count49,token50,count50,token51,count51,token52,count52,token53,count53,token54,count54,token55,count55,token56,count56,token57,count57,token58,count58,token59,count59,token60,count60,token61,count61,token62,count62,token63,count63,token64,count64,token65,count65,token66,count66,token67,count67,token68,count68,token69,count69,token70,count70,token71,count71,token72,count72,token73,count73,token74,count74,token75,count75,token76,count76,token77,count77,token78,count78,token79,count79,token80,count80,token81,count81,token82,count82,token83,count83,token84,count84,token85,count85,token86,count86,token87,count87,token88,count88,token89,count89,token90,count90,token91,count91,token92,count92,token93,count93,token94,count94,token95,count95,token96,count96,token97,count97,token98,count98,token99,count99,token100,count100,token101,count101,token102,count102,token103,count103,token104,count104,token105,count105,token106,count106,token107,count107,token108,count108,token109,count109,token110,count110,token111,count111,token112,count112,token113,count113,token114,count114,token115,count115,token116,count116,token117,count117,token118,count118,token119,count119,token120,count120,token121,count121,token122,count122,token123,count123,token124,count124,token125,count125,token126,count126,token127,count127,token128,count128,token129,count129,token130,count130,token131,count131,token132,count132,token133,count133,token134,count134,token135,count135,token136,count136,token137,count137,token138,count138,token139,count139,token140,count140,token141,count141,token142,count142,token143,count143,token144,count144,token145,count145,token146,count146,token147,count147,token148,count148,token149,count149,token150,count150,token151,count151,token152,count152,token153,count153,token154,count154,token155,count155,token156,count156,token157,count157,token158,count158,token159,count159,token160,count160,token161,count161,token162,count162,token163,count163,token164,count164,token165,count165,token166,count166,token167,count167,token168,count168,token169,count169,token170,count170,token171,count171,token172,count172,token173,count173,token174,count174,token175,count175,token176,count176,token177,count177,token178,count178,token179,count179,token180,count180,token181,count181,token182,count182,token183,count183,token184,count184,token185,count185,token186,count186,token187,count187,token188,count188,token189,count189,token190,count190,token191,count191,token192,count192,token193,count193,token194,count194,token195,count195,token196,count196,token197,count197,token198,count198,token199,count199,token200,count200,id
count24,https://youroptionsma.org/contact-us/,20,options,362,solid,361,your,288,you,281,pregnancy,221,medical,192,screen,117,abortion,102,appointment,102,all,101,information,88,make,86,contact,81,have,81,main,76,ultrasound,76,they,71,about,71,can,71,only,66,women,64,new,64,clinic,64,there,64,blog,61,every,60,students,60,español,59,adoption,59,transparent,57,not,56,provide,55,parenting,52,fall,51,when,51,always,48,schedule,48,testing,47,else,46,need,46,made,46,kind,45,counseling,44,centers,44,free,43,how,43,one,42,provided,40,know,39,faqs,39,table,38,thead,38,center,38,left,38,best,38,just,37,var,37,river,36,more,36,staff,34,had,34,span,34,revere,32,learning,32,place,31,help,31,unexpected,31,material,31,someone,30,learn,30,scared,30,daughter,30,listened,30,facing,30,brookline,30,our,29,confidential,28,like,27,some,27,through,27,lab-quality,27,here,26,street,26,pregnant,26,body,25,may,24,regarding,23,call,23,even,22,support,22,obstetrical,22,over,22,care,22,text,22,services,21,test,21,resources,21,ultrasounds,21,photos,21,experience,21,this,21,choice,20,offering,20,navigation,20,important,20,who,20,div,20,knowledge,20,right,20,function,20,way,20,education,19,person,19,given,19,"""dark""",19,toggle,19,universalpixelapi,19,sexual,19,ttduniversalpixelapi,19,single,19,baby,19,out,19,based,19,get,18,done,18,believe,18,people,18,nurse,18,day,18,possible,18,such,18,taking,17,treated,17,broadway,17,needed,17,suite,17,thank,17,beacon,17,raising,17,fetal,17,accurate,17,any,17,classes,16,questions,16,"""its""",16,pain,16,vital,16,welcome,16,life,16,thought,16,reasons,16,use,16,talk,16,what,16,let,16,difficult,16,meet,16,found,15,bad,15,received,15,working,15,ear,15,love,15,doing,15,incentives,15,"""whats""",15,honest,15,things,15,resource,15,thinks,15,cry,15,grateful,15,extremely,15,warm,15,real,15,forever,15,excellent,15,truthful,15,greeted,15,never,15,interaction,15,"""youve""",15,saved,15,everyone,15,truly,15,listen,15,long,15,profit,15,felt,15,non,15,awesome,15,difference,15,better,15,went,15,instead,15,thankful,15,anywhere,15,confused,15,educational,15,"""ive""",15,17
count25,https://youroptionsma.org/,23,options,429,solid,413,your,360,you,351,pregnancy,266,medical,236,screen,133,abortion,125,all,117,appointment,114,information,108,make,102,have,100,contact,94,main,89,ultrasound,88,about,82,can,81,they,80,adoption,76,only,76,there,75,clinic,74,women,74,provide,74,new,73,not,71,blog,70,students,69,español,68,every,68,parenting,66,transparent,66,fall,60,when,58,testing,55,always,55,need,55,schedule,53,counseling,52,free,52,how,52,made,52,else,52,centers,51,kind,51,provided,48,one,47,best,45,faqs,45,table,44,center,44,know,44,thead,44,river,42,left,42,more,41,just,41,unexpected,40,staff,40,var,40,help,39,span,38,revere,38,had,38,facing,37,material,36,brookline,36,place,36,learning,36,confidential,35,our,35,listened,34,scared,34,someone,34,daughter,34,learn,32,some,32,through,31,lab-quality,31,pregnant,30,services,30,street,29,like,29,here,29,even,28,body,28,important,28,support,28,may,28,regarding,27,care,26,over,26,resources,26,call,25,this,25,ultrasounds,25,obstetrical,25,single,24,way,24,photos,24,right,24,who,24,text,24,test,24,baby,24,knowledge,23,offering,23,done,23,function,23,choice,23,navigation,23,experience,23,universalpixelapi,22,ttduniversalpixelapi,22,toggle,22,given,22,based,22,"""dark""",22,such,22,education,22,possible,21,get,21,needed,21,out,21,day,21,person,21,sexual,21,people,21,fetal,21,believe,21,any,20,raising,20,nurse,20,div,20,suite,20,broadway,20,taking,20,beacon,20,treated,19,reasons,19,difficult,19,talk,19,accurate,19,classes,19,time,18,vital,18,welcome,18,pain,18,life,18,use,18,meet,18,"""its""",18,what,18,thought,18,let,18,questions,18,unplanned,18,thank,18,resource,17,weekly,17,forever,17,received,17,greeted,17,difference,17,hardest,17,things,17,cry,17,never,17,extremely,17,thinks,17,clean,17,educational,17,"""whats""",17,awesome,17,felt,17,shoulder,17,non,17,truthful,17,bad,17,honest,17,truly,17,went,17,willing,17,thankful,17,listen,17,saved,17,instead,17,friends,17,anywhere,17,but,17,real,17,her,17,"""youve""",17,"""ive""",17,love,17,profit,17,excellent,17,helped,17,ear,17,18
count26,https://youroptionsma.org/,23,options,429,solid,413,your,360,you,351,pregnancy,266,medical,236,screen,133,abortion,125,all,117,appointment,114,information,108,make,102,have,100,contact,94,main,89,ultrasound,88,about,82,can,81,they,80,adoption,76,only,76,there,75,clinic,74,women,74,provide,74,new,73,not,71,blog,70,students,69,español,68,every,68,parenting,66,transparent,66,fall,60,when,58,testing,55,always,55,need,55,schedule,53,counseling,52,free,52,how,52,made,52,else,52,centers,51,kind,51,provided,48,one,47,best,45,faqs,45,table,44,center,44,know,44,thead,44,river,42,left,42,more,41,just,41,unexpected,40,staff,40,var,40,help,39,span,38,revere,38,had,38,facing,37,material,36,brookline,36,place,36,learning,36,confidential,35,our,35,listened,34,scared,34,someone,34,daughter,34,learn,32,some,32,through,31,lab-quality,31,pregnant,30,services,30,street,29,like,29,here,29,even,28,body,28,important,28,support,28,may,28,regarding,27,care,26,over,26,resources,26,call,25,this,25,ultrasounds,25,obstetrical,25,single,24,way,24,photos,24,right,24,who,24,text,24,test,24,baby,24,knowledge,23,offering,23,done,23,function,23,choice,23,navigation,23,experience,23,universalpixelapi,22,ttduniversalpixelapi,22,toggle,22,given,22,based,22,"""dark""",22,such,22,education,22,possible,21,get,21,needed,21,out,21,day,21,person,21,sexual,21,people,21,fetal,21,believe,21,any,20,raising,20,nurse,20,div,20,suite,20,broadway,20,taking,20,beacon,20,treated,19,reasons,19,difficult,19,talk,19,accurate,19,classes,19,time,18,vital,18,welcome,18,pain,18,life,18,use,18,meet,18,"""its""",18,what,18,thought,18,let,18,questions,18,unplanned,18,thank,18,resource,17,weekly,17,forever,17,received,17,greeted,17,difference,17,hardest,17,things,17,cry,17,never,17,extremely,17,thinks,17,clean,17,educational,17,"""whats""",17,awesome,17,felt,17,shoulder,17,non,17,truthful,17,bad,17,honest,17,truly,17,went,17,willing,17,thankful,17,listen,17,saved,17,instead,17,friends,17,anywhere,17,but,17,real,17,her,17,"""youve""",17,"""ive""",17,love,17,profit,17,excellent,17,helped,17,ear,17,19
count27,http://clearwayclinic.com/,25,ease,5184,--e-global-color-primary,1488,menu,1392,button,1248,top,960,transform,720,opacity,624,-moz-transform,600,-webkit-transform,600,animation,576,abortion,570,search,529,background,504,hide,432,style,408,font,336,pregnancy,327,color,312,you,304,hover,288,item,288,transparent,288,clinic,283,show,267,label,264,about,247,none,242,image-based,240,image,216,clearway,214,right,199,var,194,bottom,193,field,192,care,175,your,175,block,169,position,168,submenu,168,anims,168,pill,167,this,164,birth,160,first,156,our,151,sti,149,overlay,144,reveal,144,colors,144,span,144,logo,144,after,143,control,142,services,133,elementor,127,can,127,not,126,new,126,testing,123,open,123,prenatal,122,remove,121,content,121,abortions,120,speed,120,header,120,show-element,120,widgets,120,reveal-blocky,120,reveal-blockx,120,alternate,120,animations,120,middle,120,arrow,120,symptoms,119,health,118,reversal,114,signs,112,medical,108,when,107,worcester,105,have,102,reviews,102,form,98,patient,98,faq,97,distances,97,linear,97,blog,97,during,97,fades,96,border-radius,96,drop-down,96,icon,96,widget,96,replacement,96,element,96,heading,96,theme,96,scrollbar,96,default,96,height,96,container,96,schedule,89,call,88,miscarriage,87,before,86,second,84,contact,84,end,84,springfield,80,professionals,78,stis,77,left,77,main,76,education,76,clear,74,delay,74,important,74,down,73,expanded,73,close,73,current,73,begin,73,wrapper,72,icons,72,ease-out,72,side,72,instagram,72,class,72,hidden,72,columns,72,alignment,72,subheading,72,duration,72,ultrasound,70,information,68,appointment,63,adoption,63,all,63,resources,63,treatment,60,post-abortion,59,grief,59,consultation,57,these,57,women,56,std,55,men,55,very,54,home,54,available,53,types,53,appointments,53,monday,53,data,53,morning,53,set,52,guidance,52,last,52,counselors,52,fetal,51,pre-abortion,51,they,51,disease,51,pelvic,50,inflammatory,49,programs,49,contents,49,indicator,49,size,49,front,49,items,49,rotatein-new,48,swing,48,border,48,site,48,wobble,48,rollin,48,value,48,padding,48,width,48,rotateindownleft-new,48,auto,48,rotateindownright-new,48,rotateinupleft-new,48,apply,48,gradient,48,rotateinupright-new,48,pressed,48,mouseenter,48,tada,48,woo,48,name,48,"""use""",48,roundness,48,woocommerce,48,slideinleft-new,48,customization,48,slideindown-new,48,20
count28,http://www.springfieldpcc.org/,4,var,34,new,18,display,16,business,10,you,9,your,8,tbwasidentified,8,can,7,services,7,need,6,care,5,san,4,home,4,"""undefined""",4,just,4,else,4,elementdefndiv,4,"""table""",4,sometimes,4,---,4,available,4,childdiv,4,about,4,"""its""",4,because,4,browse,4,segoe,4,someone,4,talk,4,how,4,small,4,our,3,repair,3,life,3,springfield,3,organization,3,businesses,3,function,3,sports,3,homestead,3,construction,3,andâ,3,york,3,website,3,retail,3,this,3,electronics,3,youâ,3,find,3,pregnancy,3,years,2,virginia,2,beauty,2,designed,2,willâ,2,"""isnt""",2,call,2,been,2,computer,2,other,2,legal,2,carolina,2,north,2,homestead\x99,2,baby,2,auto,2,shared,2,payload,2,directory,2,sumner,2,who,2,cities,2,usually,2,god,2,technologies,2,help,2,list,2,service,2,all,2,dakota,2,estate,2,kansas,2,celebrating,2,ssr,2,free,2,attorneys,2,financial,2,owner,2,garden,2,south,2,electrical,2,venues,2,many,2,inâ,2,his,2,spcc,2,test,2,"""netscape""",2,group,2,salons,2,centerwebsite,2,affirming,2,only,2,see,2,make,2,travel,2,content,2,strrelativepagepath,2,beâ,2,facebook,2,email,2,file,2,required,2,cooling,2,options,2,strrelativepathtoroot,2,agents,2,real,2,stores,2,information,2,what,2,food,2,right,2,changed,2,articles,1,delivery,1,car,1,arts,1,ask,1,artists,1,vermont,1,departments,1,assist,1,iowa,1,video,1,page,1,island,1,furnishings,1,art,1,nakama,1,send,1,juneau,1,keep,1,keepâ,1,kentucky,1,kept,1,those,1,keys,1,apartment,1,furniture,1,washington,1,receive,1,kindergartens,1,receiving,1,recent,1,much,1,center,1,category,1,read,1,serviceâ,1,catch,1,carpet,1,nebraska,1,fully,1,arkansas,1,arizona,1,visit,1,areâ,1,japanese,1,area,1,carshare,1,holy,1,jersey,1,rated,1,pregnancyâ,1,parameter,1,parameters,1,volunteersâ,1,nevada,1,callâ,1,friday,1,below,1,break,1,transportation,1,offices,1,bibles,1,private,1,privacy,1,beverly,1,promiseâ,1,sporting,1,illinois,1,sprinklers,1,indiana,1,oregon,1,feel,1,informationâ,1,informed,1,begin,1,idaho,1,21
count3,https://go.awhc.net/abortion-info?gclid=EAIaIQobChMI-NLMmZrK8wIVCZ2zCh2VTwoiEAAYASAAEgJLC_D_BwE,1,abortion,19,you,19,health,9,attleboro,9,"""womens""",9,medical,8,surgical,6,repeat,6,your,6,pregnancy,6,make,5,screen,5,appointment,5,solid,5,about,4,along,4,schedule,4,free,4,know,4,procedures,3,not,3,how,3,function,3,types,3,information,3,should,3,may,3,different,3,things,2,can,2,text,2,there,2,these,2,menstrual,2,methods,2,method,2,three,2,receive,2,phone,2,this,2,have,2,today,2,center,2,call,2,used,2,last,2,provide,2,having,2,facts,2,far,2,informed,2,considering,2,before,2,must,2,ultrasound,2,limited,2,confirmation,2,upon,2,which,1,substitute,1,tracker,1,would,1,select,1,clinic,1,touch,1,clients,1,no-repeat,1,deserve,1,refer,1,emptying,1,lab-quality,1,fully,1,regarding,1,support,1,other,1,woman’s,1,after,1,email,1,screening,1,out,1,eligible,1,depend,1,end,1,all,1,trackingdata,1,staff,1,stdsfor,1,two,1,std,1,few,1,obtained,1,obstetrical,1,ultrasoundfree,1,been,1,various,1,var,1,based,1,purposes,1,uterus,1,using,1,uses,1,procedure,1,new,1,important,1,proceduresif,1,non-surgical,1,available,1,facility,1,visits,1,steps,1,what,1,completed,1,ends,1,it’s,1,days,1,date,1,only,1,involved,1,involve,1,"""well""",1,sure,1,answer,1,cycle,1,offer,1,preferred,1,current,1,first,1,pregnant,1,find,1,questions,1,try,1,more,1,intended,1,office,1,one--,1,professional,1,testingfree,1,learn,1,"""lets""",1,catch,1,candidate,1,thank,1,tell,1,testinginformation,1,risks,1,charge,1,above,1,early,1,thinking,1,pill,1,require,1,does,1,terminate,1,you’re,1,testget,1,education,1,chemicals,1,test,1,getting,1,gestational,1,future,1,perform,1,resources,1,long,1,further,1,return,1,through,1,relied,1,talk,1,general,1,presenter,0,presentation,0,permits,0,permissive,0,pernet,0,presentations,0,presented,0,permitted,0,plague,0,presiones,0,presenting,0,preserve,0,president,0,presize,0,permissions,0,pressed,0,pressure,0,pressured,0,permission,0,pressures,0,pressuring,0,pretesting,0,pretty,0,present,0,preparing,0,persist,0,preparation,0,pregnancywhile,0,pregnancyâ,0,pregnant-abortion,0,3
count30,http://clearwayclinic.com/#,25,ease,5184,--e-global-color-primary,1488,menu,1392,button,1248,top,960,transform,720,opacity,624,-moz-transform,600,-webkit-transform,600,animation,576,abortion,570,search,529,background,504,hide,432,style,408,font,336,pregnancy,327,color,312,you,304,hover,288,item,288,transparent,288,clinic,283,show,267,label,264,about,247,none,242,image-based,240,image,216,clearway,214,right,199,var,194,bottom,193,field,192,care,175,your,175,block,169,position,168,submenu,168,anims,168,pill,167,this,164,birth,160,first,156,our,151,sti,149,overlay,144,reveal,144,colors,144,span,144,logo,144,after,143,control,142,services,133,elementor,127,can,127,not,126,new,126,testing,123,open,123,prenatal,122,remove,121,content,121,abortions,120,speed,120,header,120,show-element,120,widgets,120,reveal-blocky,120,reveal-blockx,120,alternate,120,animations,120,middle,120,arrow,120,symptoms,119,health,118,reversal,114,signs,112,medical,108,when,107,worcester,105,have,102,reviews,102,form,98,patient,98,faq,97,distances,97,linear,97,blog,97,during,97,fades,96,border-radius,96,drop-down,96,icon,96,widget,96,replacement,96,element,96,heading,96,theme,96,scrollbar,96,default,96,height,96,container,96,schedule,89,call,88,miscarriage,87,before,86,second,84,contact,84,end,84,springfield,80,professionals,78,stis,77,left,77,main,76,education,76,clear,74,delay,74,important,74,down,73,expanded,73,close,73,current,73,begin,73,wrapper,72,icons,72,ease-out,72,side,72,instagram,72,class,72,hidden,72,columns,72,alignment,72,subheading,72,duration,72,ultrasound,70,information,68,appointment,63,adoption,63,all,63,resources,63,treatment,60,post-abortion,59,grief,59,consultation,57,these,57,women,56,std,55,men,55,very,54,home,54,available,53,types,53,appointments,53,monday,53,data,53,morning,53,set,52,guidance,52,last,52,counselors,52,fetal,51,pre-abortion,51,they,51,disease,51,pelvic,50,inflammatory,49,programs,49,contents,49,indicator,49,size,49,front,49,items,49,rotatein-new,48,swing,48,border,48,site,48,wobble,48,rollin,48,value,48,padding,48,width,48,rotateindownleft-new,48,auto,48,rotateindownright-new,48,rotateinupleft-new,48,apply,48,gradient,48,rotateinupright-new,48,pressed,48,mouseenter,48,tada,48,woo,48,name,48,"""use""",48,roundness,48,woocommerce,48,slideinleft-new,48,customization,48,slideindown-new,48,22
count31,http://www.problempregnancy.org,24,you,673,pregnancy,631,your,511,abortion,450,problem,242,not,235,may,193,all,179,can,170,help,145,this,141,body,141,free,139,pill,137,auto,132,after,117,call,117,schedule,114,var,114,plan,109,want,109,make,103,now,99,trimester,96,taking,93,safety,93,what,93,pressures,92,planned,90,about,88,tbody,88,thead,88,guysin,84,abortionhelp,84,answersproblem,84,testspregnancy,84,parenthoodabortion,84,testsultrasoundabortion,84,pillabortion,84,surgical,84,lawsabortion,84,symptomsservicesfree,84,friendpregnancypregnancy,84,checklistfirst,84,consultationcommunity,84,std’sabortion,84,directions,84,referralsfor,84,reversalabortion,84,consultationabortion,84,text,78,unplanned,78,have,74,does,74,should,71,email,71,more,69,sure,69,facing,69,get,68,limited,67,risks,66,provide,66,appointment,64,pleasant,63,you’re,63,visit,63,how,62,they,60,ultrasound,57,our,55,common,55,worcester,55,test,53,women,52,services,51,possible,51,embarazo,51,health,49,enter,47,uterus,47,need,47,book,46,learn,46,contraception,45,emergency,45,cancel,45,fill,45,english,43,homeabortionfree,42,menuhomeabortionfree,42,other,42,side,40,choice,40,options,40,most,40,confirm,39,take,39,pregnancies,39,choose,39,effects,39,used,38,any,38,aborto,37,know,36,talk,36,first,36,cause,34,information,34,known,33,end,33,ectopic,33,future,33,dilation,33,contact,33,abdominal,32,clinic,32,effective,32,morning,32,type,32,here,32,her,32,uterine,32,understand,31,someone,31,several,31,out,31,natural,31,result,31,facts,30,scarring,30,having,30,important,30,contraceptive,30,routine,30,mayo,30,pain,30,experience,29,situation,29,weeks,29,woman,29,along,28,next,28,medical,28,including,28,there,28,before,28,questions,27,one,27,new,27,pregnant,27,viable,26,during,26,some,26,far,26,find,26,address,26,procedure,26,central,26,but,25,answers,24,refer,24,she,24,appointmentif,24,center,24,check,23,booking,23,quick,23,solid,23,come,23,time,23,like,23,required,23,than,23,could,23,provides,23,spanish,23,copyright,23,perform,23,approve,22,menstrual,22,username,22,astra,22,period,22,elementorfrontendconfig,22,wait,22,para,22,many,22,risk,22,multi-slot,22,reversal,22,instructions,22,name,22,password,22,connect,22,rights,22,resetting,22,menuhomepregnancy,21,which,21,include,21,23
count32,http://newdirectionpc.org/,19,you,143,new,129,pregnancy,96,contact,93,options,88,center,85,direction,83,about,78,your,75,hours,73,services,70,our,68,information,63,var,59,men,57,call,57,any,56,not,55,text,55,students,52,make,52,faq,52,none,51,can,51,this,48,free,48,abortion,47,appointment,45,may,43,use,42,adoption,42,classes,42,ultrasounds,41,tests,40,parenting,40,else,38,donate,36,message,35,learn,34,counseling,34,closed,34,email,32,please,32,more,31,name,30,privacy,29,sites,28,terms,28,policy,25,have,24,also,24,when,24,site,22,these,21,other,21,get,21,all,21,school,21,first,21,function,20,file,20,street,19,touch,19,"""womens""",18,facebook,18,links,17,used,17,inline,17,send,17,due,17,mobile,17,schools,17,does,17,url,17,bad,17,how,17,auto-generated,17,local,17,quick,16,script,16,nav,16,donor,16,hover,16,women’s,16,directions,15,through,15,services---pregnancy,14,preferred,14,method,14,available,13,their,13,phone,13,what,13,help,13,client,12,registration,12,one,12,berkshire,12,high,11,provide,11,such,11,team,11,state,10,confidential,10,women,10,important,9,under,9,personal,9,financial,9,regarding,9,questions,9,trained,8,content,8,here,8,using,8,who,8,upon,8,support,8,but,8,including,8,service,8,need,8,material,8,materials,8,necessary,7,only,7,some,7,without,7,unplanned,7,which,7,protect,7,limited,7,most,7,obtained,6,disclose,6,there,6,statement,6,schedule,6,experience,6,current,6,clients,6,always,6,determine,6,while,6,part,6,them,6,whether,6,personally,6,internet,6,take,6,earn,6,those,6,auto,6,choose,6,both,6,tell,5,would,5,should,5,baby,5,why,5,calling,5,choices,5,secretary,5,collect,5,products,5,provided,5,required,5,attorney,5,contained,5,after,5,user,5,users,5,receive,5,conditions,5,identifiable,5,licensors,5,appropriate,5,it’s,5,online,5,rights,5,imply,5,performed,4,return,4,must,4,experiencing,4,perform,4,along,4,exclusion,4,decision,4,today,4,county,4,informed,4,home,4,many,4,present,4,day,4,way,4,nor,4,identification,4,apply,4,24
count33,https://pccnortheast.org/,15,pregnancy,182,you,141,abortion,134,only,103,auto,90,your,90,they,85,center,85,this,84,care,80,services,76,not,71,var,70,can,69,sat,64,our,63,support,60,pcc,60,file,57,all,57,closed,52,provide,52,contact,51,mon,48,location,48,month,48,wed,48,fri,48,thurs,48,tues,48,after,47,appointment,45,adoption,44,testing,43,symptoms,41,parenting,38,ultrasounds,38,options,36,free,35,know,34,but,34,one,34,new,32,faq,32,students,32,how,31,because,31,gave,30,type,30,medical,30,about,28,have,27,need,27,more,26,information,26,without,26,who,26,someone,25,any,25,test,24,what,22,body,22,women,22,ultrasound,22,able,21,sometimes,21,should,20,current,20,former,20,different,19,merrimack,19,refer,19,mammoth,19,ames,19,road,19,even,19,street,19,while,19,other,18,education,18,get,18,you’re,17,offer,17,pro-woman,17,when,16,help,16,been,16,haverhill,16,intended,16,call,16,lawrence,16,lowell,16,presented,15,copyright,15,professional,15,arbitrary,15,people,15,step,15,discrimination,15,wait,15,learn,15,may,15,website,15,here,15,text,15,relied,15,purposes,15,navigation,15,auto-generated,15,religious,15,rights,15,upon,15,general,15,northeast,15,substitute,15,toggle,15,row,14,contains,14,return,14,take,14,number,14,uploading,14,link,14,files,14,size,14,form,14,content,14,last,14,exceeds,14,must,14,placeholders,14,like,14,complete,14,saving,14,problem,14,would,13,got,13,make,12,them,12,before,12,needed,12,completely,12,confidential,12,heavy,12,client,11,consider,11,best,11,give,11,share,11,own,11,kind,11,really,11,going,11,tunnel,10,also,10,warmth,10,slightly,10,welcomed,10,removed,10,peer-counselor,10,focused,10,renewed,10,talk,10,listen,10,went,10,means,10,map,10,struggles,10,felt,10,belonged,10,knowledge,10,it’s,10,took,10,helped,10,develop,10,"""didnt""",10,nicely,10,just,10,trenches,10,lot,10,specialize,10,thoughts,10,stressed,10,safe,10,leave,10,judgment,10,uplifting,10,walked,10,health,10,some,9,risks,9,feel,9,available,9,there,9,"""youve""",9,questions,8,serious,8,taken,8,decision,8,unplanned,7,25
count4,https://bostonpregnancychoices.org/,24,pregnancy,605,you,434,center,316,your,210,solid,198,div,162,boston,150,contact,149,var,144,about,132,services,128,options,122,label,120,make,119,only,115,can,111,help,110,appointment,108,counseling,105,free,98,choices,96,not,95,our,91,ultrasound,90,screen,89,donate,89,this,88,file,82,have,75,textarea,74,input,72,select,72,guys,71,abortion,70,symptoms,70,closed,69,blog,69,faq,67,referrals,65,unplanned,62,tests,58,adoption,57,but,56,new,56,what,55,call,53,after-abortion,53,all,53,important,51,parenting,51,available,51,know,46,text,45,may,45,experiencing,45,support,43,might,43,get,42,true,42,type,41,suite,39,one,39,lincoln,39,after,37,today,37,provide,36,any,36,first,36,crucial,34,while,33,through,33,please,33,more,32,steps,32,test,31,virtual,30,unsure,29,information,28,office,27,guide,26,determine,26,schedule,26,tell,26,interested,26,status,25,how,25,worry,25,function,24,signs,24,email,24,navigation,23,else,23,complete,23,women,23,been,23,method,23,tuesday,22,link,22,nonprofit,22,toggle,22,wednesday,22,return,22,thursday,22,yes,22,auto-generated,22,monday,22,saturday,22,phone,22,sunday,22,friday,22,tax,22,hours,22,contents,21,leave,21,body,21,contacted,21,chrome,21,delay,21,who,21,bug,21,current,21,prefer,21,preferred,21,placeholders,21,milliseconds,21,form,21,scroll,21,fix,21,"""ltr""",20,uploading,20,offer,20,files,20,size,20,number,20,exceeds,20,saving,20,problem,20,wait,20,must,20,"""text""",20,row,20,contains,20,content,20,want,19,take,19,resources,18,learn,18,should,18,they,17,there,17,display,16,staff,16,table,16,client,16,early,15,these,15,their,15,questions,15,positive,15,many,15,map,15,yourself,15,those,15,like,14,whether,14,here,14,need,14,also,13,decision,13,child,13,bcpc,13,variety,13,see,12,types,12,find,12,thoughts,12,would,12,pregnant,11,regarding,11,offers,11,visit,11,could,11,right,11,woman,11,men,10,making,10,lab-quality,10,different,10,does,10,option,10,choice,9,other,9,fetus,9,when,9,confidential,9,common,9,just,9,which,9,risks,9,second,8,4
count6,https://pregnancyma.com/,6,solid,82,all,60,pregnancy,60,screen,46,opacity,40,auto,37,only,36,-webkit-transform,30,color,30,free,30,var,26,blockquote,25,make,25,ease,20,transform,20,abortion,20,help,20,our,20,you,19,heartbeat,19,massachusetts,19,appointment,18,tests,15,theme,15,divi,15,license,15,center,14,services,13,burlington,12,after,10,clinics,10,entered,10,background-color,10,test,10,following,10,donors,8,number,7,information,7,this,6,check,6,hours,5,licensed,5,home,5,html,5,powerful,5,friend,5,today,5,helping,5,elegant,5,wrong,5,stis,5,fix,5,select,5,mit,5,monday,5,morning,5,winn,5,most,5,daniel,5,nav,5,negative,5,public,5,author,5,correct,5,copyright,5,faqs,5,email,5,adoption,5,men,5,under,5,below,5,fields,5,office,5,fill,5,let,5,positive,5,follow,5,closedthursday,5,thead,5,closedsunday,5,closed,5,general,5,sure,5,pill,5,parenting,5,risks,5,gnu,5,themes,5,closedtuesday,5,"""uxlwqpdtjo""",5,symptoms,5,eden,5,page,5,here,4,may,3,referrals,3,phone,3,baby,3,log,3,lives,2,their,2,charitable,2,leave,2,unplanned,2,used,2,provides,2,into,2,new,2,must,2,your,2,questions,2,yes,2,cummings,2,gifts,2,give,2,challenging,2,gift,2,call,2,annual,2,commitment,2,can,2,foundation,2,answer,2,we’re,2,funds,2,box,2,choose,2,items,2,any,2,return,2,permission,2,through,2,donate,2,recently,1,inforgot,1,government,1,choicestermshelpcontact,1,available,1,giving,1,june,1,tax-deductible,1,facebookenglish,1,personal,1,facebook,1,counseling,1,every,1,receive,1,insurance,1,nonprofit,1,investment,1,real,1,name,1,sign,1,ways,1,estate,1,monthly,1,valuable,1,needs,1,variety,1,certificates,1,annuities,1,invested,1,tax,1,inmessengerfacebook,1,payable,1,clients,1,property,1,policyprivacy,1,bonds,1,please,1,stocks,1,pledge,1,which,1,born,1,clothes,1,operating,1,prenatal,1,care,1,options,1,policies,1,founded,1,infant,1,support,1,completely,1,complete,1,supply,1,submit,1,come,1,community,1,calling,1,post-abortion,1,toddler,1,herald,1,function,1,online,1,trust,1,cash,1,trusts,1,uplog,1,uploading,1,5
