,token,Total0,Total1,Total2
120,add,16.0,0.0,1.0
121,added,0.0,0.0,2.0
122,addiction,0.0,0.0,21.0
123,addictions,0.0,0.0,1.0
124,addition,0.0,0.0,12.0
125,additional,7.0,0.0,67.0
126,additionally,0.0,0.0,1.0
127,additions,0.0,0.0,1.0
128,addms,1.0,0.0,0.0
129,address,5.0,0.0,8.0
130,addressed,0.0,0.0,1.0
131,addresses,1.0,0.0,1.0
132,addressing,0.0,0.0,5.0
133,adds,5.0,0.0,0.0
134,adebimpe,0.0,0.0,2.0
135,adelphi,0.0,0.0,1.0
136,adenomatous,0.0,0.0,1.0
137,adenomyosis,0.0,0.0,1.0
138,adequate,0.0,0.0,2.0
139,adhere,1.0,0.0,0.0
140,adjunct,0.0,0.0,1.0
141,adjust,0.0,0.0,3.0
142,adler,0.0,0.0,2.0
143,administered,0.0,0.0,1.0
144,administering,0.0,0.0,2.0
145,administration,0.0,0.0,15.0
146,administrationnew,1.0,0.0,0.0
147,administrative,1.0,0.0,6.0
148,administrators,0.0,0.0,1.0
149,admissions,0.0,0.0,1.0
150,admitting,0.0,0.0,1.0
151,adolescent,0.0,0.0,5.0
152,adolescents,0.0,0.0,1.0
153,adopted,0.0,0.0,5.0
154,ads,2.0,0.0,0.0
155,adult,0.0,0.0,12.0
156,adults,0.0,0.0,79.0
157,advance,3.0,0.0,2.0
158,advanced,1.0,0.0,22.0
159,advances,1.0,0.0,3.0
160,advancing,2.0,0.0,4.0
161,adverse,0.0,0.0,2.0
162,adversely,0.0,0.0,1.0
163,advisable,1.0,0.0,0.0
164,advise,0.0,0.0,2.0
165,advised,0.0,0.0,8.0
166,advisory,0.0,0.0,2.0
167,advocacy,13.0,0.0,0.0
168,advocate,1.0,0.0,1.0
169,aesthetic,0.0,0.0,2.0
170,aetna,1.0,0.0,0.0
171,aff,3.0,0.0,0.0
172,affect,0.0,0.0,11.0
173,affected,0.0,0.0,6.0
174,affecting,0.0,0.0,2.0
175,affects,0.0,0.0,4.0
176,affilate,2.0,0.0,0.0
177,affiliate,13.0,0.0,9.0
178,affiliatecode,2.0,0.0,0.0
179,affiliatecodelocation,1.0,0.0,0.0
180,affiliated,0.0,0.0,13.0
181,affiliateid,4.0,0.0,0.0
182,affiliates,0.0,0.0,3.0
183,affiliation,1.0,0.0,2.0
184,affiliations,0.0,0.0,1.0
185,affirming,0.0,0.0,1.0
186,afflicting,0.0,0.0,1.0
187,affordable,5.0,0.0,0.0
188,afp,0.0,0.0,1.0
189,africa,1.0,0.0,1.0
190,african,0.0,0.0,2.0
191,after,11.0,0.0,167.0
192,again,2.0,0.0,4.0
193,against,2.0,0.0,10.0
194,age,8.0,0.0,21.0
195,aged,0.0,0.0,1.0
196,agencies,0.0,0.0,2.0
197,agency,0.0,0.0,3.0
198,agent,5.0,0.0,0.0
199,agents,0.0,0.0,1.0
200,ages,0.0,0.0,52.0
201,aging,0.0,0.0,1.0
202,agnew,0.0,0.0,2.0
203,ago,41.0,0.0,0.0
204,agree,1.0,0.0,9.0
205,agreed,0.0,0.0,1.0
206,agreement,0.0,0.0,2.0
207,agriculture,0.0,0.0,1.0
208,agsf,0.0,0.0,2.0
209,aguiar,0.0,0.0,2.0
210,agustin,0.0,0.0,2.0
211,ahead,0.0,0.0,1.0
212,ahmed,0.0,0.0,6.0
213,aid,0.0,0.0,1.0
214,aids,0.0,0.0,56.0
215,aim,0.0,0.0,2.0
216,aimed,0.0,0.0,4.0
217,aimee,0.0,0.0,6.0
218,aiming,0.0,0.0,1.0
219,aims,0.0,0.0,3.0
220,airport,0.0,0.0,1.0
221,ajaxurl,0.0,0.0,2.0
222,akinfolarin,0.0,0.0,2.0
223,alarm,0.0,0.0,6.0
224,alarming,0.0,0.0,1.0
225,albany,0.0,0.0,4.0
226,alcohol,0.0,0.0,9.0
227,aldaabil,0.0,0.0,2.0
228,alert,0.0,0.0,1.0
229,alerts,3.0,0.0,0.0
230,aleve,0.0,0.0,1.0
231,alexandra,0.0,0.0,2.0
232,alexandria,0.0,0.0,2.0
233,alexis,0.0,0.0,2.0
234,alice,0.0,0.0,8.0
235,alicia,0.0,0.0,2.0
236,alisa,0.0,0.0,2.0
237,alksninis,0.0,0.0,2.0
238,all,29.0,0.0,152.0
239,allen,0.0,0.0,2.0
240,allergies,0.0,0.0,5.0
241,alleviate,0.0,0.0,1.0
242,allied,0.0,0.0,2.0
243,allison,0.0,0.0,4.0
244,allocation,0.0,0.0,1.0
245,allow,1.0,0.0,10.0
246,allowable,6.0,0.0,0.0
247,allowed,0.0,0.0,12.0
248,allows,3.0,0.0,4.0
249,almost,0.0,0.0,5.0
250,alone,0.0,0.0,4.0
251,along,0.0,0.0,12.0
252,alongside,0.0,0.0,1.0
253,alpert,0.0,0.0,60.0
254,alpha,0.0,0.0,2.0
255,alpin,0.0,0.0,2.0
256,already,1.0,0.0,5.0
257,also,8.0,0.0,74.0
258,alter,0.0,0.0,1.0
259,alterations,0.0,0.0,1.0
260,altered,0.0,0.0,1.0
261,alternate,0.0,0.0,2.0
262,alternative,0.0,0.0,5.0
263,alternatives,0.0,0.0,1.0
264,although,1.0,0.0,11.0
265,alvaro,0.0,0.0,2.0
266,alvero,0.0,0.0,1.0
267,always,8.0,0.0,15.0
268,alyssa,0.0,0.0,2.0
269,alzheimer’s,0.0,0.0,2.0
270,amazing,1.0,0.0,1.0
271,ambassador,0.0,0.0,4.0
272,ambassadors,0.0,0.0,4.0
273,ambreen,0.0,0.0,4.0
274,ambulatory,0.0,0.0,191.0
275,ame,0.0,0.0,1.0
276,amenities,0.0,0.0,2.0
277,america,6.0,0.0,1.0
278,america's,2.0,0.0,4.0
279,american,0.0,0.0,21.0
280,americans,0.0,0.0,1.0
281,america’s,1.0,0.0,3.0
282,amin,0.0,0.0,6.0
283,amir,0.0,0.0,2.0
284,ammar,0.0,0.0,2.0
285,among,0.0,0.0,14.0
286,amount,4.0,0.0,7.0
287,amounts,0.0,0.0,1.0
288,amplification,0.0,0.0,2.0
289,amr,0.0,0.0,2.0
290,amy,0.0,0.0,6.0
291,ana,0.0,0.0,6.0
292,anal,0.0,0.0,3.0
293,analysis,0.0,0.0,1.0
294,analystnyc,1.0,0.0,0.0
295,analytics,2.0,0.0,0.0
296,analyze,0.0,0.0,2.0
297,analyzes,0.0,0.0,1.0
298,anatomic,0.0,0.0,1.0
299,anatomy,2.0,0.0,1.0
300,anchor,0.0,0.0,6.0
301,ancient,0.0,0.0,1.0
302,ancillary,0.0,0.0,1.0
303,anderson,0.0,0.0,8.0
304,andrade,0.0,0.0,2.0
305,andrea,0.0,0.0,2.0
306,andrew,0.0,0.0,10.0
307,anemia,0.0,0.0,3.0
308,anesthesia,0.0,0.0,22.0
309,anesthesiologists,0.0,0.0,3.0
310,anesthesiology,0.0,0.0,73.0
311,anesthetists,0.0,0.0,2.0
312,angel,0.0,0.0,2.0
313,angelica,0.0,0.0,2.0
314,anger,0.0,0.0,1.0
315,angles,0.0,0.0,1.0
316,ani,0.0,0.0,4.0
317,anillo,2.0,0.0,0.0
318,animal,0.0,0.0,3.0
319,ann,0.0,0.0,8.0
320,anne,0.0,0.0,6.0
321,anniversary,0.0,0.0,1.0
322,announce,0.0,0.0,1.0
323,announced,0.0,0.0,1.0
324,announcements,0.0,0.0,1.0
325,announces,0.0,0.0,1.0
326,annual,3.0,0.0,8.0
327,annually,0.0,0.0,2.0
328,anonymous,2.0,0.0,1.0
329,anonymously,0.0,0.0,1.0
330,another,0.0,0.0,16.0
331,answer,1.0,0.0,1.0
332,answering,2.0,0.0,1.0
333,answers,4.0,0.0,2.0
334,antacids,0.0,0.0,1.0
335,antepartum,0.0,0.0,1.0
336,anterior,0.0,0.0,1.0
337,anthem,1.0,0.0,0.0
338,anthony,0.0,0.0,6.0
339,anthropology,0.0,0.0,2.0
340,antibiotic,0.0,0.0,1.0
341,antibiotics,0.0,0.0,1.0
342,antibody,0.0,0.0,6.0
343,anticancer,0.0,0.0,1.0
344,anticonceptivo,1.0,0.0,0.0
345,antidepressant,0.0,0.0,1.0
346,antonio,0.0,0.0,1.0
347,antranigian,0.0,0.0,4.0
348,anuradha,0.0,0.0,2.0
349,anus,0.0,0.0,1.0
350,anxiety,0.0,0.0,10.0
351,any,15.0,0.0,110.0
352,anyone,0.0,0.0,6.0
353,anything,1.0,0.0,7.0
354,anytime,1.0,0.0,0.0
355,aorta,0.0,0.0,1.0
356,api,1.0,0.0,0.0
357,apical,0.0,0.0,1.0
358,apixaban,0.0,0.0,1.0
359,apologize,1.0,0.0,0.0
360,app,8.0,0.0,1.0
361,apparel,1.0,0.0,0.0
362,appeal,0.0,0.0,1.0
363,appear,2.0,0.0,4.0
364,appearance,0.0,0.0,2.0
365,appears,0.0,0.0,7.0
366,appends,2.0,0.0,0.0
367,appetizers,0.0,0.0,3.0
368,applicable,0.0,0.0,3.0
369,applicant,1.0,0.0,1.0
370,applicants,0.0,0.0,1.0
371,application,0.0,0.0,2.0
372,applications,1.0,0.0,1.0
373,applicator,0.0,0.0,12.0
374,applied,0.0,0.0,2.0
375,applies,0.0,0.0,1.0
376,apply,1.0,0.0,15.0
377,applying,0.0,0.0,2.0
378,appointed,0.0,0.0,1.0
379,appointment,14.0,0.0,76.0
380,appointmentprice,0.0,0.0,1.0
381,appointments,2.0,0.0,70.0
382,appreciate,0.0,0.0,1.0
383,approach,0.0,0.0,10.0
384,approaches,0.0,0.0,1.0
385,approaching,0.0,0.0,2.0
386,appropriate,0.0,0.0,13.0
387,appropriately,0.0,0.0,1.0
388,approve,0.0,0.0,1.0
389,approved,0.0,0.0,2.0
390,approximately,0.0,0.0,10.0
391,apps,0.0,0.0,1.0
392,april,1.0,0.0,1.0
393,aprn,0.0,0.0,8.0
394,ara,0.0,0.0,6.0
395,architecto,0.0,0.0,3.0
396,archived,1.0,0.0,0.0
397,area,0.0,0.0,11.0
398,areas,0.0,0.0,18.0
399,arena,0.0,0.0,2.0
400,arethis,0.0,0.0,1.0
401,ariana,0.0,0.0,4.0
402,ariane,0.0,0.0,4.0
403,arising,0.0,0.0,3.0
404,arm,3.0,0.0,2.0
405,armenag,0.0,0.0,4.0
406,arms,0.0,0.0,1.0
407,arnold,0.0,0.0,8.0
408,around,0.0,0.0,15.0
409,arrange,0.0,0.0,3.0
410,arrangements,1.0,0.0,0.0
411,array,5.0,0.0,4.0
412,arrival,0.0,0.0,2.0
413,arrive,1.0,0.0,13.0
414,arrow,6.0,0.0,0.0
415,art,1.0,0.0,0.0
416,article,0.0,0.0,1.0
417,arts,0.0,0.0,2.0
418,ashley,0.0,0.0,29.0
419,asian,0.0,0.0,1.0
420,ask,6.0,0.0,22.0
421,asked,5.0,0.0,22.0
422,asking,0.0,0.0,1.0
423,aspects,0.0,0.0,2.0
424,aspiration,0.0,0.0,1.0
425,aspire,0.0,0.0,1.0
426,aspirin,0.0,0.0,3.0
427,assault,6.0,0.0,2.0
428,assess,1.0,0.0,2.0
429,assessment,0.0,0.0,8.0
430,assessments,0.0,0.0,5.0
431,assigned,0.0,0.0,1.0
432,assist,0.0,0.0,8.0
433,assistance,0.0,0.0,12.0
434,assistancerequest,0.0,0.0,1.0
435,assistant,0.0,0.0,27.0
436,assistants,0.0,0.0,1.0
437,assisted,0.0,0.0,1.0
438,assisting,0.0,0.0,3.0
439,assistive,0.0,0.0,3.0
440,assists,0.0,0.0,1.0
441,assoc,2.0,0.0,0.0
442,associate,0.0,0.0,15.0
443,associated,0.0,0.0,9.0
444,associates,0.0,0.0,2.0
445,association,0.0,0.0,5.0
446,assure,0.0,0.0,2.0
447,assured,0.0,0.0,2.0
448,athene,0.0,0.0,4.0
449,athlete,0.0,0.0,1.0
450,atlantic,5.0,0.0,0.0
451,atmosphere,0.0,0.0,2.0
452,attach,0.0,0.0,1.0
453,attached,0.0,0.0,1.0
454,attack,2.0,0.0,1.0
455,attacks,9.0,0.0,0.0
456,attain,0.0,0.0,1.0
457,attempts,0.0,0.0,1.0
458,attend,0.0,0.0,2.0
459,attended,0.0,0.0,1.0
460,attendee,0.0,0.0,1.0
461,attending,0.0,0.0,2.0
462,attention,0.0,0.0,5.0
463,attitude,0.0,0.0,1.0
464,attitudes,0.0,0.0,1.0
465,attorneynyc,1.0,0.0,0.0
466,attorneys,0.0,0.0,2.0
467,attracts,0.0,0.0,1.0
468,attributed,0.0,0.0,2.0
469,attributefilter,1.0,0.0,0.0
470,attributes,1.0,0.0,1.0
471,attwood,0.0,0.0,2.0
472,atwells,1.0,0.0,0.0
473,aud,0.0,0.0,4.0
474,audiologist,0.0,0.0,1.0
475,audiologists,0.0,0.0,4.0
476,audiology,0.0,0.0,20.0
477,audiometry,0.0,0.0,3.0
478,audit,0.0,0.0,1.0
479,auditory,0.0,0.0,2.0
480,audoen,0.0,0.0,2.0
481,audrey,0.0,0.0,6.0
482,auld,0.0,0.0,2.0
483,aureus,0.0,0.0,1.0
484,auspices,0.0,0.0,1.0
485,australia,0.0,0.0,1.0
486,auth,2.0,0.0,0.0
487,authorities,0.0,0.0,2.0
488,authority,0.0,0.0,2.0
489,authorization,0.0,0.0,11.0
490,authorizationwe,0.0,0.0,2.0
491,authorize,0.0,0.0,2.0
492,authorized,0.0,0.0,4.0
493,authors,0.0,0.0,1.0
494,autism,0.0,0.0,1.0
495,auto,2.0,0.0,0.0
496,autofocus,1.0,0.0,0.0
497,automatic,2.0,0.0,0.0
498,automatically,0.0,0.0,1.0
499,autonoma,0.0,0.0,1.0
500,autopopulate,4.0,0.0,0.0
501,auxiliary,0.0,0.0,4.0
502,avail,0.0,0.0,3.0
503,availability,0.0,0.0,4.0
504,available,9.0,0.0,49.0
505,avenue,0.0,0.0,3.0
506,avenuesuite,0.0,0.0,1.0
507,average,0.0,0.0,4.0
508,avoid,0.0,0.0,17.0
509,avoidance,0.0,0.0,1.0
510,avoiding,0.0,0.0,4.0
511,await,0.0,0.0,1.0
512,awake,0.0,0.0,1.0
513,award,0.0,0.0,1.0
514,awarded,0.0,0.0,2.0
515,awards,0.0,0.0,2.0
516,aware,0.0,0.0,4.0
517,awareness,0.0,0.0,4.0
518,away,0.0,0.0,10.0
519,ayudarte,1.0,0.0,0.0
520,babies,0.0,0.0,10.0
521,baboston,0.0,0.0,1.0
522,baby,0.0,0.0,90.0
523,baby's,0.0,0.0,2.0
524,baby’s,0.0,0.0,2.0
525,baccari,0.0,0.0,2.0
526,bachelor's,0.0,0.0,4.0
527,bachelors,0.0,0.0,1.0
528,bachelor’s,0.0,0.0,1.0
529,bachir,0.0,0.0,6.0
530,back,9.0,0.0,24.0
531,background,25.0,0.0,2.0
532,backus,0.0,0.0,1.0
533,bacteria,0.0,0.0,9.0
534,bacterial,0.0,0.0,4.0
535,bad,2.0,0.0,0.0
536,badge,0.0,0.0,1.0
537,badword,3.0,0.0,0.0
538,badwordfilter,1.0,0.0,0.0
539,badwords,1.0,0.0,0.0
540,bag,0.0,0.0,2.0
541,baill,0.0,0.0,2.0
542,baker,0.0,0.0,2.0
543,bakshi,0.0,0.0,2.0
544,balance,0.0,0.0,5.0
545,balanced,0.0,0.0,3.0
546,balances,0.0,0.0,2.0
547,baldwin,0.0,0.0,2.0
548,ban,3.0,0.0,0.0
549,bank,2.0,0.0,0.0
550,banking,0.0,0.0,1.0
551,banks,0.0,0.0,7.0
552,bans,15.0,0.0,0.0
553,bar,0.0,0.0,1.0
554,barbara,0.0,0.0,6.0
555,bariatric,0.0,0.0,5.0
556,barium,0.0,0.0,2.0
557,barrier,0.0,0.0,1.0
558,barriers,0.0,0.0,4.0
559,barry,0.0,0.0,2.0
560,basados,2.0,0.0,0.0
561,based,3.0,0.0,10.0
562,basement,0.0,0.0,1.0
563,basic,4.0,0.0,14.0
564,basta,1.0,0.0,0.0
565,bath,0.0,0.0,1.0
566,bathroom,0.0,0.0,1.0
567,baths,0.0,0.0,1.0
568,bay,0.0,0.0,1.0
569,bayside,0.0,0.0,2.0
570,beakers,0.0,0.0,1.0
571,bear,0.0,0.0,1.0
572,bearing,0.0,0.0,1.0
573,beata,0.0,0.0,2.0
574,beatae,0.0,0.0,3.0
575,beatrice,0.0,0.0,2.0
576,beatriz,0.0,0.0,2.0
577,beauregard,0.0,0.0,6.0
578,became,0.0,0.0,2.0
579,because,1.0,0.0,20.0
580,become,3.0,0.0,21.0
581,becomes,2.0,0.0,3.0
582,becoming,0.0,0.0,2.0
583,bed,0.0,0.0,4.0
584,bedside,0.0,0.0,1.0
585,been,4.0,0.0,59.0
586,before,5.0,0.0,66.0
587,began,0.0,0.0,2.0
588,begin,0.0,0.0,10.0
589,beginning,0.0,0.0,1.0
590,begins,0.0,0.0,2.0
591,begun,0.0,0.0,1.0
592,behalf,0.0,0.0,2.0
593,behavior,0.0,0.0,2.0
594,behavioral,0.0,0.0,122.0
595,behaviors,0.0,0.0,1.0
596,behind,0.0,0.0,5.0
597,being,2.0,0.0,18.0
598,belief,0.0,0.0,1.0
599,believe,0.0,0.0,10.0
600,believed,0.0,0.0,2.0
601,belosloudtseva,0.0,0.0,2.0
602,below,3.0,0.0,9.0
603,bend,0.0,0.0,1.0
604,bending,0.0,0.0,1.0
605,beneficial,0.0,0.0,2.0
606,beneficiary,0.0,0.0,1.0
607,benefit,0.0,0.0,5.0
608,benefits,1.0,0.0,13.0
609,benign,0.0,0.0,10.0
610,benjamin,0.0,0.0,9.0
611,bensusan,0.0,0.0,2.0
612,berkowitz,0.0,0.0,6.0
613,bernaba,0.0,0.0,2.0
614,beside,0.0,0.0,1.0
615,best,2.0,0.0,57.0
616,beth,0.0,0.0,12.0
617,bethany,0.0,0.0,1.0
618,better,0.0,0.0,13.0
619,between,1.0,0.0,12.0
620,beyond,0.0,0.0,1.0
621,bhatt,0.0,0.0,2.0
622,biancuzzo,0.0,0.0,2.0
623,biannual,0.0,0.0,1.0
624,bias,0.0,0.0,1.0
625,bidmc,0.0,0.0,2.0
626,bifida,0.0,0.0,1.0
627,big,1.0,0.0,2.0
628,bigger,0.0,0.0,1.0
629,biju,0.0,0.0,4.0
630,bile,0.0,0.0,1.0
631,bilingual,0.0,0.0,4.0
632,bill,1.0,0.0,105.0
633,billed,0.0,0.0,2.0
634,billie,0.0,0.0,2.0
635,billing,0.0,0.0,8.0
636,billion,0.0,0.0,1.0
637,billmedical,0.0,0.0,1.0
638,bills,1.0,0.0,0.0
639,bind,1.0,0.0,0.0
640,bioethics,0.0,0.0,1.0
641,biologic,0.0,0.0,2.0
642,biological,0.0,0.0,3.0
643,biology,0.0,0.0,3.0
644,biomedical,0.0,0.0,4.0
645,biopsies,0.0,0.0,4.0
646,biopsy,0.0,0.0,4.0
647,bipolar,0.0,0.0,2.0
648,birth,31.0,0.0,27.0
649,birthday,0.0,0.0,4.0
650,birthing,0.0,0.0,5.0
651,bisconti,0.0,0.0,1.0
652,black,1.0,0.0,3.0
653,blackstone,0.0,0.0,297.0
654,bladder,0.0,0.0,53.0
655,blankets,0.0,0.0,2.0
656,blazar,0.0,0.0,6.0
657,blecker,0.0,0.0,2.0
658,bleed,0.0,0.0,1.0
659,bleeding,0.0,0.0,13.0
660,blends,0.0,0.0,1.0
661,blisters,0.0,0.0,1.0
662,bloating,0.0,0.0,2.0
663,block,5.0,0.0,1.0
664,blockage,0.0,0.0,1.0
665,blocks,0.0,0.0,1.0
666,blog,12.0,0.0,3.0
667,blogmedia,0.0,0.0,12.0
668,blogoutofposts,0.0,0.0,3.0
669,blogpost,0.0,0.0,2.0
670,blogs,0.0,0.0,2.0
671,blood,0.0,0.0,76.0
672,bloodwork,0.0,0.0,2.0
673,blosser,0.0,0.0,2.0
674,blue,2.0,0.0,0.0
675,blur,1.0,0.0,0.0
676,board,0.0,0.0,20.0
677,board's,0.0,0.0,1.0
678,bodies,12.0,0.0,0.0
679,bodily,0.0,0.0,1.0
680,body,2.0,0.0,40.0
681,body’s,0.0,0.0,6.0
682,boettjer,0.0,0.0,4.0
683,bogus,1.0,0.0,0.0
684,bone,0.0,0.0,11.0
685,bones,0.0,0.0,1.0
686,bonuses,0.0,0.0,1.0
687,book,8.0,0.0,0.0
688,booker,0.0,0.0,2.0
689,booking,0.0,0.0,1.0
690,books,0.0,0.0,1.0
691,booster,0.0,0.0,1.0
692,borkan,0.0,0.0,2.0
693,born,0.0,0.0,5.0
694,boston,0.0,0.0,34.0
695,botelho,0.0,0.0,3.0
696,both,3.0,0.0,36.0
697,bothinfo,1.0,0.0,0.0
698,bottle,0.0,0.0,2.0
699,bottom,1.0,0.0,3.0
700,bowel,0.0,0.0,31.0
701,bowels,0.0,0.0,1.0
702,bowen,0.0,0.0,2.0
703,bowling,0.0,0.0,4.0
704,box,2.0,0.0,0.0
705,boyer,0.0,0.0,8.0
706,boyle,0.0,0.0,4.0
707,bra,0.0,0.0,2.0
708,bradley,0.0,0.0,6.0
709,brady,0.0,0.0,2.0
710,brain,0.0,0.0,3.0
711,brainstem,0.0,0.0,2.0
712,bran,0.0,0.0,2.0
713,brand,1.0,0.0,3.0
714,brandon,0.0,0.0,2.0
715,brands,0.0,0.0,6.0
716,breach,0.0,0.0,1.0
717,break,0.0,0.0,2.0
718,breakfast,0.0,0.0,1.0
719,breaking,1.0,0.0,0.0
720,breaks,0.0,0.0,2.0
721,breakthroughs,0.0,0.0,2.0
722,breast,0.0,0.0,255.0
723,breastfeed,0.0,0.0,2.0
724,breastfeeding,0.0,0.0,9.0
725,breasts,0.0,0.0,6.0
726,breath,0.0,0.0,1.0
727,breathe,0.0,0.0,1.0
728,breathing,0.0,0.0,2.0
729,breitman,0.0,0.0,8.0
730,brewer,0.0,0.0,2.0
731,brewster,0.0,0.0,206.0
732,brian,0.0,0.0,10.0
733,briana,0.0,0.0,2.0
734,brianna,0.0,0.0,2.0
735,bridge,0.0,0.0,1.0
736,brigham,0.0,0.0,5.0
737,bright,0.0,0.0,1.0
738,bring,1.0,0.0,17.0
739,brings,2.0,0.0,0.0
740,broad,14.0,0.0,1.0
741,broadened,0.0,0.0,1.0
742,broadway,0.0,0.0,1.0
743,brochure,0.0,0.0,3.0
744,broken,0.0,0.0,2.0
745,brook,0.0,0.0,1.0
746,brooks,0.0,0.0,2.0
747,brought,0.0,0.0,7.0
748,brown,0.0,0.0,81.0
749,brownish,0.0,0.0,1.0
750,brownrebecca,0.0,0.0,1.0
751,browser,1.0,0.0,1.0
752,bruce,0.0,0.0,7.0
753,bryant,0.0,0.0,4.0
754,bsw,0.0,0.0,2.0
755,buchholz,0.0,0.0,2.0
756,bucket,1.0,0.0,0.0
757,budget,1.0,0.0,0.0
758,buffington,0.0,0.0,4.0
759,build,0.0,0.0,4.0
760,building,0.0,0.0,49.0
761,buildingprovidence,0.0,0.0,1.0
762,buildings,0.0,0.0,1.0
763,bulb,0.0,0.0,3.0
764,bulge,0.0,0.0,6.0
765,bulletin,0.0,0.0,1.0
766,bumps,0.0,0.0,2.0
767,bundles,0.0,0.0,1.0
768,burke,0.0,0.0,2.0
769,burn,0.0,0.0,3.0
770,burning,0.0,0.0,6.0
771,burns,0.0,0.0,1.0
772,busiest,0.0,0.0,1.0
773,business,1.0,0.0,6.0
774,busting,0.0,0.0,1.0
775,busy,0.0,0.0,3.0
776,but,1.0,0.0,67.0
777,butler,0.0,0.0,103.0
778,butter,0.0,0.0,1.0
779,button,9.0,0.0,3.0
780,buttons,4.0,0.0,0.0
781,buttonsubmit,4.0,0.0,0.0
782,button’s,0.0,0.0,1.0
783,buy,0.0,0.0,1.0
