,token,Total0,Total1,Total2
124,also,16.0,8.0,0.0
125,alumni,1.0,0.0,0.0
126,always,2.0,8.0,0.0
127,amazing,0.0,1.0,0.0
128,america,0.0,6.0,0.0
129,america's,0.0,2.0,0.0
130,among,2.0,0.0,0.0
131,amount,1.0,5.0,0.0
132,analystnyc,0.0,1.0,0.0
133,analytics,0.0,2.0,0.0
134,anatomy,0.0,2.0,0.0
135,anesthesia,5.0,0.0,0.0
136,anillo,0.0,2.0,0.0
137,announcements,1.0,0.0,0.0
138,annual,3.0,4.0,0.0
139,anonymous,1.0,2.0,0.0
140,answer,0.0,1.0,0.0
141,answered,2.0,0.0,0.0
142,answering,0.0,2.0,0.0
143,answers,0.0,4.0,0.0
144,anticonceptivo,0.0,1.0,0.0
145,any,6.0,16.0,0.0
146,anymore,1.0,0.0,0.0
147,anything,0.0,1.0,0.0
148,anytime,0.0,1.0,0.0
149,api,0.0,1.0,0.0
150,app,0.0,7.0,0.0
151,apparel,0.0,1.0,0.0
152,appear,2.0,2.0,0.0
153,appends,0.0,2.0,0.0
154,applicable,0.0,1.0,0.0
155,applicant,0.0,1.0,0.0
156,apply,2.0,1.0,0.0
157,appointment,33.0,12.0,0.0
158,appointmentformsother,1.0,0.0,0.0
159,appointments,3.0,3.0,0.0
160,appointmentwhat,1.0,0.0,0.0
161,appropriate,2.0,0.0,0.0
162,approximately,2.0,0.0,0.0
163,april,5.0,0.0,0.0
164,archived,0.0,1.0,0.0
165,archives,1.0,0.0,0.0
166,area,2.0,0.0,0.0
167,args,1.0,0.0,0.0
168,arhp,1.0,0.0,0.0
169,arm,1.0,3.0,0.0
170,around,1.0,0.0,0.0
171,arrange,2.0,0.0,0.0
172,arrangements,0.0,1.0,0.0
173,array,1.0,5.0,0.0
174,arrow,0.0,6.0,0.0
175,art,0.0,1.0,0.0
176,ask,4.0,7.0,0.0
177,asked,4.0,5.0,0.0
178,aspiration,1.0,0.0,0.0
179,assault,1.0,6.0,0.0
180,assist,1.0,0.0,0.0
181,assistance,4.0,1.0,0.0
182,assoc,0.0,2.0,0.0
183,associate,2.0,0.0,0.0
184,assured,0.0,1.0,0.0
185,atlantic,0.0,5.0,0.0
186,attack,0.0,2.0,0.0
187,attacks,0.0,9.0,0.0
188,attaining,2.0,0.0,0.0
189,attorneynyc,0.0,1.0,0.0
190,attributefilter,0.0,1.0,0.0
191,attributes,0.0,1.0,0.0
192,auth,0.0,2.0,0.0
193,auto,84.0,2.0,0.0
194,autofocus,0.0,1.0,0.0
195,automatic,0.0,2.0,0.0
196,autopopulate,0.0,4.0,0.0
197,available,21.0,9.0,0.0
198,avoid,4.0,0.0,0.0
199,awards,3.0,0.0,0.0
200,ayudarte,0.0,1.0,0.0
201,back,2.0,9.0,0.0
202,background,2.0,25.0,0.0
203,backgrounds,2.0,0.0,0.0
204,bad,0.0,2.0,0.0
205,badly,1.0,0.0,0.0
206,badword,0.0,3.0,0.0
207,badwordfilter,0.0,1.0,0.0
208,badwords,0.0,1.0,0.0
209,ban,0.0,3.0,0.0
210,bank,0.0,2.0,0.0
211,bans,0.0,15.0,0.0
212,basados,0.0,2.0,0.0
213,based,4.0,2.0,0.0
214,basic,0.0,4.0,0.0
215,basis,0.0,1.0,0.0
216,basta,0.0,1.0,0.0
217,because,6.0,2.0,0.0
218,become,1.0,3.0,0.0
219,becomes,0.0,2.0,0.0
220,becoming,1.0,0.0,0.0
221,bedsider,1.0,0.0,0.0
222,been,2.0,4.0,0.0
223,before,2.0,5.0,0.0
224,behave,1.0,0.0,0.0
225,behavior,1.0,0.0,0.0
226,being,5.0,2.0,0.0
227,belief,1.0,0.0,0.0
228,believe,4.0,0.0,0.0
229,below,0.0,3.0,0.0
230,benefits,0.0,1.0,0.0
231,best,6.0,2.0,0.0
232,between,1.0,1.0,0.0
233,bill,0.0,2.0,0.0
234,bills,0.0,1.0,0.0
235,bind,0.0,1.0,0.0
236,biocontainment,1.0,0.0,0.0
237,biogenesis,1.0,0.0,0.0
238,bioinformatics,1.0,0.0,0.0
239,biomedical,1.0,0.0,0.0
240,biorepository,1.0,0.0,0.0
241,biostatistics,1.0,0.0,0.0
242,birth,13.0,33.0,0.0
243,black,2.0,1.0,0.0
244,bleeding,8.0,0.0,0.0
245,block,0.0,5.0,0.0
246,blog,1.0,13.0,0.0
247,blood,4.0,0.0,0.0
248,blur,0.0,1.0,0.0
249,bodies,0.0,12.0,0.0
250,body,12.0,2.0,0.0
251,bogus,0.0,1.0,0.0
252,book,0.0,8.0,0.0
253,booking,1.0,0.0,0.0
254,bookings,1.0,0.0,0.0
255,border,1.0,0.0,0.0
256,both,4.0,3.0,0.0
257,bothinfo,0.0,1.0,0.0
258,bottles,4.0,0.0,0.0
259,bottom,0.0,1.0,0.0
260,box,0.0,2.0,0.0
261,brand,2.0,1.0,0.0
262,breaking,0.0,1.0,0.0
263,breakthroughs,1.0,0.0,0.0
264,breathe,3.0,0.0,0.0
265,bring,2.0,1.0,0.0
266,brings,0.0,2.0,0.0
267,broken,1.0,0.0,0.0
268,browser,0.0,1.0,0.0
269,bucket,0.0,1.0,0.0
270,budget,1.0,1.0,0.0
271,build,1.0,0.0,0.0
272,building,2.0,0.0,0.0
273,burden,1.0,0.0,0.0
274,burns,11.0,0.0,0.0
275,business,1.0,0.0,0.0
276,but,3.0,1.0,0.0
277,button,0.0,9.0,0.0
278,buttons,0.0,4.0,0.0
279,buttonsubmit,0.0,4.0,0.0
280,cada,0.0,2.0,0.0
281,calendar,3.0,0.0,0.0
282,calendaralumni,1.0,0.0,0.0
283,call,12.0,16.0,0.0
284,called,1.0,0.0,0.0
285,caller,1.0,0.0,0.0
286,callers,2.0,0.0,0.0
287,caller’s,2.0,0.0,0.0
288,calls,2.0,0.0,0.0
289,campaign,1.0,0.0,0.0
290,campaigns,0.0,8.0,0.0
291,campaignsapplynational,0.0,1.0,0.0
292,campaignshybridpublic,0.0,1.0,0.0
293,campaignspublic,0.0,1.0,0.0
294,campus,3.0,0.0,0.0
295,can,43.0,44.0,0.0
296,can't,0.0,2.0,0.0
297,canada,1.0,0.0,0.0
298,cancel,1.0,0.0,0.0
299,cancer,0.0,5.0,0.0
300,candid,1.0,0.0,0.0
301,candidates,0.0,1.0,0.0
302,cannot,2.0,2.0,0.0
303,can’t,0.0,1.0,0.0
304,capacity,0.0,1.0,0.0
305,captions,0.0,2.0,0.0
306,capuchón,0.0,2.0,0.0
307,card,1.0,10.0,0.0
308,cardiovascular,1.0,0.0,0.0
309,cards,0.0,4.0,0.0
310,care,43.0,58.0,0.0
311,caregiver's,0.0,1.0,0.0
312,caring,1.0,0.0,0.0
313,carousel,1.0,0.0,0.0
314,carrier,1.0,0.0,0.0
315,cart,0.0,11.0,0.0
316,case,2.0,4.0,0.0
317,cases,1.0,0.0,0.0
318,cash,1.0,0.0,0.0
319,cat's,0.0,1.0,0.0
320,catalog,2.0,0.0,0.0
321,catch,1.0,2.0,0.0
322,categories,0.0,1.0,0.0
323,cause,4.0,0.0,0.0
324,cctext,0.0,1.0,0.0
325,cellular,1.0,0.0,0.0
326,center,27.0,26.0,0.0
327,centered,0.0,1.0,0.0
328,centergroupsaboutcreate,0.0,1.0,0.0
329,centerprivacy,0.0,1.0,0.0
330,centers,2.0,4.0,0.0
331,center’s,1.0,0.0,0.0
332,central,1.0,6.0,0.0
333,ceremony,1.0,0.0,0.0
334,certificate,1.0,0.0,0.0
335,certificates,1.0,0.0,0.0
336,chair,1.0,0.0,0.0
337,chan,1.0,0.0,0.0
338,chance,2.0,0.0,0.0
339,chances,1.0,0.0,0.0
340,change,1.0,10.0,0.0
341,changed,0.0,1.0,0.0
342,changes,1.0,1.0,0.0
343,channel,0.0,4.0,0.0
344,chatbot,0.0,3.0,0.0
345,check,3.0,9.0,0.0
346,checkbox,0.0,10.0,0.0
347,checkboxes,0.0,5.0,0.0
348,checked,0.0,2.0,0.0
349,checks,0.0,1.0,0.0
350,chief,0.0,12.0,0.0
351,child,1.0,0.0,0.0
352,childcare,0.0,3.0,0.0
353,children,0.0,2.0,0.0
354,chirp,0.0,1.0,0.0
355,choice,1.0,0.0,0.0
356,choices,1.0,0.0,0.0
357,choicestermshelpcontact,0.0,1.0,0.0
358,choose,5.0,51.0,0.0
359,choosing,0.0,2.0,0.0
360,christmas,0.0,1.0,0.0
361,circle,1.0,8.0,0.0
362,city,0.0,4.0,0.0
363,civil,0.0,1.0,0.0
364,class,0.0,4.0,0.0
365,classes,0.0,2.0,0.0
366,clean,0.0,3.0,0.0
367,cleanbadfirstname,0.0,1.0,0.0
368,cleanbadlastname,0.0,1.0,0.0
369,cleanbadword,0.0,1.0,0.0
370,clergy,1.0,0.0,0.0
371,clerkship,1.0,0.0,0.0
372,click,2.0,1.0,0.0
373,clicking,0.0,4.0,0.0
374,clicks,0.0,1.0,0.0
375,client,0.0,1.0,0.0
376,clientid,0.0,1.0,0.0
377,clinches,1.0,0.0,0.0
378,clinic,3.0,6.0,0.0
379,clinical,3.0,1.0,0.0
380,clinician,1.0,0.0,0.0
381,close,0.0,1.0,0.0
382,closed,0.0,10.0,0.0
383,closely,0.0,1.0,0.0
384,cme,3.0,0.0,0.0
385,coast,0.0,3.0,0.0
386,code,0.0,17.0,0.0
387,coercion,1.0,0.0,0.0
388,coitus,0.0,2.0,0.0
389,collection,0.0,1.0,0.0
390,college,1.0,0.0,0.0
391,color,4.0,20.0,0.0
392,columbia,0.0,3.0,0.0
393,combination,3.0,0.0,0.0
394,come,2.0,5.0,0.0
395,comes,1.0,2.0,0.0
396,comfortable,13.0,0.0,0.0
397,coming,0.0,2.0,0.0
398,comments,0.0,2.0,0.0
399,commitment,2.0,2.0,0.0
400,committee,3.0,2.0,0.0
401,committees,2.0,1.0,0.0
402,common,0.0,1.0,0.0
403,commonly,1.0,0.0,0.0
404,communication,1.0,0.0,0.0
405,communicationen,0.0,1.0,0.0
406,communications,2.0,3.0,0.0
407,communities,0.0,2.0,0.0
408,community,4.0,2.0,0.0
409,companies,1.0,0.0,0.0
410,company,2.0,1.0,0.0
411,compare,0.0,1.0,0.0
412,comparison,1.0,0.0,0.0
413,compassionate,2.0,0.0,0.0
414,compatibility,1.0,0.0,0.0
415,complete,1.0,1.0,0.0
416,completed,2.0,0.0,0.0
417,completely,1.0,0.0,0.0
418,complex,5.0,0.0,0.0
419,compliance,1.0,1.0,0.0
420,complication,1.0,0.0,0.0
421,complies,0.0,1.0,0.0
422,components,0.0,1.0,0.0
423,comprehensive,11.0,0.0,0.0
424,condition,3.0,0.0,0.0
425,conditions,2.0,0.0,0.0
426,condolences,0.0,1.0,0.0
427,condom,1.0,7.0,0.0
428,condoms,1.0,1.0,0.0
429,conduct,1.0,0.0,0.0
430,condón,0.0,5.0,0.0
431,conferences,1.0,0.0,0.0
432,conferencesfinanceoffice,0.0,1.0,0.0
433,conferencesnyc,0.0,1.0,0.0
434,confident,1.0,0.0,0.0
435,confidential,4.0,3.0,0.0
436,confirm,2.0,0.0,0.0
437,confront,0.0,2.0,0.0
438,confuse,0.0,1.0,0.0
439,congressional,0.0,1.0,0.0
440,connect,5.0,1.0,0.0
441,connected,2.0,0.0,0.0
442,connection,0.0,3.0,0.0
443,cons,1.0,0.0,0.0
444,consent,0.0,6.0,0.0
445,consider,0.0,1.0,0.0
446,consideration,0.0,2.0,0.0
447,considering,2.0,0.0,0.0
448,const,0.0,13.0,0.0
449,constitute,0.0,1.0,0.0
450,constitutional,0.0,1.0,0.0
451,consult,1.0,0.0,0.0
452,consultation,4.0,0.0,0.0
453,contact,26.0,26.0,0.0
454,contacting,1.0,0.0,0.0
455,contain,0.0,2.0,0.0
456,contains,1.0,0.0,0.0
457,content,3.0,7.0,0.0
458,contextmenu,0.0,1.0,0.0
459,continue,1.0,1.0,0.0
460,continuing,2.0,0.0,0.0
461,contraception,10.0,8.0,0.0
462,contraceptive,36.0,0.0,0.0
463,contracts,0.0,1.0,0.0
464,contribution,0.0,6.0,0.0
465,contributions,0.0,1.0,0.0
466,control,9.0,36.0,0.0
467,controlarnos,0.0,1.0,0.0
468,controlreproductive,0.0,1.0,0.0
469,cookie,1.0,2.0,0.0
470,cookiebanner,0.0,1.0,0.0
471,cookies,0.0,1.0,0.0
472,copay,1.0,1.0,0.0
473,copper,3.0,0.0,0.0
474,copy,0.0,4.0,0.0
475,copycat,0.0,2.0,0.0
476,copying,0.0,1.0,0.0
477,copyright,0.0,1.0,0.0
478,core,14.0,0.0,0.0
479,cores,1.0,0.0,0.0
480,coronavirus,1.0,0.0,0.0
481,corporate,0.0,1.0,0.0
482,correct,0.0,2.0,0.0
483,correctly,0.0,1.0,0.0
484,corresponding,0.0,3.0,0.0
485,cost,1.0,0.0,0.0
486,costs,1.0,1.0,0.0
487,could,0.0,2.0,0.0
488,couldn't,0.0,4.0,0.0
489,council,4.0,1.0,0.0
490,counsel,0.0,5.0,0.0
491,counselapplyassistant,0.0,1.0,0.0
492,counselhybridoffice,0.0,1.0,0.0
493,counseling,9.0,0.0,0.0
494,counseloffice,0.0,1.0,0.0
495,counselors,7.0,0.0,0.0
496,counter,1.0,0.0,0.0
497,countries,0.0,1.0,0.0
498,coupon,0.0,1.0,0.0
499,course,1.0,0.0,0.0
500,courses,1.0,0.0,0.0
501,court,0.0,3.0,0.0
502,courts,0.0,1.0,0.0
503,cover,3.0,1.0,0.0
504,coverage,2.0,4.0,0.0
505,covered,0.0,1.0,0.0
506,covers,1.0,0.0,0.0
507,cramping,4.0,0.0,0.0
508,create,1.0,6.0,0.0
509,created,1.0,1.0,0.0
510,credit,1.0,2.0,0.0
511,crisp,1.0,0.0,0.0
512,cta,0.0,4.0,0.0
513,ctas,0.0,4.0,0.0
514,culture,0.0,6.0,0.0
515,currency,0.0,4.0,0.0
516,current,7.0,7.0,0.0
517,currentemailerror,0.0,1.0,0.0
518,currentgiftamount,0.0,4.0,0.0
519,currently,1.0,1.0,0.0
520,currentqs,0.0,2.0,0.0
521,curriculum,3.0,0.0,0.0
522,custom,0.0,10.0,0.0
523,customer,2.0,1.0,0.0
524,cómo,0.0,2.0,0.0
525,darkgreen,1.0,0.0,0.0
526,data,0.0,15.0,0.0
527,database,1.0,0.0,0.0
528,datalayer,0.0,8.0,0.0
529,date,4.0,1.0,0.0
530,day,5.0,11.0,0.0
531,daylight,3.0,0.0,0.0
532,days,8.0,0.0,0.0
533,dblclick,1.0,0.0,0.0
534,dcoffice,0.0,7.0,0.0
535,dcteamallfederation,0.0,1.0,0.0
536,ddm,1.0,0.0,0.0
537,dead,0.0,1.0,0.0
538,deal,0.0,5.0,0.0
539,dean,4.0,0.0,0.0
540,dean's,1.0,0.0,0.0
541,dean’s,4.0,0.0,0.0
542,dec,1.0,0.0,0.0
543,decades,1.0,0.0,0.0
544,decide,2.0,1.0,0.0
545,decidirte,0.0,1.0,0.0
546,decision,2.0,0.0,0.0
547,decisions,2.0,1.0,0.0
548,declared,0.0,1.0,0.0
549,decor,0.0,1.0,0.0
550,deduction,0.0,2.0,0.0
551,deepest,0.0,1.0,0.0
552,deeply,0.0,1.0,0.0
553,default,0.0,29.0,0.0
554,defaultms,0.0,1.0,0.0
555,defaults,0.0,2.0,0.0
556,defeat,0.0,1.0,0.0
557,defend,0.0,2.0,0.0
558,defense,0.0,1.0,0.0
559,define,0.0,1.0,0.0
560,degree,1.0,0.0,0.0
561,delay,0.0,1.0,0.0
562,delayed,0.0,1.0,0.0
563,delete,1.0,2.0,0.0
564,deleted,0.0,2.0,0.0
565,deliberately,0.0,1.0,0.0
566,delivered,0.0,1.0,0.0
567,delivering,0.0,1.0,0.0
568,delivers,0.0,6.0,0.0
569,delivery,0.0,2.0,0.0
570,department,4.0,0.0,0.0
571,departments,3.0,0.0,0.0
572,dependent,1.0,0.0,0.0
573,depending,3.0,1.0,0.0
574,depends,4.0,0.0,0.0
575,depository,1.0,0.0,0.0
576,description,0.0,4.0,0.0
577,deseamos,0.0,1.0,0.0
578,deserve,0.0,1.0,0.0
579,deserves,0.0,1.0,0.0
580,designed,1.0,0.0,0.0
581,detach,1.0,0.0,0.0
582,details,0.0,3.0,0.0
583,detect,1.0,0.0,0.0
584,determine,1.0,0.0,0.0
585,determined,1.0,0.0,0.0
586,develop,1.0,0.0,0.0
587,developing,1.0,0.0,0.0
588,development,2.0,15.0,0.0
589,developmentnew,0.0,1.0,0.0
590,device,2.0,1.0,0.0
591,devices,2.0,0.0,0.0
592,diabetes,1.0,0.0,0.0
593,diafragma,0.0,2.0,0.0
594,dialogue,1.0,0.0,0.0
595,did,0.0,3.0,0.0
596,diferentes,0.0,1.0,0.0
597,different,1.0,3.0,0.0
598,differently,0.0,1.0,0.0
599,difficult,4.0,1.0,0.0
600,digital,0.0,9.0,0.0
601,dignity,2.0,0.0,0.0
602,diligently,0.0,1.0,0.0
603,direct,1.0,5.0,0.0
604,directed,2.0,4.0,0.0
605,directions,1.0,1.0,0.0
606,directly,1.0,3.0,0.0
607,directory,2.0,0.0,0.0
608,disabilities,1.0,0.0,0.0
609,disable,2.0,6.0,0.0
610,disabled,0.0,1.0,0.0
611,disablestrs,1.0,0.0,0.0
612,disabling,0.0,1.0,0.0
613,disclose,1.0,0.0,0.0
614,discounted,0.0,1.0,0.0
615,discover,1.0,0.0,0.0
616,discoveries,1.0,0.0,0.0
617,discriminate,0.0,1.0,0.0
618,discuss,8.0,1.0,0.0
619,discussion,1.0,0.0,0.0
620,diseases,1.0,0.0,0.0
621,disparities,1.0,0.0,0.0
622,display,0.0,9.0,0.0
623,distinction,1.0,0.0,0.0
624,div,1.0,6.0,0.0
625,diversity,5.0,0.0,0.0
626,diving,0.0,1.0,0.0
627,django,0.0,4.0,0.0
628,dmpa,0.0,1.0,0.0
629,docasap,0.0,1.0,0.0
630,doctor,9.0,0.0,0.0
631,doctors,1.0,0.0,0.0
632,document,0.0,3.0,0.0
633,does,4.0,19.0,0.0
634,doesn't,0.0,1.0,0.0
635,doing,1.0,0.0,0.0
636,dollar,0.0,3.0,0.0
637,don't,0.0,8.0,0.0
638,donate,0.0,26.0,0.0
639,donation,1.0,0.0,0.0
640,donations,1.0,4.0,0.0
641,done,3.0,0.0,0.0
642,donor,1.0,16.0,0.0
643,donors,1.0,0.0,0.0
644,don’t,0.0,3.0,0.0
645,dose,1.0,0.0,0.0
646,dotted,0.0,1.0,0.0
647,doula,1.0,0.0,0.0
648,down,0.0,8.0,0.0
649,downloaded,0.0,1.0,0.0
650,drag,1.0,0.0,0.0
651,dragend,1.0,0.0,0.0
652,dragenter,1.0,0.0,0.0
653,dragleave,1.0,0.0,0.0
654,dragover,1.0,0.0,0.0
655,dragstart,1.0,0.0,0.0
656,drastic,0.0,1.0,0.0
657,drive,4.0,0.0,0.0
658,driving,0.0,1.0,0.0
659,drop,1.0,4.0,0.0
660,dropdown,2.0,4.0,0.0
661,drug,0.0,2.0,0.0
662,dua,0.0,1.0,0.0
663,due,1.0,3.0,0.0
664,during,15.0,3.0,0.0
665,dysfunction,0.0,4.0,0.0
666,ea's,0.0,2.0,0.0
667,each,3.0,6.0,0.0
668,earlier,5.0,0.0,0.0
669,early,2.0,0.0,0.0
670,earrings,0.0,1.0,0.0
671,ease,0.0,15.0,0.0
672,easiest,1.0,0.0,0.0
673,easily,1.0,1.0,0.0
674,easy,4.0,0.0,0.0
675,eatoaffiliatemap,0.0,1.0,0.0
676,ecard,0.0,3.0,0.0
677,ecardmessage,0.0,1.0,0.0
678,ecards,0.0,1.0,0.0
679,ecardsection,0.0,1.0,0.0
680,ecardupdate,0.0,1.0,0.0
681,ecardvalidation,0.0,1.0,0.0
682,echoes,0.0,2.0,0.0
683,edit,0.0,1.0,0.0
684,editor,0.0,1.0,0.0
685,educate,0.0,1.0,0.0
686,education,6.0,6.0,0.0
687,educational,2.0,0.0,0.0
688,educators,0.0,4.0,0.0
689,effect,1.0,0.0,0.0
690,effective,3.0,5.0,0.0
691,effectiveness,0.0,2.0,0.0
692,effort,0.0,1.0,0.0
693,ein,0.0,3.0,0.0
694,either,4.0,0.0,0.0
695,ejaculating,0.0,2.0,0.0
696,elected,0.0,2.0,0.0
697,elections,0.0,4.0,0.0
698,electrophysiology,1.0,0.0,0.0
699,elegir,0.0,1.0,0.0
700,element,0.0,1.0,0.0
701,elements,0.0,1.0,0.0
702,eligible,4.0,0.0,0.0
703,eliminate,2.0,0.0,0.0
704,eliminated,0.0,1.0,0.0
705,ella,1.0,0.0,0.0
706,else,6.0,74.0,0.0
707,email,1.0,27.0,0.0
708,emailerrormsg,0.0,1.0,0.0
709,emailfield,0.0,1.0,0.0
710,emailinfo,0.0,2.0,0.0
711,emailreq,0.0,1.0,0.0
712,emails,0.0,1.0,0.0
713,emailtoggle,0.0,1.0,0.0
714,embed,0.0,1.0,0.0
715,emergencia,0.0,2.0,0.0
716,emergency,5.0,7.0,0.0
717,emerging,1.0,0.0,0.0
718,emotional,10.0,0.0,0.0
719,emotions,1.0,0.0,0.0
720,employees’,1.0,0.0,0.0
721,employer,1.0,0.0,0.0
722,employment,1.0,0.0,0.0
723,empowerment,1.0,0.0,0.0
724,empty,0.0,7.0,0.0
725,enable,0.0,3.0,0.0
726,enabled,0.0,2.0,0.0
727,encodedtweet,0.0,2.0,0.0
728,encontrar,0.0,1.0,0.0
729,end,2.0,6.0,0.0
730,endorse,0.0,1.0,0.0
731,enews,1.0,0.0,0.0
732,engagement,0.0,7.0,0.0
733,england,0.0,7.0,0.0
734,enhancing,1.0,0.0,0.0
735,enough,1.0,1.0,0.0
736,enroll,0.0,1.0,0.0
737,enrolling,1.0,0.0,0.0
738,enrollment,0.0,2.0,0.0
739,ensure,0.0,2.0,0.0
740,enter,0.0,12.0,0.0
741,environmental,1.0,0.0,0.0
742,equal,1.0,0.0,0.0
743,equally,1.0,0.0,0.0
744,equity,0.0,3.0,0.0
745,error,0.0,27.0,0.0
746,error',0.0,1.0,0.0
747,errorcheck,0.0,4.0,0.0
748,español,0.0,9.0,0.0
749,established,0.0,1.0,0.0
750,estimate,3.0,0.0,0.0
751,estimate’,0.0,1.0,0.0
752,estás,0.0,1.0,0.0
753,eur,0.0,2.0,0.0
754,euro,0.0,2.0,0.0
755,evaluation,1.0,0.0,0.0
756,even,2.0,1.0,0.0
757,event,1.0,5.0,0.0
758,events,4.0,3.0,0.0
759,evergreen,0.0,1.0,0.0
760,every,4.0,3.0,0.0
761,everyaction,0.0,1.0,0.0
762,everyone,0.0,2.0,0.0
763,everything,0.0,1.0,0.0
764,evp,0.0,5.0,0.0
765,evts,1.0,0.0,0.0
766,exam,0.0,1.0,0.0
767,examples,1.0,0.0,0.0
768,excellence,1.0,0.0,0.0
769,except,1.0,4.0,0.0
770,excepted,0.0,1.0,0.0
771,exchange,1.0,0.0,0.0
772,exchanges,0.0,1.0,0.0
773,exclude,0.0,1.0,0.0
774,excluded,0.0,2.0,0.0
775,exclusive,0.0,1.0,0.0
776,executive,3.0,0.0,0.0
777,exercise,4.0,0.0,0.0
778,exhale,4.0,0.0,0.0
779,exhale’s,1.0,0.0,0.0
780,existing,1.0,2.0,0.0
781,exists,0.0,4.0,0.0
782,expand,0.0,1.0,0.0
783,expansion,0.0,1.0,0.0
784,expect,4.0,0.0,0.0
785,expected,0.0,1.0,0.0
786,experience,1.0,2.0,0.0
787,experienced,1.0,0.0,0.0
788,experiences,3.0,0.0,0.0
