,token,Total0,Total1,Total2,Total3,Total4,Total5,Total6,Total7,Total8
39,'timing',0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
40,'undefined',0.0,0.0,0.0,151.0,0.0,0.0,0.0,0.0,0.0
41,'use,6.0,0.0,6.0,0.0,0.0,6.0,0.0,0.0,0.0
42,'xmcqp',0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
43,'you,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
44,'zip,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
45,'zjfxd',0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
46,abdominal,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
47,ability,0.0,0.0,0.0,118.0,0.0,0.0,0.0,0.0,1.0
48,able,0.0,0.0,3.0,13.0,0.0,0.0,0.0,0.0,3.0
49,aborted,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
50,abortion,58.0,0.0,111.0,1283.0,0.0,58.0,23.0,9.0,154.0
51,abortionask,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
52,abortioncan,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
53,abortionclick,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
54,abortionists,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
55,abortionmedication,0.0,0.0,0.0,27.0,0.0,0.0,0.0,0.0,0.0
56,abortionmust,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
57,abortionoptions,0.0,0.0,0.0,27.0,0.0,0.0,0.0,0.0,0.0
58,abortions,6.0,0.0,8.0,21.0,0.0,6.0,3.0,4.0,27.0
59,abortionsfriendly,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0
60,abortion—surgical,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
61,abortion”,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
62,aborto,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0
63,abortos,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0
64,about,45.0,0.0,63.0,91.0,0.0,45.0,64.0,50.0,45.0
65,above,2.0,0.0,3.0,0.0,0.0,2.0,8.0,1.0,2.0
66,absolutely,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0
67,absorb,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
68,absorbent,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
69,absorbs,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
70,abstinence,2.0,0.0,2.0,0.0,0.0,2.0,0.0,0.0,0.0
71,abuse,1.0,0.0,1.0,0.0,0.0,1.0,2.0,1.0,0.0
72,accept,2.0,0.0,0.0,2.0,0.0,1.0,6.0,4.0,5.0
73,acceptedhome,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
74,access,26.0,0.0,26.0,8.0,0.0,26.0,0.0,0.0,7.0
75,accessible,0.0,0.0,0.0,28.0,0.0,0.0,0.0,0.0,0.0
76,accessing,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
77,accessories,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
78,accidental,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
79,accommodate,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0
80,accommodated,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
81,accompanied,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
82,accompany,1.0,0.0,0.0,1.0,0.0,0.0,2.0,0.0,0.0
83,accompanying,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
84,accomplished,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
85,accordance,0.0,0.0,0.0,1.0,0.0,0.0,2.0,0.0,0.0
86,account,7.0,0.0,7.0,224.0,0.0,7.0,2.0,2.0,0.0
87,accountability,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0
88,accounts,0.0,0.0,0.0,57.0,0.0,0.0,0.0,0.0,0.0
89,accounttoggle,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
90,accreditation,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
91,accredited,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
92,accurate,3.0,0.0,5.0,1.0,0.0,3.0,0.0,0.0,4.0
93,accurately,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
94,acc…,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
95,acetate,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
96,acetatefor,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
97,ach,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
98,achieving,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
99,acknowledging,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0
100,aclu,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0
101,acneless,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0
102,acoplamientos,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0
103,across,2.0,0.0,2.0,2.0,0.0,2.0,1.0,1.0,3.0
104,act,0.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0
105,acting,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,3.0
106,action,24.0,0.0,25.0,29.0,0.0,24.0,0.0,0.0,9.0
107,actions,1.0,0.0,1.0,0.0,0.0,1.0,2.0,2.0,0.0
108,actionsprioritizing,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
109,actiontag,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
110,active,1.0,0.0,1.0,56.0,0.0,1.0,0.0,0.0,2.0
111,activists,2.0,0.0,3.0,2.0,0.0,2.0,0.0,0.0,0.0
112,activities,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,2.0
113,activity,5.0,0.0,5.0,6.0,0.0,5.0,0.0,0.0,1.0
114,actual,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0
115,actually,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0
116,adapts,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
117,adcreate,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0
118,add,16.0,0.0,15.0,56.0,0.0,16.0,0.0,0.0,88.0
119,addbreadcrumb,0.0,0.0,0.0,28.0,0.0,0.0,0.0,0.0,0.0
120,added,0.0,0.0,0.0,56.0,0.0,0.0,0.0,0.0,0.0
121,adding,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0
122,addition,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
123,additional,8.0,0.0,10.0,33.0,0.0,8.0,18.0,3.0,7.0
124,addms,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
125,address,5.0,0.0,5.0,3.0,0.0,5.0,3.0,3.0,1.0
126,addresses,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
127,addressing,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
128,adds,5.0,0.0,5.0,0.0,0.0,5.0,0.0,0.0,0.0
129,adhere,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
130,adjust,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
131,adjustment,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
132,administer,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
133,administered,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
134,administering,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
135,administrationnew,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
136,administrator​,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
137,adobe,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0
138,adoption,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,2.0
139,ads,2.0,0.0,2.0,0.0,0.0,2.0,0.0,0.0,0.0
140,adult,1.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,1.0
141,advance,2.0,0.0,4.0,1.0,0.0,2.0,0.0,0.0,2.0
142,advanced,2.0,0.0,1.0,57.0,0.0,2.0,0.0,0.0,2.0
143,advances,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0
144,advancing,2.0,0.0,2.0,1.0,0.0,2.0,0.0,0.0,0.0
145,advantage,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0
146,advantages,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0
147,advertise,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
148,advertising,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0
149,advice,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
150,advise,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
151,advocacy,12.0,0.0,12.0,3.0,0.0,12.0,0.0,0.0,0.0
152,advocate,1.0,0.0,1.0,61.0,0.0,1.0,1.0,1.0,0.0
153,advocates,1.0,0.0,0.0,9.0,0.0,1.0,0.0,0.0,0.0
154,advocating,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
155,aff,3.0,0.0,3.0,0.0,0.0,3.0,0.0,0.0,0.0
156,affect,0.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,3.0
157,affected,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0
158,affectionately,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
159,affects,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0
160,affilate,2.0,0.0,2.0,0.0,0.0,2.0,0.0,0.0,0.0
161,affiliate,13.0,0.0,11.0,0.0,0.0,13.0,3.0,2.0,0.0
162,affiliatecode,2.0,0.0,2.0,0.0,0.0,2.0,0.0,0.0,0.0
163,affiliatecodelocation,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
164,affiliated,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
165,affiliateid,4.0,0.0,4.0,0.0,0.0,4.0,0.0,0.0,0.0
166,affiliation,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0
167,affiliations,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0
168,affiliationshome,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0
169,affiliationsnational,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
170,affiliationspatient,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,48.0
171,affiliationswelcome,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
172,affirm,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
173,affirming,0.0,0.0,0.0,57.0,0.0,0.0,0.0,0.0,1.0
174,afford,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0
175,affordable,5.0,0.0,1.0,2.0,0.0,5.0,0.0,0.0,1.0
176,afiliacionescomentarios,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
177,afiliacionespagothe,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0
178,afraid,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
179,africa,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
180,after,10.0,0.0,14.0,88.0,0.0,9.0,6.0,3.0,128.0
181,afterward,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
182,after”,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
183,again,2.0,0.0,2.0,2.0,0.0,2.0,1.0,0.0,4.0
184,against,3.0,0.0,3.0,7.0,0.0,3.0,0.0,0.0,12.0
185,again”“this,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
186,age,6.0,0.0,7.0,2.0,0.0,6.0,4.0,2.0,6.0
187,agencies,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0
188,agent,5.0,0.0,5.0,0.0,0.0,5.0,0.0,0.0,0.0
189,aggie,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
190,ago,41.0,0.0,42.0,0.0,0.0,41.0,0.0,0.0,1.0
191,agree,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0
192,agreement,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
193,aid,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0
194,air,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0
195,akimboå,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
196,akron,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
197,akronakron,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
198,alan,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
199,alcohol,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0
200,alert,0.0,0.0,0.0,56.0,0.0,0.0,0.0,0.0,2.0
201,alerts,2.0,0.0,2.0,0.0,0.0,2.0,0.0,0.0,1.0
202,aleve,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
203,aliases,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
204,alignment,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
205,all,30.0,0.0,31.0,493.0,0.0,32.0,20.0,19.0,43.0
206,allegheny,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
207,allentown,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
208,allergic,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0
209,allergy,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
210,allergythey,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
211,allies,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
212,alliesannual,0.0,0.0,0.0,27.0,0.0,0.0,0.0,0.0,0.0
213,allow,1.0,0.0,1.0,2.0,0.0,1.0,0.0,1.0,3.0
214,allowable,6.0,0.0,7.0,0.0,0.0,6.0,0.0,0.0,0.0
215,allowed,1.0,0.0,0.0,58.0,0.0,2.0,2.0,1.0,5.0
216,allowing,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
217,allows,3.0,0.0,3.0,56.0,0.0,3.0,0.0,0.0,2.0
218,almost,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0
219,alone,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,3.0
220,along,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
221,alongside,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
222,aloud,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
223,alpha,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
224,already,1.0,0.0,1.0,28.0,0.0,1.0,1.0,1.0,0.0
225,also,9.0,0.0,19.0,75.0,0.0,9.0,3.0,3.0,34.0
226,alternatives,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0
227,although,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0
228,altogether,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
229,always,9.0,0.0,8.0,4.0,0.0,9.0,0.0,0.0,3.0
230,amazing,2.0,0.0,1.0,0.0,0.0,2.0,0.0,0.0,0.0
231,amazonsmile,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
232,ambiguous,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
233,ambulatory,0.0,0.0,0.0,30.0,0.0,0.0,0.0,0.0,1.0
234,america,6.0,0.0,7.0,2.0,0.0,6.0,0.0,0.0,6.0
235,america's,2.0,0.0,2.0,0.0,0.0,2.0,0.0,0.0,0.0
236,american,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,1.0
237,americans,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0
238,america’s,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
239,among,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,1.0
240,amount,5.0,0.0,4.0,57.0,0.0,5.0,2.0,2.0,3.0
241,analystnyc,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
242,analytics,2.0,0.0,2.0,56.0,0.0,2.0,0.0,0.0,0.0
243,anatomy,2.0,0.0,2.0,0.0,0.0,2.0,0.0,0.0,0.0
244,ancient,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
245,anemia,0.0,0.0,0.0,3.0,0.0,0.0,2.0,0.0,0.0
246,anemiafewer,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0
247,anemiaprotects,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
248,anesthesia,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,10.0
249,anesthesiamedicationsan,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
250,anesthetic,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
251,anesthetist,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
252,anesthetists,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
253,anger,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
254,anillo,2.0,0.0,2.0,0.0,0.0,2.0,0.0,0.0,0.0
255,animals,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
256,anniversary,0.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0
257,announced,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
258,annoying,0.0,0.0,0.0,56.0,0.0,0.0,0.0,0.0,0.0
259,annual,6.0,0.0,3.0,2.0,0.0,6.0,0.0,0.0,5.0
260,anomaly,0.0,0.0,0.0,11.0,0.0,0.0,0.0,0.0,0.0
261,anomalyabortion,0.0,0.0,0.0,27.0,0.0,0.0,0.0,0.0,0.0
262,anomalylocal,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0
263,anonymous,2.0,0.0,2.0,0.0,0.0,2.0,0.0,0.0,0.0
264,another,0.0,0.0,6.0,4.0,0.0,0.0,0.0,0.0,1.0
265,another’s,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
266,answer,1.0,0.0,4.0,5.0,0.0,1.0,0.0,0.0,4.0
267,answered,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
268,answering,2.0,0.0,2.0,0.0,0.0,2.0,0.0,0.0,1.0
269,answers,5.0,0.0,3.0,0.0,0.0,5.0,0.0,0.0,3.0
270,antibioticibuprofen,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
271,antibiotics,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0
272,antibortista,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
273,anticonceptivasotro,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0
274,anticonceptivo,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
275,anxiety,0.0,0.0,0.0,2.0,0.0,0.0,1.0,0.0,0.0
276,any,17.0,0.0,18.0,400.0,0.0,15.0,15.0,8.0,23.0
277,anyone,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,1.0
278,anything,1.0,0.0,1.0,2.0,0.0,1.0,0.0,0.0,2.0
279,anytime,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
280,anywhere,0.0,0.0,0.0,2.0,0.0,0.0,1.0,0.0,0.0
281,apart,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
282,api,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
283,app,7.0,0.0,9.0,56.0,0.0,7.0,0.0,0.0,0.0
284,apparel,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
285,appear,2.0,0.0,2.0,0.0,0.0,2.0,1.0,1.0,0.0
286,appears,0.0,0.0,0.0,0.0,0.0,0.0,4.0,2.0,0.0
287,appends,2.0,0.0,2.0,0.0,0.0,2.0,0.0,0.0,0.0
288,appetite,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0
289,appetiteheadachesore,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
290,applaud,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
291,applause,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
292,applicable,0.0,0.0,0.0,0.0,0.0,0.0,3.0,3.0,0.0
293,applicant,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
294,application,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
295,applicator,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
296,applied,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0
297,applies,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,1.0
298,apply,1.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0
299,appointment,20.0,0.0,19.0,23.0,0.0,18.0,71.0,50.0,8.0
300,appointments,4.0,0.0,3.0,4.0,0.0,4.0,3.0,4.0,1.0
301,appointmentschedule,0.0,0.0,0.0,0.0,0.0,0.0,14.0,12.0,0.0
302,appointmentspersonalized,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0
303,appointmentsto,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
304,appointment—not,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
305,appreciate,1.0,0.0,0.0,0.0,0.0,1.0,2.0,2.0,4.0
306,appreciation,0.0,0.0,0.0,56.0,0.0,0.0,0.0,0.0,0.0
307,approach,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0
308,appropriate,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
309,approval,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0
310,approximately,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0
311,apps,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
312,april,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
313,archived,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
314,area,0.0,0.0,0.0,114.0,0.0,0.0,10.0,7.0,2.0
315,areas,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
316,arecredentialswomen’s,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
317,arejobs,0.0,0.0,0.0,27.0,0.0,0.0,0.0,0.0,0.0
318,arememberships,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
319,areoverviewwe,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
320,arepatient,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
321,arephysiciansmartin,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
322,arewe,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
323,args,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
324,arising,0.0,0.0,0.0,28.0,0.0,0.0,0.0,0.0,0.0
325,arm,3.0,0.0,3.0,0.0,0.0,3.0,0.0,0.0,1.0
326,around,0.0,0.0,0.0,7.0,0.0,0.0,1.0,1.0,0.0
327,arrange,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
328,arranged,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
